team1,seed1,team2,seed2,PPG_diff,PPG_Allowed_diff,Pace_diff,MOV_diff,SOS_diff,OSRS_diff,DSRS_diff,Adj_ORtg_diff,Adj_DRtg_diff,region1,region2
Duke,1,St. John's (NY),2,4,-4.000000000000007,-2.5,7.969999999999999,0.6500000000000004,3.3599999999999994,5.27,14.679999999999993,0.7900000000000063,east,west
Duke,1,Mount St. Mary's,16,12.299999999999997,-7.899999999999999,-2.200000000000003,20.23,16.86,19.63,18.549999999999997,32.760000000000005,-22.840000000000003,east,east
Duke,1,Baylor,9,6.200000000000003,-7.300000000000004,0.29999999999999716,13.489999999999998,-4.039999999999999,3.9499999999999993,6.969999999999999,6.170000000000002,-10.230000000000004,east,east
Duke,1,Liberty,12,6.1000000000000085,-1,1.0999999999999943,7.109999999999999,10.81,12.76,9.229999999999999,18.189999999999998,-13.219999999999999,east,east
Duke,1,Akron,13,-1.8999999999999915,-12.600000000000001,0.19999999999998863,10.729999999999999,13.91,5.549999999999999,21.099999999999998,18.5,-20.89,east,east
Duke,1,VCU,11,5.6000000000000085,-0.5,0.8999999999999915,6.049999999999999,8.41,9.169999999999998,6.229999999999999,14.209999999999994,-7.739999999999995,east,east
Duke,1,Montana,14,5.799999999999997,-11.000000000000007,-0.10000000000000853,16.849999999999998,11.55,12.41,19.16,21.099999999999994,-24.909999999999997,east,east
Duke,1,Vanderbilt,10,3.1000000000000085,-12.899999999999999,-0.7000000000000028,15.95,-0.6399999999999988,2.3199999999999985,12.989999999999998,10.510000000000005,-12.679999999999993,east,east
Duke,1,Robert Morris,15,5.799999999999997,-8.500000000000007,-1.6000000000000085,14.379999999999999,15.330000000000002,13.53,16.84,25.150000000000006,-19.090000000000003,east,east
Duke,1,SIU-Edwardsville,16,10.100000000000009,-4.199999999999996,-0.6000000000000085,14.309999999999999,18,20.58,15.589999999999998,31.189999999999998,-21.039999999999992,east,midwest
Duke,1,Georgia,9,7.1000000000000085,-7.399999999999999,-3.5,14.54,-1.4299999999999997,7.329999999999999,5.789999999999999,12.819999999999993,-7.280000000000001,east,midwest
Duke,1,McNeese State,12,5.5,-2.1000000000000014,-0.5,7.579999999999998,11.84,11.76,9.649999999999999,16,-14.799999999999997,east,midwest
Duke,1,High Point,13,0.5,-6.899999999999999,-2.200000000000003,7.35,15.330000000000002,8.19,16.75,13.370000000000005,-22.789999999999992,east,midwest
Duke,1,Xavier,11,4.700000000000003,-9.000000000000007,-4.400000000000006,13.629999999999999,1.1600000000000001,3.92,10.879999999999999,12.120000000000005,-10.269999999999996,east,midwest
Duke,1,Troy,14,8.799999999999997,-3.500000000000007,-4.1000000000000085,12.34,12.21,15.66,10.899999999999999,23.450000000000003,-14.969999999999999,east,midwest
Duke,1,Utah State,10,1.7999999999999972,-8.100000000000001,-2.200000000000003,9.879999999999999,4.550000000000001,2.8199999999999985,13.27,7.6299999999999955,-15.909999999999997,east,midwest
Duke,1,Wofford,15,7.400000000000006,-7.899999999999999,-0.4000000000000057,15.29,12.56,15.03,15.579999999999998,19.629999999999995,-24.730000000000004,east,midwest
Duke,1,Alabama State,16,9.400000000000006,-10.199999999999996,-2.6000000000000085,19.56,18.59,18.77,20.849999999999998,31.370000000000005,-25.760000000000005,east,south
Duke,1,Creighton,9,7.5,-7.600000000000001,-0.5,15.079999999999998,-1.049999999999999,5.85,8.2,11.170000000000002,-9.64,east,south
Duke,1,UC-San Diego,12,2.9000000000000057,0.29999999999999716,0.19999999999998863,2.6400000000000006,11.89,10.239999999999998,7.349999999999998,15.929999999999993,-9.569999999999993,east,south
Duke,1,Yale,13,1,-7.800000000000004,1,8.86,13.21,8.849999999999998,14.729999999999999,16.489999999999995,-18.069999999999993,east,south
Duke,1,UNC,11,1.5,-12.899999999999999,-4.200000000000003,14.37,-1.83,-0.5100000000000016,13.069999999999999,8.789999999999992,-10.399999999999991,east,south
Duke,1,Lipscomb,14,3.4000000000000057,-5.399999999999999,-4.1000000000000085,8.79,14.420000000000002,13.04,12.239999999999998,18.72,-17.67,east,south
Duke,1,New Mexico,10,1.5,-8.899999999999999,-5.400000000000006,10.309999999999999,3.7700000000000005,2.469999999999999,12.899999999999999,16.939999999999998,-7.019999999999996,east,south
Duke,1,Bryant,15,0.29999999999999716,-12.000000000000007,-8.900000000000006,12.29,17.15,10.049999999999999,22.029999999999998,26.569999999999993,-20.459999999999994,east,south
Duke,1,Norfolk State,16,5.400000000000006,-7.100000000000001,-1.2000000000000028,12.5,17.04,15.829999999999998,18.14,25.310000000000002,-24.17,east,west
Duke,1,Oklahoma,9,3.9000000000000057,-12.899999999999999,-1.3000000000000114,16.79,-1.879999999999999,3.42,11.5,9.560000000000002,-12.89,east,west
Duke,1,Colorado State,12,7.5,-5.199999999999996,0.3999999999999915,12.639999999999999,3.990000000000001,8.079999999999998,8.559999999999999,12.950000000000003,-11.11,east,west
Duke,1,Grand Canyon,13,3.5,-7.199999999999996,-2.700000000000003,10.76,12.63,8.77,15.809999999999999,22.620000000000005,-14.299999999999997,east,west
Duke,1,Drake,11,12.600000000000009,3.5,-1.3000000000000114,9.12,9.48,18.849999999999998,2.459999999999999,15.989999999999995,-12.819999999999993,east,west
Duke,1,UNC Wilmington,14,3.299999999999997,-8.000000000000007,0.5,11.319999999999999,14.030000000000001,12.86,15.159999999999998,19.269999999999996,-21.299999999999997,east,west
Duke,1,Arkansas,10,6.1000000000000085,-9.300000000000004,-5.1000000000000085,15.34,-1.6600000000000001,5.739999999999998,7.949999999999999,15.5,-5.8799999999999955,east,west
Duke,1,Omaha,15,4.6000000000000085,-13.100000000000001,-0.9000000000000057,17.759999999999998,12.440000000000001,12.01,19.45,21.379999999999995,-24.42,east,west
Mississippi State,8,Duke,1,-2.9000000000000057,12.300000000000004,1.6000000000000085,-15.18,2.3999999999999986,-2.539999999999999,-10.25,-9.539999999999992,9.909999999999997,east,east
Mississippi State,8,Oregon,5,3.5999999999999943,3.299999999999997,0.4000000000000057,0.34000000000000075,-0.23000000000000043,2.5,-2.3899999999999997,2.440000000000012,2.260000000000005,east,east
Mississippi State,8,Arizona,4,-1.9000000000000057,1.7999999999999972,-4.599999999999994,-3.679999999999999,-1.8900000000000006,-4.629999999999999,-0.9400000000000004,-3.8299999999999983,3.9599999999999937,east,east
Mississippi State,8,BYU,6,-1.2000000000000028,3.299999999999997,-1.2000000000000028,-4.4799999999999995,2.2699999999999996,-2.0700000000000003,-0.14000000000000057,-3.7299999999999898,-0.45000000000000284,east,east
Mississippi State,8,Wisconsin,3,0.09999999999999432,3.799999999999997,2.700000000000003,-3.679999999999999,0.29999999999999893,-0.5899999999999999,-2.79,-2.529999999999987,2.260000000000005,east,east
Mississippi State,8,Saint Mary's,7,6.299999999999997,13.5,4.900000000000006,-7.239999999999999,6.169999999999999,10.04,-10.260000000000002,3.490000000000009,5.579999999999998,east,east
Mississippi State,8,Alabama,2,-11.299999999999997,-7.200000000000003,-5.200000000000003,-4.089999999999999,-4.400000000000002,-13.23,4.739999999999999,-7.25,3.4099999999999966,east,east
Mississippi State,8,Houston,1,5.599999999999994,15.700000000000003,4.6000000000000085,-10.129999999999999,-0.7600000000000016,4.05,-14.940000000000001,-4.809999999999988,13.269999999999996,east,midwest
Mississippi State,8,Gonzaga,8,-6.799999999999997,4.6000000000000085,-1.0999999999999943,-11.39,5.319999999999999,-5.760000000000002,-0.3100000000000005,-4.309999999999988,3.719999999999999,east,midwest
Mississippi State,8,Clemson,5,3.5,8.5,0.9000000000000057,-5.06,4.109999999999999,4.44,-5.39,0.10000000000000853,2.739999999999995,east,midwest
Mississippi State,8,Purdue,4,1.8999999999999915,3.1000000000000085,0.4000000000000057,-1.1799999999999997,-1.9600000000000009,0.7899999999999991,-3.9300000000000006,-5.699999999999989,-1.0100000000000051,east,midwest
Mississippi State,8,Illinois,6,-4,-0.3999999999999915,-1.3999999999999915,-3.6000000000000005,-0.5400000000000009,-5.559999999999999,1.4099999999999993,-2.769999999999996,2.260000000000005,east,midwest
Mississippi State,8,Kentucky,3,-5.5,-3.700000000000003,-5.200000000000003,-1.8099999999999996,-2.2600000000000016,-6.32,2.2399999999999998,-5.289999999999992,-0.07000000000000739,east,midwest
Mississippi State,8,UCLA,7,5,8.5,3.9000000000000057,-3.419999999999999,1.7599999999999998,5.62,-7.29,0.980000000000004,3.6700000000000017,east,midwest
Mississippi State,8,Tennessee,2,5.099999999999994,11.200000000000003,-1.5999999999999943,-6.1000000000000005,-1.2200000000000006,5.15,-12.470000000000002,-0.5499999999999972,10.590000000000003,east,midwest
Mississippi State,8,Auburn,1,-4,4.6000000000000085,-2.200000000000003,-8.629999999999999,-3.4400000000000013,-6.460000000000001,-5.61,-10.049999999999983,6.670000000000002,east,south
Mississippi State,8,Louisville,8,1.2000000000000028,5.299999999999997,-1.7000000000000028,-4.069999999999999,2.299999999999999,0.75,-2.5200000000000005,0.960000000000008,3.3299999999999983,east,south
Mississippi State,8,Michigan,5,1.5,3,-0.20000000000000284,-1.42,-1.1900000000000013,-0.13000000000000078,-2.4799999999999995,2.5500000000000114,5.519999999999996,east,south
Mississippi State,8,Texas A&M,4,5.5,6.299999999999997,0.9000000000000057,-0.7699999999999996,-1.7300000000000004,4.21,-6.71,2.6000000000000085,6.719999999999999,east,south
Mississippi State,8,Ole Miss,6,2.5999999999999943,2.5,0.10000000000000853,0.16000000000000014,-0.5400000000000009,1.7699999999999996,-2.160000000000001,2.010000000000005,2.7099999999999937,east,south
Mississippi State,8,Iowa State,3,-0.6000000000000085,6.1000000000000085,0.7999999999999972,-6.69,1.209999999999999,-1.0600000000000005,-4.420000000000001,-0.6699999999999875,7.030000000000001,east,south
Mississippi State,8,Marquette,7,2.8999999999999915,5.700000000000003,-0.7000000000000028,-2.7199999999999998,1.4299999999999997,1.6899999999999995,-2.9799999999999995,1.0600000000000023,2.980000000000004,east,south
Mississippi State,8,Michigan State,2,1.5999999999999943,7,2.299999999999997,-5.3,0.3699999999999992,1.5399999999999991,-6.47,0.30000000000001137,7.189999999999998,east,south
Mississippi State,8,Florida,1,-5.6000000000000085,5,-4.3999999999999915,-10.57,0.10999999999999943,-6.300000000000001,-4.160000000000001,-7.47999999999999,6.789999999999992,east,west
Mississippi State,8,UConn,8,2.3999999999999915,6.200000000000003,2.700000000000003,-3.749999999999999,3.51,2.7300000000000004,-2.9799999999999995,-3,-2.1899999999999977,east,west
Mississippi State,8,Memphis,5,-0.29999999999999716,1,-3.299999999999997,-1.2999999999999998,6.239999999999999,2.119999999999999,2.8199999999999994,6.27000000000001,-0.8500000000000085,east,west
Mississippi State,8,Maryland,4,-1.9000000000000057,7.200000000000003,2.4000000000000057,-9.059999999999999,3.0999999999999996,-1.0299999999999994,-4.930000000000001,-0.11999999999999034,7.289999999999992,east,west
Mississippi State,8,Missouri,6,-4.700000000000003,0.4000000000000057,0.29999999999999716,-4.999999999999999,2.129999999999999,-3.7300000000000004,0.8599999999999994,-5.909999999999997,-2.0400000000000063,east,west
Mississippi State,8,Texas Tech,3,-1.1000000000000085,6.6000000000000085,1.5,-7.72,1.379999999999999,-2.0700000000000003,-4.28,-7.039999999999992,3.069999999999993,east,west
Mississippi State,8,Kansas,7,3.5999999999999943,4.900000000000006,-1.2000000000000028,-1.33,-1.8500000000000014,1.5600000000000005,-4.740000000000001,2.220000000000013,7.269999999999996,east,west
