"","School","Conf","W","L","PPG","PPG_Allowed","Pace","MOV","SOS","OSRS","DSRS","Adj_ORtg","Adj_DRtg","year"
"1616","Illinois","Big Ten",9,22,61.4,71.9,71.1,-10.55,7.22,-2.02,-1.31,54.6,56.17,2018
"1617","Memphis","AAC",10,20,58.9,68.8,72.2,-9.9,6.31,-4.28,0.69,51.92,53.76,2018
"1618","Southern Mississippi","CUSA",15,15,66.6,64.8,66.8,1.8,-2.42,-0.82,-2.81,52.97,53.35,2018
"1619","Bradley","MVC",13,18,65.8,63.1,74.3,2.71,-5.09,-2.92,-0.84,50.1,52.38,2018
"1620","Troy","Sun Belt",18,13,81.9,76.3,82.8,5.61,-6.08,13.64,-17.4,53.37,54.02,2018
"1621","Stony Brook","AEC",18,12,62.6,57.8,65.6,4.77,-7.03,-4.77,0.92,52.38,53.44,2018
"1622","Coastal Carolina","Sun Belt",17,14,65.4,61.3,72.4,4.13,-5.86,-4.06,0.2,49.14,49.57,2018
"1623","Jacksonville State","OVC",19,12,61.5,57.1,70.3,4.35,-5.21,-9.1,5.21,41.46,43.97,2018
"1624","Florida Atlantic","CUSA",13,15,70,69.6,73.8,0.36,-4.29,2.83,-6.76,52.5,54.48,2018
"1625","Montana State","Big Sky",16,15,67.2,66.3,69.3,0.9,-3.04,-1.31,-2.67,52.1,54.02,2018
"1626","Montana","Big Sky",14,17,64.1,65.5,69.1,-1.42,-2,-4,0,51.9,53.94,2018
"1627","Robert Morris","NEC",25,8,61.6,54.1,68.5,7.52,-11.67,-10.19,6.04,47.1,47.56,2018
"1628","Akron","MAC",9,21,64.8,69.1,70.4,-4.3,2.37,-2.07,-2.08,47.41,49.31,2018
"1629","Cal State Bakersfield","WAC",18,14,60.4,56.5,70.7,3.88,-7.03,-9.63,5.14,44.17,45.81,2018
"1630","Seattle","WAC",18,15,68.2,68.5,71.1,-0.36,-4.17,0.42,-4.96,51.52,54.04,2018
"1631","North Carolina A&T","MEAC",23,9,66.5,58.3,69.7,8.22,-9.93,-4.99,0.43,42.37,43.15,2018
"1632","New Hampshire","AEC",19,12,59.8,57.3,65.8,2.52,-6.71,-6.46,1.55,51.44,54.29,2018
"1633","Illinois State","MVC",14,16,53.5,54.9,67.7,-1.37,-3.56,-13.89,8.96,43.69,47.32,2018
"1634","Pepperdine","WCC",10,20,67.1,73.2,69.7,-6.1,1.17,2,-6.93,52.72,56.5,2018
"1635","Davidson","A-10",12,18,63.1,67.2,71.5,-4.07,-0.94,-1.53,-3.48,50.2,53.1,2018
"1636","Southeast Missouri State","OVC",14,17,62.8,62.4,69.1,0.45,-3.79,-6.99,1.98,45.17,48.49,2018
"1637","UT Arlington","Sun Belt",18,12,62.5,62.9,71.3,-0.47,-4.62,-4.7,-0.39,51.64,53.71,2018
"1638","Louisiana","Sun Belt",17,16,60.4,62.3,70.6,-1.85,-3.56,-7.12,1.88,45.86,47.57,2018
"1639","Hampton","MEAC",18,14,64.3,62.1,74.3,2.19,-7.72,-4.63,-0.91,47.83,50.39,2018
"1640","Army","Patriot",17,14,60.9,58.9,65.8,2.03,-5.68,-7.1,1.49,47.4,51.22,2018
"1641","Morehead State","OVC",21,11,68,65.4,74.2,2.66,-7.32,0.02,-5.67,52.56,57.01,2018
"1642","San Diego State","MWC",11,19,65.4,69.7,70,-4.27,-0.68,-0.78,-5.15,NA,NA,2018
"1643","Stetson","A-Sun",17,15,63.3,61.9,65.4,1.44,-4.57,-5.88,-0.09,48.23,52.27,2018
"1644","Northern Kentucky","Horizon",9,22,58.1,61.3,67.7,-3.19,-0.14,-8.14,2.1,46.83,51.25,2018
"1645","Hawaii","Big West",12,18,63,68.7,64.4,-5.67,0.06,-3.61,-2.54,48.44,54.05,2018
"1646","Samford","Southern",15,16,57.9,62.3,64.4,-4.39,-1.24,-8.78,2.58,45.92,50.04,2018
"1647","UMass","A-10",14,16,68,63.8,69.2,4.27,-5.49,-3.36,-2.88,48.63,52.97,2018
"1648","Siena","MAAC",17,14,61.2,61.3,69.7,-0.03,-6.26,-6.31,0.01,48.27,53.3,2018
"1649","Columbia","Ivy",8,21,62.2,70.9,71.9,-8.72,2.31,-1.8,-4.61,54.12,59.83,2018
"1650","Bethune-Cookman","MEAC",24,7,63.1,57,69,6.16,-11.21,-8.83,2.35,44.16,45.65,2018
"1651","Cal Poly","Big West",17,12,71.4,73.6,71.4,-2.17,-3.08,3.69,-10.19,50.84,55.24,2018
"1652","Air Force","MWC",6,25,55.7,62.3,73.2,-6.52,0.09,-10.86,4.28,37.73,43.67,2018
"1653","Bowling Green State","MAC",11,19,63.6,71.4,74.9,-7.83,1.56,-2.71,-4.15,51.59,57.39,2018
"1654","St. Bonaventure","A-10",8,22,63,69.3,70.1,-6.3,-0.69,-2.42,-4.57,55.13,61.3,2018
"1655","Hofstra","CAA",11,19,60.2,64.3,69.7,-4.13,-3.04,-5.64,-1.53,49.91,56.21,2018
"1656","Lehigh","Patriot",15,15,61.6,60.9,69.5,0.63,-6.82,-5.86,-1.33,49.19,54.84,2018
"1657","Nicholls State","Southland",19,14,65.2,64.8,68.5,0.45,-5.62,-3.44,-3.78,44.72,48.24,2018
"1658","Holy Cross","Patriot",13,18,63.7,64.5,69.6,-0.81,-6.42,-3.3,-3.93,51.98,58.25,2018
"1659","Santa Clara","WCC",9,21,52.1,58.5,65.3,-6.47,0.94,-16.18,8.95,33.89,43.54,2018
"1660","Niagara","MAAC",13,18,65.6,67.5,74.5,-1.94,-5.31,-0.93,-6.31,53.76,60.15,2018
"1661","UNC Greensboro","Southern",13,18,63.2,62.1,64.9,1.1,-4.01,-4.27,-3.03,45.47,50.58,2018
"1662","Grand Canyon","WAC",16,14,63.8,62.6,67.3,1.2,-7.47,-5.04,-2.5,50.09,55.68,2018
"1663","New Mexico State","WAC",18,13,66.9,65.7,74.1,1.19,-7.03,-3.02,-4.66,47.92,54.26,2018
"1664","Arkansas State","Sun Belt",15,15,66.4,69.8,74.3,-3.37,-4.37,-0.63,-7.11,51.6,57.17,2018
"1665","Furman","Southern",18,14,64.4,62.3,67.4,2.19,-5.42,-4.89,-2.84,48.94,54.63,2018
"1666","Indiana State","MVC",11,19,59.3,63.5,71.2,-4.27,-2.2,-8.36,0.6,42.22,49.26,2018
"1667","Kansas City","WAC",11,19,67.8,64.5,73,3.27,-4.69,-2.79,-5.39,46.95,53.51,2018
"1668","Norfolk State","MEAC",18,11,62,56.2,67.3,5.79,-13.99,-9.33,1.13,40.94,45.04,2018
"1669","UNC Wilmington","CAA",12,19,59.7,64.6,68.6,-4.87,-2.34,-7.32,-1.06,46.03,53.44,2018
"1670","Boston University","Patriot",10,19,58.8,62.7,65.3,-3.9,-4.5,-6.89,-1.51,49.26,57.59,2018
"1671","Rider","MAAC",14,17,63,64.4,70.9,-1.35,-7.7,-4.15,-4.9,51.59,60.09,2018
"1672","Old Dominion","CUSA",8,23,54.6,62.5,70.9,-7.94,-1.3,-11.32,2.09,50.34,59.94,2018
"1673","Towson","CAA",9,21,63,68.6,76.2,-5.63,-3.64,-1.78,-7.49,48.91,57.46,2018
"1674","Manhattan","MAAC",13,18,58.6,59.9,68.9,-1.29,-8.05,-8.71,-0.63,49.67,59.03,2018
"1675","High Point","Big South",17,14,64.4,62,73.6,2.42,-9.67,-5.73,-3.64,44.34,52.99,2018
"1676","La Salle","A-10",8,22,57.5,66.8,75.6,-9.27,-0.2,-6.95,-2.52,48.31,58.58,2018
"1677","New Orleans","Southland",15,15,66.1,66,67.3,0.1,-8.37,-2.91,-6.56,43.19,50.5,2018
"1678","Utah State","MWC",7,23,59.1,68.1,66.4,-9.03,0.51,-7.67,-1.86,48.01,58.32,2018
"1679","Southern","SWAC",17,14,67.1,67.3,68.4,-0.19,-10.28,-3.95,-5.58,47.83,53.1,2018
"1680","Texas Southern","SWAC",19,13,63.7,57.9,67.7,5.84,-13.61,-9.64,0.06,44.07,50.08,2018
"1681","UNC Asheville","Big South",17,16,61.1,59.7,66,1.39,-10.33,-6.97,-2.84,49.28,59.14,2018
"1682","Texas A&M-Corpus Christi","Southland",19,12,62.1,57.4,67.7,4.77,-11.66,-9.9,0.05,38.17,43.93,2018
"1683","Marshall","CUSA",9,20,64.7,66.5,70.3,-1.79,-3.41,-5.42,-4.47,46.72,56.83,2018
"1684","Portland","WCC",7,23,63.8,71.9,72.1,-8.07,0.7,-4.17,-5.77,41.01,51.05,2018
"1685","Virginia Commonwealth","A-10",7,22,60.3,69.4,67.1,-9.07,-0.93,-4.85,-5.15,50.11,59.84,2018
"1686","Long Beach State","Big West",8,23,63.3,71.5,68.8,-8.13,-2.34,-3.5,-6.97,44.6,53.92,2018
"1687","Sacramento State","Big Sky",7,23,72,82.5,77.1,-10.43,1.14,4.42,-14.95,52.68,62.44,2018
"1688","Fairfield","MAAC",13,17,56.2,59.6,65.3,-3.43,-7.38,-11.55,0.74,46.94,58.62,2018
"1689","Cal State Fullerton","Big West",8,21,59.9,65.6,69.4,-5.72,-4.11,-9.07,-1.9,41.07,52.21,2018
"1690","Austin Peay","OVC",16,14,63.2,65.7,68,-2.53,-7.04,-6.91,-4.06,46.33,56.89,2018
"1691","Lafayette","Patriot",11,19,55.2,60.7,67.2,-5.5,-5.57,-10.08,-1,46.22,58.03,2018
"1692","Florida International","CUSA",8,21,63.6,72.1,70.7,-8.48,-3.11,-1.75,-9.33,49.67,61.16,2018
"1693","Cornell","Ivy",7,20,55.2,63.9,70.4,-8.67,-2.48,-10.97,-0.17,45.19,57.4,2018
"1694","San Jose State","MWC",7,23,68.5,81.4,74.8,-12.87,2.23,4.09,-15.24,46.34,55.65,2018
"1695","Gardner-Webb","Big South",19,13,62,59.3,70.9,2.69,-12.12,-8.2,-3.08,42.57,55.03,2018
"1696","North Dakota State","Summit",9,20,67.2,72.1,66.4,-4.93,-1.63,-1.75,-9.53,47.09,57.84,2018
"1697","Loyola (MD)","Patriot",9,21,59.6,68.2,66.8,-8.6,-2.88,-5.69,-5.79,49.97,61.96,2018
"1698","Abilene Christian","Southland",16,14,69.3,66.6,65.8,2.63,-8.56,-1.87,-9.66,47.5,56.56,2018
"1699","Tennessee Tech","OVC",7,22,60.2,65.5,68.5,-5.28,-4.33,-9.03,-2.57,43.33,55.21,2018
"1700","Northern Arizona","Big Sky",7,23,69.1,76.1,75.4,-6.93,-2.57,-0.25,-11.39,47.17,58.84,2018
"1701","Campbell","Big South",15,15,55.6,51.9,68.1,3.77,-12.68,-16.55,4.77,39.02,50.06,2018
"1702","Vermont","AEC",8,22,56.8,62.4,64.8,-5.63,-4.61,-10.36,-1.6,45.86,59.05,2018
"1703","Grambling","SWAC",19,14,66.4,68,76.9,-1.61,-10.36,-4.62,-7.35,45.54,55.55,2018
"1704","Texas-Rio Grande Valley","WAC",14,16,61.8,63.8,68.3,-1.97,-7.71,-7.28,-4.76,43.46,54.43,2018
"1705","UTSA","CUSA",9,21,60.7,70.6,68.2,-9.93,-0.23,-5.68,-6.66,40.03,51.26,2018
"1706","Murray State","OVC",11,19,70.1,76.9,70.5,-6.8,-5.43,2.67,-15.13,54.15,66.38,2018
"1707","Illinois-Chicago","Horizon",8,22,57.3,65.9,72.7,-8.6,-2.1,-9.38,-3.29,39.92,52.97,2018
"1708","Southern Utah","Big Sky",3,27,58.7,70.3,70.3,-11.57,-1.23,-8.73,-4.07,39.81,53.47,2018
"1709","Valparaiso","MVC",13,18,65.1,69.2,72.8,-4.1,-5.98,-4,-8.91,45.2,59.02,2018
"1710","Appalachian State","Sun Belt",8,23,56.8,66.7,74.6,-9.94,-3.03,-10.04,-2.93,44.18,57.59,2018
"1711","Eastern Kentucky","OVC",8,19,56.9,64.6,68.4,-7.63,-4.79,-11.74,-1.55,44.3,59.62,2018
"1712","North Florida","A-Sun",13,18,62.5,67.5,70.2,-4.9,-5.38,-7.01,-6.54,40.45,54.01,2018
"1713","Omaha","Summit",12,16,63.8,72.8,68,-9.07,-0.82,-5.17,-8.45,43.57,56.9,2018
"1714","Utah Valley","WAC",11,19,61.8,67.6,67.1,-5.73,-6.52,-7.36,-6.48,49.65,64.32,2018
"1715","Tennessee State","OVC",6,21,67.6,74.6,74.1,-7,-4.85,-0.79,-13.06,46.14,59.84,2018
"1716","Georgia State","Sun Belt",8,22,63,71.7,71.4,-8.7,-2.87,-6.02,-7.86,45.97,59.26,2018
"1717","St. Francis (NY)","NEC",13,17,62.9,64.5,73.8,-1.67,-11.91,-7.96,-6.02,49.52,63.49,2018
"1718","Maryland-Eastern Shore","MEAC",11,19,63.7,64.7,68.7,-0.97,-9.13,-8.11,-6.21,39.15,50.33,2018
"1719","College of Charleston","CAA",7,24,58.5,72.7,72.2,-14.23,-0.1,-5.94,-8.39,47.7,63.5,2018
"1720","Morgan State","MEAC",16,15,61.7,60.8,66.2,0.84,-12.32,-12.17,-2.32,37.24,49.52,2018
"1721","McNeese State","Southland",12,18,63.9,69.3,76.9,-5.37,-6.7,-5.25,-9.27,NA,NA,2018
"1722","Lipscomb","A-Sun",12,19,63.9,71.9,72.7,-8,-6.79,-6.33,-8.47,47.73,63.91,2018
"1723","Sacred Heart","NEC",14,17,62.8,67.2,70,-4.39,-10.48,-7.85,-7.02,47.12,62.69,2018
"1724","Jackson State","SWAC",15,13,71.9,66.5,75,5.39,-17.27,-2.99,-11.98,35.63,47.79,2018
"1725","Canisius","MAAC",10,20,55.5,63.7,69.2,-8.17,-6.47,-12.11,-3.04,41.51,58.53,2018
"1726","Wofford","Southern",10,20,62.6,66.5,71.5,-3.87,-5.79,-8.35,-6.98,40.98,55.21,2018
"1727","Colgate","Patriot",7,23,56.3,67.2,74,-10.9,-4.74,-9.98,-5.59,45.15,63.47,2018
"1728","Bryant","NEC",9,21,61.9,67.6,75.1,-5.63,-10.17,-8.16,-7.65,44.28,61.5,2018
"1729","Presbyterian","Big South",12,18,60.1,68,70.5,-7.93,-9.02,-7.53,-8.3,46.24,65.17,2018
"1730","Prairie View","SWAC",15,16,71,72,74.3,-1.03,-11.88,-1.46,-14.49,43.14,56.83,2018
"1731","Monmouth","MAAC",10,21,55.1,65.1,71.4,-10,-6.06,-10.85,-5.21,42.59,61.38,2018
"1732","Rhode Island","A-10",3,27,57.6,72.5,75.2,-14.9,-1.04,-7.8,-8.48,42.88,60.73,2018
"1733","Loyola (IL)","MVC",7,23,53.4,67.3,71.7,-13.93,-2.38,-13.51,-2.81,40.16,59.97,2018
"1734","FDU","NEC",15,15,61.6,63.3,67.8,-1.63,-13.8,-10.89,-5.84,42.7,60.73,2018
"1735","Western Carolina","Southern",5,25,54.9,63.9,69,-9,-3.5,-13.02,-3.87,38.65,56.93,2018
"1736","Southeastern Louisiana","Southland",8,21,62.6,71.9,66.6,-9.38,-7.58,-5.25,-11.71,43.52,57.56,2018
"1737","Detroit Mercy","Horizon",2,28,59.8,79.5,69.4,-19.73,2.75,-2.96,-14.02,47.02,66.05,2018
"1738","Mount St. Mary's","NEC",9,20,63.9,70.8,72,-6.83,-10.25,-5.9,-11.17,47.15,65.73,2018
"1739","Howard","MEAC",12,18,64.8,72.6,78.7,-7.8,-9.31,-4.15,-12.96,41.4,57.83,2018
"1740","Charleston Southern","Big South",11,20,59.8,62.6,70.3,-2.84,-11.69,-8.27,-9.2,38.57,57.95,2018
"1741","Maryland-Baltimore County","AEC",5,26,52.2,64.3,65.5,-12.13,-4.57,-14.81,-3.19,40.52,62.09,2018
"1742","Eastern Illinois","OVC",3,26,58.7,72.1,67.6,-13.45,-4.92,-9.4,-8.79,42.92,64.91,2018
"1743","South Carolina State","MEAC",12,18,58.7,61.1,64.8,-2.33,-13.38,-13.76,-5.07,31.2,49.02,2018
"1744","South Carolina Upstate","A-Sun",11,19,64.9,70.4,72.8,-5.5,-8.26,-6.83,-12.14,39.94,58.88,2018
"1745","Iona","MAAC",2,28,52.4,66.1,67.7,-13.73,-5.31,-13.8,-5.24,41.55,65.05,2018
"1746","Long Island University","NEC",13,18,55.7,64,71.9,-8.26,-10.94,-14.01,-5.19,39.4,61.85,2018
"1747","Houston Christian","Southland",10,18,61.9,67.6,69.1,-5.71,-8.43,-9.42,-10.46,30.12,45.75,2018
"1748","Central Connecticut State","NEC",7,23,59.3,71.5,72.1,-12.2,-7.71,-9.3,-10.61,43.8,66.52,2018
"1749","North Carolina Central","MEAC",9,21,63,71.2,72.2,-8.2,-10.98,-6.55,-13.5,39.9,59.64,2018
"1750","Purdue Fort Wayne","Summit",4,24,56,75.3,66.5,-19.21,0.22,-11.63,-8.67,39.66,63.63,2018
"1751","Alabama A&M","SWAC",11,18,56.4,62.6,73.1,-6.21,-14.12,-16.97,-3.36,35.88,57.03,2018
"1752","Georgia Southern","Sun Belt",5,25,56.8,70.3,68.7,-13.43,-4.75,-11.39,-8.94,36.91,56.91,2018
"1753","Kennesaw State","A-Sun",7,19,56.7,70.3,70.7,-13.69,-5.53,-12.31,-8.1,37.59,60.61,2018
"1754","Northwestern State","Southland",7,22,56.6,64.2,70.6,-7.59,-5.62,-15.38,-5.36,29.18,46.35,2018
"1755","Incarnate Word","Southland",5,24,51.7,67.4,73.7,-15.76,-4.39,-17.5,-3.85,32.52,54.15,2018
"1756","Florida A&M","MEAC",8,24,59.4,68,71,-8.63,-11.53,-11.5,-10.12,36.72,56.48,2018
"1757","Wagner","NEC",6,23,55.1,67.1,70.5,-12,-9.31,-14.91,-7.01,35.71,60.19,2018
"1758","Sam Houston","Southland",4,23,56.2,68.6,74.3,-12.37,-6.93,-13.48,-8.45,34.96,56.14,2018
"1759","Alcorn State","SWAC",12,18,64.7,70.3,72.1,-5.57,-12.84,-7.56,-14.42,36.79,56.92,2018
"1760","Massachusetts-Lowell","AEC",4,26,58.7,70.4,65.9,-11.67,-8.19,-9.59,-12.57,42.12,68.33,2018
"1761","Coppin State","MEAC",6,23,55.6,70.7,71.3,-15.07,-7.26,-11.98,-10.32,38.79,63.23,2018
"1762","Louisiana-Monroe","Sun Belt",4,26,57.4,72.5,64.3,-15.17,-4.19,-11.6,-11.3,37.17,61.4,2018
"1763","Mississippi Valley State","SWAC",2,28,57.5,73.3,77.3,-15.77,-8.09,-13.13,-10.73,39.69,66.57,2018
"1764","Saint Peter's","MAAC",4,26,52.1,66.7,72.9,-14.63,-9.33,-16.34,-7.62,35.26,65.53,2018
"1765","Arkansas-Pine Bluff","SWAC",8,21,56.8,68.4,70.9,-11.62,-10.78,-16.04,-8.26,33.19,57.9,2018
"1766","Delaware State","MEAC",6,24,58.3,74.8,69.7,-16.5,-7.98,-10.38,-14.1,38.95,64.77,2018
"1767","Alabama State","SWAC",8,22,54.3,68.9,73.7,-14.57,-9.92,-16.92,-8.44,34.85,60.62,2018
"1768","NJIT","A-Sun",4,26,57.5,73.5,72.1,-15.93,-7.33,-12.46,-13.56,38.95,69.74,2018
"1769","Longwood","Big South",7,23,54.9,67.2,74.3,-12.27,-13.2,-15.27,-11.08,32.64,63.81,2018
"1770","Chicago State","WAC",1,29,50.6,73.4,79.7,-22.73,-4.03,-17.62,-9.67,33.98,68.04,2018
"1771","Evansville","MVC",3,27,59.5,80.4,71.1,-20.97,-4.16,-8.64,-19.62,40.05,74.76,2018
"1772","Winthrop","Big South",3,27,50.8,72.6,71.3,-21.77,-8.38,-17.77,-14.06,29.7,69.34,2018
"1773","Savannah State","MEAC",5,25,55.6,75.3,77.1,-19.73,-8.67,-14.31,-18.37,NA,NA,2018
