seed1,team1,seed2,team2,score1,score2,winner,region,year,team1_win,std_MOV_game,std_seed_diff,std_PPG_diff,std_PPG_Allowed_diff,std_Pace_diff,std_MOV_diff,std_SOS_diff,std_OSRS_diff,std_DSRS_diff,std_Adj_ORtg_diff,std_Adj_DRtg_diff
6,Louisville,11,Middle Tennessee,69,71,Middle Tennessee,region2,2024,0,-1.1442806012022417,-0.25306328242001846,-0.12059550323375723,1.1726633581912471,1.0095635312937248,-0.8314213748949222,0.712443471985015,0.22611426520751945,-0.6236866047758143,-0.1458698258445205,0.2217262070841416
3,LSU,14,Rice,70,60,LSU,region2,2024,1,-0.53088193814552,1.1413670492821246,1.5340540657834045,0.06502814960064165,1.3632792210900722,1.3722989497800777,0.14033295532009063,1.3428967639662432,-0.11155952925829009,0.8865848741772993,-0.5464758337550107
7,Creighton,10,UNLV,87,73,Creighton,region2,2024,1,-0.22418260661715905,-0.7178733929873995,-0.8736096783553391,0.5671561108283827,-0.6705859952388972,-1.160022381589542,0.6415286005726122,-0.3874072908806652,-0.1910275237351472,-0.2778172644507334,0.4526761199988423
2,UCLA,15,California Baptist,84,55,UCLA,region2,2024,1,0.9259398866141942,1.6061771598495056,-0.6159995658137456,-1.485661142426205,-1.6211969115665699,0.3473550895636178,1.659252836247905,0.13948092609365503,2.3960971853447606,0.8831841669967269,-1.6053224683893597
1,Iowa,8,West Virginia,64,54,Iowa,region2,2024,1,-0.53088193814552,0.21174682814736254,1.3953409282610072,2.1030769334073574,0.677955072109657,-0.010373984206425414,0.01000292137297206,1.0444055319284742,-1.7211017665990809,0.7335530510515355,1.1690122905647793
5,Colorado,4,Kansas State,63,50,Colorado,region2,2024,1,-0.30085743949924926,-1.1826835035547805,0.028025715540239308,0.965904785921001,-0.07369076870757191,-0.561076502351149,-0.2803647277886225,-0.002282719729031956,-1.1887923432779104,-0.0873776623386721,1.0652805500183442
11,Middle Tennessee,3,LSU,56,83,LSU,region2,2024,0,0.7725902208500138,0.44415188343105305,-1.755428909747719,-1.1312178756772115,-2.6823439809555962,-0.9188055761211924,-1.606664485015181,-2.068094069689633,-0.1229120998978411,-1.2000890518220029,1.3422247252508044
7,Creighton,2,UCLA,63,67,UCLA,region2,2024,0,-0.9909309354380613,-0.25306328242001846,-0.7051722970781427,0.2717867218708878,-0.9358727625861546,-0.8150368371649965,-1.0987606762506754,-0.8229367138803648,-1.3048408431488763,-0.6369319427191923,1.7395368635701627
1,Iowa,5,Colorado,89,68,Iowa,region2,2024,1,0.3125412235574725,-0.485468337703709,1.2467197094870106,1.1431264192954993,1.009563531293728,0.43655979498210207,-0.5649825225113742,0.7128361158654115,-1.3275459844279784,0.3431518667218087,0.841180846385014
3,LSU,2,UCLA,78,69,LSU,region2,2024,1,-0.6075567710276102,-1.1826835035547805,0.5333378593718284,0.34562906911026153,1.2748502986409853,0.2772656781633803,-1.2012997470767168,0.04260910144815245,-1.3124092235752438,-0.512466059910238,0.85292406229593
1,Iowa,3,LSU,94,87,Iowa,region2,2024,1,-0.7609064367917906,-0.95027844827109,0.18655501556583504,1.2908111137742468,-0.4052992278916429,-0.6238838969825304,0.030127411908924085,0.0859257710050841,-1.0096740065205494,0.1588335375347782,0.9791636333382883
1,USC,16,Texas A&M-Corpus Christi,87,55,USC,region3,2024,1,1.1559643852604649,2.070987270416887,0.48379745311382955,0.7000723358592561,-0.5158353809529967,0.014202822388462863,1.7474172709768379,1.1294637194220865,1.0451412792381873,1.423216467271644,-1.0318620914062469
8,Kansas,9,Michigan,81,72,Kansas,region3,2024,1,-0.6075567710276102,-1.1826835035547805,-0.4971025907945481,0.020722741257017858,-0.2505486136057425,-0.4727820490287718,-0.29761429110515303,-0.32125092283007795,-0.5795377189553381,-0.2934605174813673,0.6082737308184927
5,Baylor,12,Vanderbilt,80,63,Baylor,region3,2024,1,0.0058418920291116155,0.21174682814736254,0.30545199058503253,-0.259878178252602,0.5895261496605733,0.4429315596548508,-0.24778221930184305,0.22926456844802356,-0.1266962901110247,-0.025484791652252346,-0.2920394890184752
4,Virginia Tech,13,Marshall,92,49,Virginia Tech,region3,2024,1,1.9993875469634574,0.6765569387147435,-1.3194733346773286,-1.47089267297833,-2.7265584421801368,-0.3062059154411943,0.7699420163734496,-0.5858763950324273,1.878924522876324,0.4247688390555496,-0.5993203053541378
6,Syracuse,11,Arizona,74,69,Syracuse,region3,2024,1,-0.9142561025559711,-0.25306328242001846,0.08747420304983736,0.0059542718091439555,0.19159599863968552,0.08065122540427248,-1.1505093662002666,-0.4228482023363371,-0.7712700230899777,-0.34719169093441365,1.0691949553219853
3,UConn,14,Jackson State,86,64,UConn,region3,2024,1,0.38921605643956275,1.1413670492821246,0.503613615617028,-0.023582667086605946,-0.20633415238119904,0.4747903830185951,1.4369251312792912,1.1271009919917083,1.0930743552718472,1.1885676718121394,-1.3322926984605392
7,Duke,10,Richmond,72,61,Duke,region3,2024,1,-0.4542071052634297,-0.7178733929873995,-0.8042531095941404,-0.43709981162709927,0.03684538435378509,-0.4673205364521299,0.8811058688577565,-0.4504133556907484,1.1876791106014393,-0.5485135560243067,-1.1913741075295354
2,Ohio State,15,Maine,80,57,Ohio State,region3,2024,1,0.46589088932165296,1.6061771598495056,1.1872712219774126,1.0545156026082496,1.8054238333355002,0.4447520638470647,1.3957178411342464,1.1562412969663718,0.5191388396056561,0.8240118620547646,-1.2275823565881967
1,USC,8,Kansas,73,55,USC,region3,2024,1,0.08251672491120184,0.21174682814736254,0.3450843155914322,-0.24510970880472704,0.19159599863968552,0.4720596267302742,-0.46531837890475397,0.10482759044810934,-0.17462936614468472,-0.06833370212746588,-0.13252747289518796
5,Baylor,4,Virginia Tech,75,72,Baylor,region3,2024,1,-1.0676057683201514,-1.1826835035547805,-0.3583894532721522,-0.17126736156535438,0.9653490700691846,-0.224283226791566,-0.5477329591948437,-0.3992209280325558,-0.4395226810675421,-0.9763225193403311,-0.22158019355297337
6,Syracuse,3,UConn,64,72,UConn,region3,2024,0,-0.6842316039097004,-0.7178733929873995,-0.8835177596069397,1.2760426443263708,-0.07369076870757191,-1.591481875144251,-1.0978023671775348,-1.1671073429054442,-1.6479407558108632,-1.2755847512307128,1.9352571287521125
7,Duke,2,Ohio State,75,63,Duke,region3,2024,1,-0.3775322723813395,-0.25306328242001846,-1.4185541471933263,-0.8801538950633415,-1.201159529933415,-0.7604217113985777,-0.544858031975422,-1.1907346172092252,0.12432166069682593,-1.0586196331101858,0.2608702601205321
1,USC,5,Baylor,74,70,USC,region3,2024,1,-0.9909309354380613,-0.485468337703709,-0.308849047014152,0.3308605996623876,-0.9137655319738844,-0.48370507418205566,-0.21615801988820385,-0.3377900148427247,-0.4622278223466441,-0.1111826126026794,0.764849942964052
3,UConn,7,Duke,53,45,UConn,region3,2024,1,-0.6842316039097004,-0.485468337703709,0.8206722156682208,-0.0826565448781047,0.3684538435378592,0.7988401292326802,-0.6521886481671664,0.4836515551187343,-0.7536104687617874,0.37035752416638934,0.42038227624382074
1,USC,3,UConn,73,80,UConn,region3,2024,0,-0.7609064367917906,-0.95027844827109,-0.7943450283425412,0.8034516219943787,-0.3610847666670995,-1.219188767836496,-0.4806513240750032,-0.805610046057592,-0.899932490338223,-0.8294119691395971,1.0731093606256235
1,Texas,16,Drexel,82,42,Texas,region4,2024,1,1.7693630483171867,2.070987270416887,1.9501934783505936,0.28655519131876384,1.584351527212783,1.6144260073445351,1.0516848838767794,1.9446046829025374,0.5468895678356698,1.605494372150331,-1.5877076445229836
8,Alabama,9,Florida State,82,74,Alabama,region4,2024,1,-0.6842316039097004,-1.1826835035547805,-0.8537935158521406,-1.3527449173953325,-1.2895884523824988,0.046971897848314195,-0.7786854458217225,-1.0103797566903623,0.6112208014597923,-0.4526136135321618,0.296099907853283
5,Utah,12,South Dakota State,68,54,Utah,region4,2024,1,-0.22418260661715905,0.21174682814736254,0.05774995929503974,0.2865551913187628,-0.007369076870755192,-0.127796504604226,0.8446901240784146,0.5285433762959185,-0.14057165422603168,0.523389347292153,0.07885041350131887
4,Gonzaga,13,UC-Irvine,75,56,Gonzaga,region4,2024,1,0.15919155779329205,0.6765569387147435,1.365616684506208,0.7000723358592551,0.08105984557832852,0.818865675347034,0.4719078946267301,1.2105840278650684,-0.23139221934243978,1.3953306683909494,0.10722985195270081
6,Tennessee,11,Green Bay,92,63,Tennessee,region4,2024,1,0.9259398866141942,-0.25306328242001846,-0.08096317822735899,1.733865197210488,1.4959226047636962,-1.1399968354751886,1.2078892627986928,0.45766155338457515,-0.6804494579735696,-0.24585061695335175,-0.11197684505108245
3,NC State,14,Chattanooga,64,45,NC State,region4,2024,1,0.15919155779329205,1.1413670492821246,0.5927863468814264,0.9363678470252522,1.562244296600513,-0.0376815470896349,1.6180455461028598,1.2074337246245646,0.2983944105032751,0.5478744389922753,-1.3322926984605392
7,Iowa State,10,Maryland,93,86,Iowa State,region4,2024,1,-0.7609064367917906,-0.7178733929873995,-0.5664591595557468,-0.5995529755537217,-1.0464089156475147,-0.16056558006407734,-0.7135204288481634,-0.6394315501209975,-0.18345914330877988,-0.32542716497874996,0.7002622554540089
2,Stanford,15,Norfolk State,79,50,Stanford,region4,2024,1,0.9259398866141942,1.6061771598495056,0.7215914031522231,1.0397471331603747,-0.1400124605443855,0.017843830772890708,2.0655758832595095,1.3594358559788902,0.6856432089857379,1.4878299037025222,-0.971188809199842
1,Texas,8,Alabama,65,54,Texas,region4,2024,1,-0.4542071052634297,0.21174682814736254,0.3748085593462312,-0.6438583838973454,-0.09579799931984205,0.7387634908896197,-0.28419796408118486,0.26076760085306516,0.1848687041077646,0.2465717827935498,-0.32139752879576877
5,Utah,4,Gonzaga,66,77,Gonzaga,region4,2024,0,-0.4542071052634297,-1.1826835035547805,-0.576367240807346,0.27178672187088887,0.1694887680274154,-0.6967040646710891,0.2534134259506787,-0.45907668960213466,-0.21373266501424945,-0.6852219846833227,0.11408006123406977
6,Tennessee,3,NC State,72,79,NC State,region4,2024,0,-0.7609064367917906,-0.7178733929873995,-0.03142277196936015,1.3498849915657445,0.39056107415012625,-0.8641904503547736,-0.5659408315845146,-0.3401527422731029,-1.4448558810366725,-0.441731350554329,1.443999263145419
7,Iowa State,2,Stanford,81,87,Stanford,region4,2024,0,-0.8375812696738808,-0.25306328242001846,-0.5268268345493471,1.3646534610136185,0.6116333802728403,-1.3284190193693335,-0.5659408315845146,-0.8032473186272139,-1.3464669354938967,-1.062700481726873,1.3539679411617218
1,Texas,4,Gonzaga,69,47,Texas,region4,2024,1,0.38921605643956275,-0.7178733929873995,-0.3088490470141534,-0.36325746438772455,0.5674189190483,-0.05588658901177461,0.1182918466378574,-0.21729091589344057,0.380385198455588,-0.5117859184741241,-0.6776084114269174
3,NC State,2,Stanford,77,67,NC State,region4,2024,1,-0.53088193814552,-1.1826835035547805,-0.7249884595813425,0.12410202739214145,0.5232044578237566,-0.739485913188117,-0.4701099242704569,-0.8103355009183482,-0.3928510017716099,-1.1517990098578734,0.2696776720537202
1,Texas,3,NC State,66,76,NC State,region4,2024,0,-0.53088193814552,-0.95027844827109,0.34508431559143077,-0.42233134217922436,-0.1842269217689289,0.577648869878684,-0.9415979882556205,-0.08261545236188807,-0.35374770290204544,0.029606664673022743,0.43995430276201597
1,South Carolina,3,NC State,78,59,South Carolina,final four,2024,1,0.15919155779329205,-0.95027844827109,0.8702126219262197,-0.5847845061058466,0.39056107415012625,1.1665819760599003,-0.7192702832870067,0.3600021529289461,0.047376459695424554,0.30234338055493976,-0.13546327687291662
1,Iowa,3,UConn,71,69,Iowa,final four,2024,1,-1.1442806012022417,-0.95027844827109,0.8008560531650211,2.191687750094605,1.0316707619059982,-0.6120506197331398,-0.46436006983161354,0.3710282142707104,-1.920402451160088,-0.06561313638300839,1.5007581400481842
1,South Carolina,1,Iowa,87,75,South Carolina,championship,2024,1,-0.3775322723813395,-1.415088558838471,-0.8736096783553391,-2.2388530842678183,-0.7148004564634437,0.5849308866475397,-0.7432280101155211,-0.9371352063486402,1.2873294528819428,-0.7178687736168182,-0.8292916169429289
1,South Carolina,16,Norfolk State,72,40,South Carolina,region1,2023,1,1.1559643852604649,2.070987270416887,1.5043298220286054,0.5376191719326338,-0.38319199727937275,1.0573517245270627,2.059826028820666,1.8430074033962782,1.345353702817426,1.660585828475607,-1.9341325138950345
8,South Florida,9,Marquette,67,65,South Florida,region1,2023,1,-1.1442806012022417,-1.1826835035547805,-0.8537935158521393,0.12410202739214145,-0.29476307483028275,-0.8641904503547736,-1.1591341478585315,-1.2222376496142668,-0.8128961154349982,-1.0198515712516585,1.4195342299976752
5,Oklahoma,12,Portland,85,63,Oklahoma,region1,2023,1,0.38921605643956275,0.21174682814736254,0.533337859371827,1.0102101942646249,1.9601744476213976,-0.13689902556529587,0.5658221837945067,0.7569403612324699,-0.4319543006411748,0.538352458886672,0.0034981114062672017
4,UCLA,13,Sacramento State,67,45,UCLA,region1,2023,1,0.38921605643956275,0.6765569387147435,1.7223076095637992,-0.8358484867197177,0.9874563006814578,2.091398105704593,1.3401359148920928,1.762674670763422,1.7918881479730997,1.8707495322349883,-2.327530246910754
6,Creighton,11,Mississippi State,66,81,Mississippi State,region1,2023,0,-0.14750777373506882,-0.25306328242001846,-0.5367349158009463,-0.42233134217922436,-1.090623376872055,-0.23975751242538468,-0.36757085344441515,-0.47876608485528566,-0.09768416514328324,-0.2873392445563365,0.3499229807783189
3,Notre Dame,14,Southern Utah,82,56,Notre Dame,region1,2023,1,0.6959153879679236,1.1413670492821246,0.9593853531906168,-1.8253359397273237,-0.02947630748302848,2.004013904478323,1.1896813904090222,1.3271452477637222,2.2674347180965153,1.0287344343252312,-3.0438664174766896
7,Arizona,10,West Virginia,75,62,Arizona,region1,2023,1,-0.30085743949924926,-0.7178733929873995,-0.6952642158265435,1.2022002970869972,-0.1400124605443855,-1.3766623804630036,-0.0647451863319927,-0.5378342706147385,-1.1799625661138151,-0.6403326498997646,1.0828953738847205
2,Maryland,15,Holy Cross,93,61,Maryland,region1,2023,1,1.1559643852604649,1.6061771598495056,1.1674550594742135,2.442751730708475,1.9159599863968542,-0.4354617130883856,1.9467455581900777,1.4413437402319982,-0.2641885345233651,0.9845252409777888,-0.6756512087750983
1,South Carolina,8,South Florida,76,45,South Carolina,region1,2023,1,1.0792895523783748,0.21174682814736254,1.7817560970733988,-0.510942158866473,0.2358104598642258,1.9594115517690807,0.6961522177416253,1.6847046655609443,0.8874666870222009,1.3286768076517277,-1.7325406407576274
5,Oklahoma,4,UCLA,73,82,UCLA,region1,2023,0,-0.6075567710276102,-1.1826835035547805,-0.3980217782785504,1.202200297086996,2.026496139458211,-1.1090482642075512,-0.7806020639680038,-0.5362591189944865,-1.7526366850422783,-1.1266337767216363,1.184669911779335
11,Mississippi State,3,Notre Dame,48,53,Notre Dame,region1,2023,0,-0.9142561025559711,0.44415188343105305,-0.6159995658137456,0.71484080530713,-0.22844138299347233,-1.0025487689630348,-1.0278458048382726,-0.8111230767284744,-1.4902661635948764,-0.4934220996990327,2.1035765568085893
7,Arizona,2,Maryland,64,77,Maryland,region1,2023,0,-0.30085743949924926,-0.25306328242001846,-1.111403628393734,-1.0869124673335877,-0.8253366095247976,-0.3562697807270782,-0.668479902410556,-0.9316221756777582,0.07134299771225434,-0.7681992398892923,0.2236834097359607
1,South Carolina,4,UCLA,59,43,South Carolina,region1,2023,1,-0.0708329408529786,-0.7178733929873995,0.48379745311382955,-0.6438583838973454,-0.05158353809530176,0.8507244987107782,-0.7307699921646936,0.12530456151138664,-0.029568741305976812,-0.04928974191625965,-0.09436202118470699
3,Notre Dame,2,Maryland,59,76,Maryland,region1,2023,0,0.0058418920291116155,-1.1826835035547805,-0.24940055950455534,-1.7810305313836998,-0.9358727625861546,0.8652885322484899,-0.9013490071837162,-0.4118221409945725,0.627618959050255,-0.43016894614038326,-0.5905128934209497
1,South Carolina,2,Maryland,86,75,South Carolina,region1,2023,1,-0.4542071052634297,-1.1826835035547805,0.4243489656042301,-2.4456116565380634,-1.4001246054438559,1.901155417618234,-0.7451446282618022,0.18043486822020932,1.3201257680628682,0.39892346448319865,-1.0680703404649072
1,Indiana,16,Tennessee Tech,77,47,Indiana,region2,2023,1,1.0026147194962844,2.070987270416887,0.6324186718878246,-0.34848899493985064,0.6779550721096539,0.7951991208482524,1.4589662399615242,0.9829746187386432,1.7565690393167186,1.3518016164796212,-1.6082582723670877
8,Oklahoma State,9,Miami (FL),61,62,Miami (FL),region2,2023,0,-1.220955434084332,-1.1826835035547805,-0.08096317822735759,0.9068309081295033,0.10316707619059866,-0.648460703577419,-0.2698233279840762,-0.1763369737668867,-1.0185037836846447,-0.3131846191286884,0.9165331484800643
5,Washington State,12,Florida Gulf Coast,63,74,Florida Gulf Coast,region2,2023,0,-0.4542071052634297,0.21174682814736254,-0.8934258408585403,1.0249786637124998,-0.4274064585039162,-1.4476620439593484,1.054559811096201,-0.14640909298209723,-0.033352931519160856,-0.3390299937010393,-0.056196569474226035
4,Villanova,13,Cleveland State,76,59,Villanova,region2,2023,1,0.0058418920291116155,0.6765569387147435,-1.2600248471677307,-0.24510970880472704,-1.3338029136070422,-1.0107410378279973,0.9798117033912357,-0.483491539716042,0.6150049916729758,-0.15335138164177906,-0.18635054582022387
6,Michigan,11,UNLV,71,59,Michigan,region2,2023,1,-0.3775322723813395,-0.25306328242001846,-1.2104844409097317,0.7886831525465038,0.1473815374151421,-1.6042254044897484,0.7239431808627019,-0.8631030801967929,0.06377461728588703,-0.9076282342927657,0.1904109646550303
3,LSU,14,Hawaii,73,50,LSU,region2,2023,1,0.46589088932165296,1.1413670492821246,2.296976322156587,1.0545156026082496,1.4738153741514293,1.45604214262192,0.6530283094502992,1.9264904392696383,-0.2540973606215419,1.2293761579790103,-0.8938793044529726
7,NC State,10,Princeton,63,64,Princeton,region2,2023,0,-1.220955434084332,-0.7178733929873995,0.09738228430143797,0.6853038664113812,0.8990273782323678,-0.32987246993997577,0.7086102356924526,0.30565942203024954,-0.061103659749174345,-0.1696747761085278,-0.47112353165996046
2,Utah,15,Gardner-Webb,103,77,Utah,region2,2023,1,0.6959153879679236,1.6061771598495056,1.1773631407258134,-2.1502422675805692,-0.31687030544255607,2.4072555830537152,1.8135405970235379,1.418504041738343,3.1327528801778497,2.0122189509468056,-2.747350215726035
1,Indiana,9,Miami (FL),68,70,Miami (FL),region2,2023,0,-1.1442806012022417,0.44415188343105305,0.9593853531906181,0.6114615191720085,0.1252743068028688,0.4984569375173766,-0.27844810964234135,0.48207640349848224,-0.49628553426529715,0.46965817383910763,0.421360877569731
12,Florida Gulf Coast,4,Villanova,57,76,Villanova,region2,2023,0,0.15919155779329205,0.44415188343105305,0.6819590781458249,-0.6586268533452204,0.47898999659921626,1.0273134053555326,-1.998612895929677,-0.4519885073110004,-0.9276832185682364,-0.4288086632681545,0.9811208359901074
6,Michigan,3,LSU,42,66,LSU,region2,2023,0,0.5425657222037432,-0.7178733929873995,-1.8941420472701163,0.16840743573576528,-0.38319199727937275,-1.8427114536697775,-0.40686152544317883,-1.8081940523480402,-0.24022199650653506,-1.2653826296889958,1.1729266958684188
10,Princeton,2,Utah,56,63,Utah,region2,2023,0,-0.7609064367917906,0.44415188343105305,-1.131219790896934,-0.8358484867197167,-1.64330414217884,-0.5255766706029766,-1.6775793564275838,-1.3821155390698527,-0.4988083277407529,-1.219813153469324,0.8852179060509515
9,Miami (FL),4,Villanova,70,65,Miami (FL),region2,2023,1,-0.9142561025559711,-0.25306328242001846,-0.14041166573695704,0.13887049684001534,0.8105984557832873,-0.2069884369655334,-0.6838128475808055,-0.46852759932364724,-0.48367156688801827,-0.6416929327719944,0.3890670338147094
3,LSU,2,Utah,66,63,LSU,region2,2023,1,-1.0676057683201514,-1.1826835035547805,0.5234297781202278,0.21271284407938906,-0.31687030544255607,0.3500858458519387,-0.9751388058155408,0.1347554712328989,-0.7901909741558961,-0.5281093129408718,0.12875908112271517
9,Miami (FL),3,LSU,42,54,LSU,region2,2023,0,-0.3775322723813395,-0.02065822713632797,-2.231016809824509,-0.4075628727313494,-0.5821570727898134,-1.7899168320955727,-0.6253559941192305,-2.020839521082071,-0.11408232273374583,-1.4476605345676827,1.0574517394110678
1,Virginia Tech,16,Chattanooga,58,33,Virginia Tech,region3,2023,1,0.6192405550858334,2.070987270416887,0.771131809410222,1.0840525415039997,0.8327056863955574,0.03240786431060257,1.2059726446524122,1.1310388710423385,-0.02452315435506546,0.8695813382744365,-0.5122247873481701
8,USC,9,South Dakota State,57,62,South Dakota State,region3,2023,0,-0.9142561025559711,-1.1826835035547805,-0.18995207199495448,0.3603975385581365,-1.0464089156475116,-0.39632087295578544,1.0670178290470285,0.5064912536123893,0.0852183618272612,0.41252629320548895,-0.33803375133623464
5,Iowa State,12,Toledo,73,80,Toledo,region3,2023,0,-0.7609064367917906,0.21174682814736254,-0.05123893447255856,1.3498849915657434,0.4347755353746728,-0.8869467527574479,1.0478516475842168,0.29778366392898903,-0.26166574104790924,0.27989871316316023,0.24325543625415597
4,Tennessee,13,Saint Louis,95,50,Tennessee,region3,2023,1,2.152737212727638,0.6765569387147435,0.09738228430143797,-0.023582667086605946,-0.2947630748302859,0.10613828409526797,0.8293571789081652,0.3607897287390723,1.0085607738440785,0.4744191638919097,-0.8870290951716037
6,UNC,11,St. John's (NY),61,59,UNC,region3,2023,1,-1.1442806012022417,-0.25306328242001846,0.4144408843526302,0.6557669275156313,1.4738153741514262,-0.027668774032458245,0.21124782673249315,0.2780942686758379,-0.2528359638838142,-0.15267124020566517,-0.3810922096762634
3,Ohio State,14,James Madison,80,66,Ohio State,region3,2023,1,-0.22418260661715905,1.1413670492821246,0.3748085593462312,-0.34848899493985064,1.1643141455796284,0.5621745842448653,0.8993137412474276,0.6317158074224296,1.118302290026405,0.8457763880104293,-1.0122900648880517
7,Baylor,10,Alabama,78,74,Baylor,region3,2023,1,-0.9909309354380613,-0.7178733929873995,-0.15031974698855624,-0.2451097088047281,0.6779550721096539,0.006920805619607172,-0.30240583647085595,-0.1322327283998286,-0.2238238389160726,-0.43765050193764277,-0.162864113998389
