"","seed1","team1","seed2","team2","score1","score2","winner","region","year","Conf_team1","W_team1","L_team1","PPG_team1","PPG_Allowed_team1","Pace_team1","MOV_team1","SOS_team1","OSRS_team1","DSRS_team1","Adj_ORtg_team1","Adj_DRtg_team1","Conf_team2","W_team2","L_team2","PPG_team2","PPG_Allowed_team2","Pace_team2","MOV_team2","SOS_team2","OSRS_team2","DSRS_team2","Adj_ORtg_team2","Adj_DRtg_team2"
"99",3,"UConn",14,"Jackson State",86,64,"UConn","region3",2024,"Big East",33,6,79.7,57.2,71.4,22.46,16.62,22.09,15.56,119.67,68.24,"SWAC",26,7,71.4,57.5,71.7,13.88,-4.55,1.85,2.91,94.54,87.37
"100",7,"Duke",10,"Richmond",72,61,"Duke","region3",2024,"ACC",22,12,68.2,57.9,69.1,10.32,17.25,10.02,17.55,106.7,69.54,"A-10",29,6,73.1,61,68.3,12.09,1.88,9.81,4.15,107.26,87.32
"101",2,"Ohio State",15,"Maine",80,57,"Ohio State","region3",2024,"Big Ten",26,6,79.3,64,73.9,15.31,16.76,19.21,12.58,114.76,72.48,"AmEast",24,10,64.1,57,65.1,7.06,-3.98,-1.4,4.48,95.13,90.63
"102",1,"USC",8,"Kansas",73,55,"USC","region3",2024,"Pac-12",29,6,74.9,62.5,70.4,12.43,17.78,17.79,12.41,114.99,73.59,"Big 12",20,13,68.2,64.3,68.9,3.88,16.46,10.53,9.81,108.48,80.56
"103",5,"Baylor",4,"Virginia Tech",75,72,"Baylor","region3",2024,"Big 12",26,8,74.8,60.4,73.9,14.38,13.86,16.15,12.09,109.11,71.39,"ACC",25,8,75.2,61.7,68.9,13.48,13.4,15.29,11.59,115.94,79.25
"104",6,"Syracuse",3,"UConn",64,72,"UConn","region3",2024,"ACC",24,8,74,65.7,71.7,8.34,11.34,13.2,6.48,108.43,82.4,"Big East",33,6,79.7,57.2,71.4,22.46,16.62,22.09,15.56,119.67,68.24
"105",7,"Duke",2,"Ohio State",75,63,"Duke","region3",2024,"ACC",22,12,68.2,57.9,69.1,10.32,17.25,10.02,17.55,106.7,69.54,"Big Ten",26,6,79.3,64,73.9,15.31,16.76,19.21,12.58,114.76,72.48
"106",1,"USC",5,"Baylor",74,70,"USC","region3",2024,"Pac-12",29,6,74.9,62.5,70.4,12.43,17.78,17.79,12.41,114.99,73.59,"Big 12",26,8,74.8,60.4,73.9,14.38,13.86,16.15,12.09,109.11,71.39
"107",3,"UConn",7,"Duke",53,45,"UConn","region3",2024,"Big East",33,6,79.7,57.2,71.4,22.46,16.62,22.09,15.56,119.67,68.24,"ACC",22,12,68.2,57.9,69.1,10.32,17.25,10.02,17.55,106.7,69.54
"108",1,"USC",3,"UConn",73,80,"UConn","region3",2024,"Pac-12",29,6,74.9,62.5,70.4,12.43,17.78,17.79,12.41,114.99,73.59,"Big East",33,6,79.7,57.2,71.4,22.46,16.62,22.09,15.56,119.67,68.24
"109",1,"Texas",16,"Drexel",82,42,"Texas","region4",2024,"Big 12",33,5,80.1,57.7,71.5,22.42,14.05,21.14,15.33,119.18,69.77,"CAA",19,15,57.2,55.9,63.7,1.32,-3.1,-9.48,7.01,88.05,91.58
"110",8,"Alabama",9,"Florida State",82,74,"Alabama","region4",2024,"SEC",24,10,73.1,62.2,71.3,10.94,10.84,11.9,9.88,108.04,78.66,"ACC",23,11,78.5,71.5,76.5,7.06,12.79,18.8,1.05,107.17,81.23
"111",5,"Utah",12,"South Dakota State",68,54,"Utah","region4",2024,"Pac-12",23,11,77.4,62,69.7,15.38,15.46,18.07,10.62,116.62,77.85,"Summit",27,6,73.6,60.2,69.1,13.42,0.47,5.43,7.75,101.41,82.65
"112",4,"Gonzaga",13,"UC-Irvine",75,56,"Gonzaga","region4",2024,"WCC",32,4,80,60.3,68.3,19.67,6.64,17.97,8.33,119.18,82.29,"Big West",23,9,63,55.7,67.3,7.31,-4.46,-3.33,6.18,91.15,86.8
"113",6,"Tennessee",11,"Green Bay",92,63,"Tennessee","region4",2024,"SEC",20,13,76.3,69.7,74.1,6.58,17.97,17.87,6.68,112.24,80.03,"Horizon",27,7,73.9,58.1,66.7,15.74,-0.81,6.13,8.09,108.34,86.77
"114",3,"NC State",14,"Chattanooga",64,45,"NC State","region4",2024,"ACC",31,7,73.4,60.7,71.7,12.71,17.7,16.26,14.15,111.22,70.87,"Southern",28,5,64.2,54.5,64,9.76,-5.36,-5,7.8,95.65,90.09
"115",7,"Iowa State",10,"Maryland",93,86,"Iowa State","region4",2024,"Big 12",21,12,75.4,69.1,72.1,6.24,16.7,16.35,6.59,112.53,81.96,"Big Ten",19,14,77.9,73.3,76.2,4.64,17.97,18.54,4.06,109.8,80.4
"116",2,"Stanford",15,"Norfolk State",79,50,"Stanford","region4",2024,"Pac-12",30,6,77.5,60,68.7,17.47,16.43,20.62,13.28,120.63,73.72,"MEAC",27,6,67,53.1,68.7,13.91,-11.3,-2.57,3.86,91.24,89.25
"117",1,"Texas",8,"Alabama",65,54,"Texas","region4",2024,"Big 12",33,5,80.1,57.7,71.5,22.42,14.05,21.14,15.33,119.18,69.77,"SEC",24,10,73.1,62.2,71.3,10.94,10.84,11.9,9.88,108.04,78.66
"118",5,"Utah",4,"Gonzaga",66,77,"Gonzaga","region4",2024,"Pac-12",23,11,77.4,62,69.7,15.38,15.46,18.07,10.62,116.62,77.85,"WCC",32,4,80,60.3,68.3,19.67,6.64,17.97,8.33,119.18,82.29
"119",6,"Tennessee",3,"NC State",72,79,"NC State","region4",2024,"SEC",20,13,76.3,69.7,74.1,6.58,17.97,17.87,6.68,112.24,80.03,"ACC",31,7,73.4,60.7,71.7,12.71,17.7,16.26,14.15,111.22,70.87
"120",7,"Iowa State",2,"Stanford",81,87,"Stanford","region4",2024,"Big 12",21,12,75.4,69.1,72.1,6.24,16.7,16.35,6.59,112.53,81.96,"Pac-12",30,6,77.5,60,68.7,17.47,16.43,20.62,13.28,120.63,73.72
"121",1,"Texas",4,"Gonzaga",69,47,"Texas","region4",2024,"Big 12",33,5,80.1,57.7,71.5,22.42,14.05,21.14,15.33,119.18,69.77,"WCC",32,4,80,60.3,68.3,19.67,6.64,17.97,8.33,119.18,82.29
"122",3,"NC State",2,"Stanford",77,67,"NC State","region4",2024,"ACC",31,7,73.4,60.7,71.7,12.71,17.7,16.26,14.15,111.22,70.87,"Pac-12",30,6,77.5,60,68.7,17.47,16.43,20.62,13.28,120.63,73.72
"123",1,"Texas",3,"NC State",66,76,"NC State","region4",2024,"Big 12",33,5,80.1,57.7,71.5,22.42,14.05,21.14,15.33,119.18,69.77,"ACC",31,7,73.4,60.7,71.7,12.71,17.7,16.26,14.15,111.22,70.87
"124",1,"South Carolina",3,"NC State",78,59,"South Carolina","final four",2024,"SEC",38,0,85.4,56.6,74.1,28.89,16.37,26.76,18.51,123.18,63.89,"ACC",31,7,73.4,60.7,71.7,12.71,17.7,16.26,14.15,111.22,70.87
"125",1,"Iowa",3,"UConn",71,69,"Iowa","final four",2024,"Big Ten",34,5,91,71.9,76.7,19.1,17.95,32.73,4.32,126.22,77.96,"Big East",33,6,79.7,57.2,71.4,22.46,16.62,22.09,15.56,119.67,68.24
"126",1,"South Carolina",1,"Iowa",87,75,"South Carolina","championship",2024,"SEC",38,0,85.4,56.6,74.1,28.89,16.37,26.76,18.51,123.18,63.89,"Big Ten",34,5,91,71.9,76.7,19.1,17.95,32.73,4.32,126.22,77.96
"127",1,"South Carolina",16,"Norfolk State",72,40,"South Carolina","region1",2023,"SEC",36,1,80.3,51.8,69.6,28.57,15.7,22.28,21.99,123.18,62.37,"MEAC",26,7,61.6,50.7,70.7,10.94,-11.7,-9.75,6.03,79.38,84.39
"128",8,"South Florida",9,"Marquette",67,65,"South Florida","region1",2023,"AAC",27,7,70.1,60,67.9,10.18,8.68,10.63,8.23,108.87,83.11,"Big East",21,11,65,58.2,68.6,6.78,12.32,6.77,12.33,100.59,74.7
"129",5,"Oklahoma",12,"Portland",85,63,"Oklahoma","region1",2023,"Big 12",26,7,84.2,75.4,79,8.73,13.19,24.92,-2.99,114.27,85.89,"WCC",23,9,69.3,62.8,69.5,6.56,6.18,5.66,4.58,101.83,87.6
"130",4,"UCLA",13,"Sacramento State",67,45,"UCLA","region1",2023,"Pac-12",27,10,69.7,61.7,69.2,8.05,16.87,12.61,12.32,109.99,75.79,"Big Sky",25,8,68.5,59.9,64.1,8.64,-1.78,2.67,4.18,104.15,93.47
"131",6,"Creighton",11,"Mississippi State",66,81,"Mississippi State","region1",2023,"Big East",22,9,71,61.8,67,9.13,13.96,12.31,10.78,114.37,81.94,"SEC",22,11,71.1,59,71.3,12.03,10.58,10.76,11.85,105.04,75.42
"132",3,"Notre Dame",14,"Southern Utah",82,56,"Notre Dame","region1",2023,"ACC",27,6,73.9,58.9,71.7,14.97,14.68,14.76,14.89,110.61,71.34,"WAC",23,10,68.7,66.4,71.2,2.24,1.83,1.86,-0.07,92.61,90.77
"133",7,"Arizona",10,"West Virginia",75,62,"Arizona","region1",2023,"Pac-12",22,10,74.1,65.1,72.2,8.97,14.9,14.76,9.11,109.07,77.66,"Big 12",19,12,66,61.5,72.2,4.52,10.79,4.78,10.53,97.88,77.64
"134",2,"Maryland",15,"Holy Cross",93,61,"Maryland","region1",2023,"Big Ten",28,7,79.1,68.7,75.3,10.4,18.11,20.39,8.12,114.91,77.25,"Patriot",24,9,61.8,55.9,66,5.85,-9.05,-6.38,2.86,87.86,92.42
"135",1,"South Carolina",8,"South Florida",76,45,"South Carolina","region1",2023,"SEC",36,1,80.3,51.8,69.6,28.57,15.7,22.28,21.99,123.18,62.37,"AAC",27,7,70.1,60,67.9,10.18,8.68,10.63,8.23,108.87,83.11
"136",5,"Oklahoma",4,"UCLA",73,82,"UCLA","region1",2023,"Big 12",26,7,84.2,75.4,79,8.73,13.19,24.92,-2.99,114.27,85.89,"Pac-12",27,10,69.7,61.7,69.2,8.05,16.87,12.61,12.32,109.99,75.79
"137",11,"Mississippi State",3,"Notre Dame",48,53,"Notre Dame","region1",2023,"SEC",22,11,71.1,59,71.3,12.03,10.58,10.76,11.85,105.04,75.42,"ACC",27,6,73.9,58.9,71.7,14.97,14.68,14.76,14.89,110.61,71.34
"138",7,"Arizona",2,"Maryland",64,77,"Maryland","region1",2023,"Pac-12",22,10,74.1,65.1,72.2,8.97,14.9,14.76,9.11,109.07,77.66,"Big Ten",28,7,79.1,68.7,75.3,10.4,18.11,20.39,8.12,114.91,77.25
"139",1,"South Carolina",4,"UCLA",59,43,"South Carolina","region1",2023,"SEC",36,1,80.3,51.8,69.6,28.57,15.7,22.28,21.99,123.18,62.37,"Pac-12",27,10,69.7,61.7,69.2,8.05,16.87,12.61,12.32,109.99,75.79
"140",3,"Notre Dame",2,"Maryland",59,76,"Maryland","region1",2023,"ACC",27,6,73.9,58.9,71.7,14.97,14.68,14.76,14.89,110.61,71.34,"Big Ten",28,7,79.1,68.7,75.3,10.4,18.11,20.39,8.12,114.91,77.25
"141",1,"South Carolina",2,"Maryland",86,75,"South Carolina","region1",2023,"SEC",36,1,80.3,51.8,69.6,28.57,15.7,22.28,21.99,123.18,62.37,"Big Ten",28,7,79.1,68.7,75.3,10.4,18.11,20.39,8.12,114.91,77.25
"142",1,"Indiana",16,"Tennessee Tech",77,47,"Indiana","region2",2023,"Big Ten",28,4,80.9,62.1,72.1,18.84,14.66,20.97,12.54,119.38,74.36,"OVC",23,10,68.7,63.1,68.4,5.67,-8.23,-0.14,-3.68,95.22,100.7
"143",8,"Oklahoma State",9,"Miami (FL)",61,62,"Miami (FL)","region2",2023,"Big 12",21,12,75.3,68.2,72,7.09,13.55,15.43,5.2,111.08,84.15,"ACC",22,13,69.6,63.6,70.9,6,14.25,11.02,9.24,106.16,79.51
"144",5,"Washington State",12,"Florida Gulf Coast",63,74,"Florida Gulf Coast","region2",2023,"Pac-12",23,11,67,61.3,68.1,5.74,15.73,8.77,12.7,106.56,77.5,"A-Sun",33,4,77.4,56.6,69.4,20.81,-1.47,11.97,5.42,109.89,84.94
"145",4,"Villanova",13,"Cleveland State",76,59,"Villanova","region2",2023,"Big East",30,7,70.8,58.7,66.6,12.11,12.51,11.85,12.77,113.38,78.42,"Horizon",30,5,74.1,58,72,16.09,-5.62,6.8,3.67,97.22,83.45
"146",6,"Michigan",11,"UNLV",71,59,"Michigan","region2",2023,"Big Ten",23,10,73.5,63.4,71.8,10.12,13.78,13.07,10.83,110.29,78.56,"MWC",31,3,76.6,62.6,70.5,13.97,0.88,12.17,3.01,108.22,86.96
"147",3,"LSU",14,"Hawaii",73,50,"LSU","region2",2023,"SEC",34,2,82.3,57.9,72.9,24.36,10.78,22.24,12.91,118.01,71.59,"Big West",18,15,60.3,60,65.6,0.27,1.15,-2.75,4.17,91.49,90.19
"148",7,"NC State",10,"Princeton",63,64,"Princeton","region2",2023,"ACC",20,12,70.8,62.6,71.6,8.25,16.68,14.35,10.58,109.81,76.21,"Ivy",24,6,65.2,53.2,66.9,12.03,4.35,1.92,14.47,100.23,76.62
"149",2,"Utah",15,"Gardner-Webb",103,77,"Utah","region2",2023,"Pac-12",27,5,82.8,66,73.7,16.84,13.38,24.68,5.55,120.44,80.63,"Big South",29,5,77,66.9,74.5,10.09,-11.3,7.9,-9.11,96.94,98.97
"150",1,"Indiana",9,"Miami (FL)",68,70,"Miami (FL)","region2",2023,"Big Ten",28,4,80.9,62.1,72.1,18.84,14.66,20.97,12.54,119.38,74.36,"ACC",22,13,69.6,63.6,70.9,6,14.25,11.02,9.24,106.16,79.51
"151",12,"Florida Gulf Coast",4,"Villanova",57,76,"Villanova","region2",2023,"A-Sun",33,4,77.4,56.6,69.4,20.81,-1.47,11.97,5.42,109.89,84.94,"Big East",30,7,70.8,58.7,66.6,12.11,12.51,11.85,12.77,113.38,78.42
"152",6,"Michigan",3,"LSU",42,66,"LSU","region2",2023,"Big Ten",23,10,73.5,63.4,71.8,10.12,13.78,13.07,10.83,110.29,78.56,"SEC",34,2,82.3,57.9,72.9,24.36,10.78,22.24,12.91,118.01,71.59
"153",10,"Princeton",2,"Utah",56,63,"Utah","region2",2023,"Ivy",24,6,65.2,53.2,66.9,12.03,4.35,1.92,14.47,100.23,76.62,"Pac-12",27,5,82.8,66,73.7,16.84,13.38,24.68,5.55,120.44,80.63
"154",9,"Miami (FL)",4,"Villanova",70,65,"Miami (FL)","region2",2023,"ACC",22,13,69.6,63.6,70.9,6,14.25,11.02,9.24,106.16,79.51,"Big East",30,7,70.8,58.7,66.6,12.11,12.51,11.85,12.77,113.38,78.42
"155",3,"LSU",2,"Utah",66,63,"LSU","region2",2023,"SEC",34,2,82.3,57.9,72.9,24.36,10.78,22.24,12.91,118.01,71.59,"Pac-12",27,5,82.8,66,73.7,16.84,13.38,24.68,5.55,120.44,80.63
"156",9,"Miami (FL)",3,"LSU",42,54,"LSU","region2",2023,"ACC",22,13,69.6,63.6,70.9,6,14.25,11.02,9.24,106.16,79.51,"SEC",34,2,82.3,57.9,72.9,24.36,10.78,22.24,12.91,118.01,71.59
"157",1,"Virginia Tech",16,"Chattanooga",58,33,"Virginia Tech","region3",2023,"ACC",31,5,72.4,57.8,68.5,14.67,14.45,14.77,14.34,116.45,76.14,"Southern",20,13,58.8,54.8,64.1,4,-4.8,-8.53,6.67,86.87,89.54
"158",8,"USC",9,"South Dakota State",57,62,"South Dakota State","region3",2023,"Pac-12",21,10,64.2,55.1,67.4,9.16,13.05,5.44,16.77,100.21,69.87,"Summit",29,6,78.3,60.6,71.5,17.77,1.63,12.03,7.38,108.16,81.55
"159",5,"Iowa State",12,"Toledo",73,80,"Toledo","region3",2023,"Big 12",22,10,75.4,64.6,72.2,10.81,16.49,16.26,11.05,113.09,76.51,"MAC",29,5,73,63.7,69.6,9.32,1.19,6.86,3.65,102.7,88.28
"160",4,"Tennessee",13,"Saint Louis",95,50,"Tennessee","region3",2023,"SEC",25,12,77.1,65.9,73.3,11.14,17.52,19.37,9.28,114.25,76,"A-10",17,18,69.1,70.4,74,-1.34,3.63,5.53,-3.24,93.35,90.96
"161",6,"UNC",11,"St. John's (NY)",61,59,"UNC","region3",2023,"ACC",22,11,68.9,59.8,72.2,9.12,15.29,11.82,12.6,105.62,72.94,"Big East",23,9,65.3,59.6,64.9,5.72,9.31,5.19,9.84,107.24,86.44
"162",3,"Ohio State",14,"James Madison",80,66,"Ohio State","region3",2023,"Big Ten",28,8,80.1,68.4,76.2,11.61,15.3,20.08,6.84,112.51,77.7,"Sun Belt",26,8,69.6,60.8,70.3,8.76,-4.31,1.83,1.64,94.48,89.95
"163",7,"Baylor",10,"Alabama",78,74,"Baylor","region3",2023,"Big 12",20,13,71.8,63.5,72.6,8.24,14.78,12.58,10.45,105.91,75.06,"SEC",20,11,70,60.4,68.9,9.65,11.72,11.57,9.8,109.17,80.07
"164",2,"UConn",15,"Vermont",95,52,"UConn","region3",2023,"Big East",31,6,75.9,58.8,71.5,17.08,16.96,19.24,14.81,116.26,70.01,"AmEast",25,7,61.3,54.1,63.5,7.16,-10.15,-7.74,4.27,88.92,92.9
"165",1,"Virginia Tech",9,"South Dakota State",72,60,"Virginia Tech","region3",2023,"ACC",31,5,72.4,57.8,68.5,14.67,14.45,14.77,14.34,116.45,76.14,"Summit",29,6,78.3,60.6,71.5,17.77,1.63,12.03,7.38,108.16,81.55
"166",12,"Toledo",4,"Tennessee",47,94,"Tennessee","region3",2023,"MAC",29,5,73,63.7,69.6,9.32,1.19,6.86,3.65,102.7,88.28,"SEC",25,12,77.1,65.9,73.3,11.14,17.52,19.37,9.28,114.25,76
"167",6,"UNC",3,"Ohio State",69,71,"Ohio State","region3",2023,"ACC",22,11,68.9,59.8,72.2,9.12,15.29,11.82,12.6,105.62,72.94,"Big Ten",28,8,80.1,68.4,76.2,11.61,15.3,20.08,6.84,112.51,77.7
"168",7,"Baylor",2,"UConn",58,77,"UConn","region3",2023,"Big 12",20,13,71.8,63.5,72.6,8.24,14.78,12.58,10.45,105.91,75.06,"Big East",31,6,75.9,58.8,71.5,17.08,16.96,19.24,14.81,116.26,70.01
"169",1,"Virginia Tech",4,"Tennessee",73,64,"Virginia Tech","region3",2023,"ACC",31,5,72.4,57.8,68.5,14.67,14.45,14.77,14.34,116.45,76.14,"SEC",25,12,77.1,65.9,73.3,11.14,17.52,19.37,9.28,114.25,76
"170",3,"Ohio State",2,"UConn",73,61,"Ohio State","region3",2023,"Big Ten",28,8,80.1,68.4,76.2,11.61,15.3,20.08,6.84,112.51,77.7,"Big East",31,6,75.9,58.8,71.5,17.08,16.96,19.24,14.81,116.26,70.01
"171",1,"Virginia Tech",3,"Ohio State",84,74,"Virginia Tech","region3",2023,"ACC",31,5,72.4,57.8,68.5,14.67,14.45,14.77,14.34,116.45,76.14,"Big Ten",28,8,80.1,68.4,76.2,11.61,15.3,20.08,6.84,112.51,77.7
"172",1,"Stanford",16,"Sacred Heart",92,49,"Stanford","region4",2023,"Pac-12",29,6,76.1,58.2,68.6,17.91,15.99,18.53,15.38,119.1,72.27,"NEC",19,14,62.3,59.3,71.1,3,-12.95,-8.04,-2.98,78.96,94.63
"173",8,"Ole Miss",9,"Gonzaga",71,48,"Ole Miss","region4",2023,"SEC",25,9,68.6,56.7,69.5,11.91,11.96,8.91,14.96,104.68,71.95,"WCC",28,5,71.6,59.9,67,11.73,5.43,9.36,7.8,109.26,85.43
"174",5,"Louisville",12,"Drake",83,81,"Louisville","region4",2023,"ACC",26,12,73.3,64.2,71.3,9.05,15.9,14.81,10.15,112.01,78.27,"MVC",22,10,79.2,66,74.8,13.13,2.95,14.63,1.44,104.17,83.15
"175",4,"Texas",13,"East Carolina",79,40,"Texas","region4",2023,"Big 12",26,10,72.9,57.4,71.2,15.42,14.18,14.09,15.5,110.86,71.36,"AAC",23,10,62.6,56.7,71.5,5.94,2.01,-0.26,8.21,88.31,78.63
"176",6,"Colorado",11,"Middle Tennessee",82,60,"Colorado","region4",2023,"Pac-12",25,9,69.2,59.3,68.9,9.88,14.51,11.06,13.34,108.07,74.15,"CUSA",28,5,73.5,57.4,68.2,16.03,2.75,8.49,10.29,106.75,80.22
"177",3,"Duke",14,"Iona",89,49,"Duke","region4",2023,"ACC",26,7,63.6,51,68.1,12.58,15.24,6.1,21.72,103.02,65.01,"MAAC",26,7,63,55.5,68,7.52,-10.45,-5.21,2.28,88.79,92.94
"178",7,"Florida State",10,"Georgia",54,66,"Georgia","region4",2023,"ACC",23,10,79.3,66.9,77.1,12.36,12.7,21.21,3.85,110.08,78.35,"SEC",22,12,67.1,58.7,70.3,8.32,13.91,7.53,14.7,103.22,73
"179",2,"Iowa",15,"Southeastern Louisiana",95,43,"Iowa","region4",2023,"Big Ten",31,7,87.3,71.8,76.2,15.5,17.75,29.01,4.23,123.97,80.56,"Southland",21,10,62.1,55.8,67.7,6.26,-6.82,-7.98,4.34,85.15,89.86
"180",1,"Stanford",8,"Ole Miss",49,54,"Ole Miss","region4",2023,"Pac-12",29,6,76.1,58.2,68.6,17.91,15.99,18.53,15.38,119.1,72.27,"SEC",25,9,68.6,56.7,69.5,11.91,11.96,8.91,14.96,104.68,71.95
"181",5,"Louisville",4,"Texas",73,51,"Louisville","region4",2023,"ACC",26,12,73.3,64.2,71.3,9.05,15.9,14.81,10.15,112.01,78.27,"Big 12",26,10,72.9,57.4,71.2,15.42,14.18,14.09,15.5,110.86,71.36
"182",6,"Colorado",3,"Duke",61,53,"Colorado","region4",2023,"Pac-12",25,9,69.2,59.3,68.9,9.88,14.51,11.06,13.34,108.07,74.15,"ACC",26,7,63.6,51,68.1,12.58,15.24,6.1,21.72,103.02,65.01
"183",10,"Georgia",2,"Iowa",66,74,"Iowa","region4",2023,"SEC",22,12,67.1,58.7,70.3,8.32,13.91,7.53,14.7,103.22,73,"Big Ten",31,7,87.3,71.8,76.2,15.5,17.75,29.01,4.23,123.97,80.56
"184",8,"Ole Miss",5,"Louisville",62,72,"Louisville","region4",2023,"SEC",25,9,68.6,56.7,69.5,11.91,11.96,8.91,14.96,104.68,71.95,"ACC",26,12,73.3,64.2,71.3,9.05,15.9,14.81,10.15,112.01,78.27
"185",6,"Colorado",2,"Iowa",77,87,"Iowa","region4",2023,"Pac-12",25,9,69.2,59.3,68.9,9.88,14.51,11.06,13.34,108.07,74.15,"Big Ten",31,7,87.3,71.8,76.2,15.5,17.75,29.01,4.23,123.97,80.56
"186",5,"Louisville",2,"Iowa",83,97,"Iowa","region4",2023,"ACC",26,12,73.3,64.2,71.3,9.05,15.9,14.81,10.15,112.01,78.27,"Big Ten",31,7,87.3,71.8,76.2,15.5,17.75,29.01,4.23,123.97,80.56
"187",1,"South Carolina",2,"Iowa",73,77,"Iowa","final four",2023,"SEC",36,1,80.3,51.8,69.6,28.57,15.7,22.28,21.99,123.18,62.37,"Big Ten",31,7,87.3,71.8,76.2,15.5,17.75,29.01,4.23,123.97,80.56
"188",3,"LSU",1,"Virginia Tech",79,72,"LSU","final four",2023,"SEC",34,2,82.3,57.9,72.9,24.36,10.78,22.24,12.91,118.01,71.59,"ACC",31,5,72.4,57.8,68.5,14.67,14.45,14.77,14.34,116.45,76.14
"189",2,"Iowa",3,"LSU",85,102,"LSU","championship",2023,"Big Ten",31,7,87.3,71.8,76.2,15.5,17.75,29.01,4.23,123.97,80.56,"SEC",34,2,82.3,57.9,72.9,24.36,10.78,22.24,12.91,118.01,71.59
"190",1,"NC State",16,"Longwood",96,68,"NC State","region1",2022,"ACC",32,4,77.3,58.4,70.5,18.83,16.28,21.08,14.03,90.74,36.4,"Big South",22,12,71.5,68.1,76.2,3.35,-8.2,3.65,-8.5,59.48,59.57
"191",8,"Washington State",9,"Kansas State",40,50,"Kansas State","region1",2022,"Pac-12",19,11,60.1,60,68,0.07,14.64,2.71,12,66.73,41.62,"Big 12",20,13,66.1,60.6,71.8,5.45,14.1,7.82,11.74,70.61,38.87
"192",5,"Notre Dame",12,"UMass",89,78,"Notre Dame","region1",2022,"ACC",24,9,74.3,63.3,74.5,11,14.05,15.54,9.52,79.1,40.26,"A-10",26,7,71.7,61.6,70.5,10.09,2.89,10.48,2.5,75.66,52.43
"193",4,"Oklahoma",13,"IU Indianapolis",78,72,"Oklahoma","region1",2022,"Big 12",25,9,82.6,76.9,83.4,5.74,15.23,24.9,-3.93,77.9,45.3,"Horizon",24,5,70.5,56.4,68.5,14.03,-3.08,4.88,6.08,71.29,50.18
"194",6,"Kentucky",11,"Princeton",62,69,"Princeton","region1",2022,"SEC",19,12,72.2,65.6,73.6,6.52,13.58,13.81,6.28,78.14,44.48,"Ivy",25,5,68.3,51.5,69.7,16.83,1.84,5.12,13.55,71.94,39.93
"195",3,"Indiana",14,"Charlotte",85,51,"Indiana","region1",2022,"Big Ten",24,9,71.3,61.8,71.7,9.55,14.68,12.25,11.97,77.86,39.11,"CUSA",22,10,63.2,59,69,4.25,2.45,-0.49,7.19,61.15,46.33
"196",7,"UCF",10,"Florida",69,52,"UCF","region1",2022,"AAC",26,4,60.5,47.8,66.4,12.73,9.22,0.62,21.33,68.9,31.06,"SEC",21,11,68,64.8,75.6,3.25,11.81,9.9,5.17,68.54,41.99
"197",2,"UConn",15,"Mercer",83,38,"UConn","region1",2022,"Big East",30,6,73.8,54.9,70.2,18.86,13.88,15.67,17.07,84.21,33.29,"Southern",23,7,64.4,56.9,70.8,7.53,-5.83,-2.16,3.86,58.39,49.07
"198",1,"NC State",9,"Kansas State",89,57,"NC State","region1",2022,"ACC",32,4,77.3,58.4,70.5,18.83,16.28,21.08,14.03,90.74,36.4,"Big 12",20,13,66.1,60.6,71.8,5.45,14.1,7.82,11.74,70.61,38.87
"199",5,"Notre Dame",4,"Oklahoma",108,64,"Notre Dame","region1",2022,"ACC",24,9,74.3,63.3,74.5,11,14.05,15.54,9.52,79.1,40.26,"Big 12",25,9,82.6,76.9,83.4,5.74,15.23,24.9,-3.93,77.9,45.3
"200",11,"Princeton",3,"Indiana",55,56,"Indiana","region1",2022,"Ivy",25,5,68.3,51.5,69.7,16.83,1.84,5.12,13.55,71.94,39.93,"Big Ten",24,9,71.3,61.8,71.7,9.55,14.68,12.25,11.97,77.86,39.11
"201",7,"UCF",2,"UConn",47,52,"UConn","region1",2022,"AAC",26,4,60.5,47.8,66.4,12.73,9.22,0.62,21.33,68.9,31.06,"Big East",30,6,73.8,54.9,70.2,18.86,13.88,15.67,17.07,84.21,33.29
"202",1,"NC State",5,"Notre Dame",66,63,"NC State","region1",2022,"ACC",32,4,77.3,58.4,70.5,18.83,16.28,21.08,14.03,90.74,36.4,"ACC",24,9,74.3,63.3,74.5,11,14.05,15.54,9.52,79.1,40.26
"203",3,"Indiana",2,"UConn",58,75,"UConn","region1",2022,"Big Ten",24,9,71.3,61.8,71.7,9.55,14.68,12.25,11.97,77.86,39.11,"Big East",30,6,73.8,54.9,70.2,18.86,13.88,15.67,17.07,84.21,33.29
"204",1,"NC State",2,"UConn",87,91,"UConn","region1",2022,"ACC",32,4,77.3,58.4,70.5,18.83,16.28,21.08,14.03,90.74,36.4,"Big East",30,6,73.8,54.9,70.2,18.86,13.88,15.67,17.07,84.21,33.29
"205",1,"South Carolina",16,"Howard",79,21,"South Carolina","region2",2022,"SEC",35,2,70.9,50.7,70,20.22,18.24,14.56,23.9,83.41,23.55,"MEAC",21,10,63.8,60.9,73.4,2.84,-13.01,-5.92,-5.72,48.67,57.11
"206",8,"Miami (FL)",9,"South Florida",78,66,"Miami (FL)","region2",2022,"ACC",21,13,60.9,58.4,70.4,2.5,14.22,3.57,13.15,67.15,38.45,"AAC",24,9,60.8,54.5,66.5,6.36,8.82,2.28,12.91,69.84,42.56
