"","School","Conf","W","L","PPG","PPG_Allowed","Pace","MOV","SOS","OSRS","DSRS","Adj_ORtg","Adj_DRtg","year"
"545","Air Force","MWC",15,17,63.3,66.3,70.7,-3,0.25,-1.83,-1.62,88.43,93.63,2024
"546","Holy Cross","Patriot",21,13,62.9,56.9,66.3,6.06,-8.52,-5.69,2.17,87.8,92.9,2024
"547","San Diego","WCC",9,22,62.8,66.9,69.8,-4.06,2.47,-2.35,-1.18,90.08,94.89,2024
"548","Nevada","MWC",16,16,64.3,65,70.7,-0.72,-1.68,-1.96,-1.59,87.5,92.19,2024
"549","Wichita State","AAC",10,22,64,69.9,73,-5.84,2.11,-0.88,-2.86,86.94,92.25,2024
"550","Abilene Christian","WAC",14,16,69.9,66.1,70.1,3.8,-5.42,0.29,-4.05,93.17,98.84,2024
"551","Buffalo","MAC",19,14,65.9,63.6,69.5,2.33,-5.14,-2.09,-1.89,89.91,95.9,2024
"552","William & Mary","CAA",15,14,63.2,62.6,72.5,0.66,-4.71,-2.72,-1.34,85.78,91.98,2024
"553","Eastern Kentucky","A-Sun",22,12,71.9,64,74.5,7.85,-6.9,0.33,-4.48,88.35,93.98,2024
"554","Fresno State","MWC",15,18,64.3,63,68.1,1.27,-3.05,-2.89,-1.42,90.73,97.67,2024
"555","Idaho","Big Sky",15,16,59.8,57.2,65.6,2.58,-4.97,-8.5,4.18,85.05,91.36,2024
"556","Southern Illinois","MVC",11,20,65.6,68.5,72.6,-2.84,-1.48,-2.11,-2.21,85.98,92.05,2024
"557","Wright State","Horizon",18,15,70.2,70.8,71.5,-0.61,-1.85,2.53,-6.99,92.08,98.56,2024
"558","Wofford","Southern",17,13,66.6,61.1,70.7,5.5,-6.31,-0.59,-3.91,90.64,97.02,2024
"559","Austin Peay","A-Sun",17,16,62.3,60.2,67.6,2.09,-5.98,-7.54,3.03,84.99,91,2024
"560","Long Beach State","Big West",15,18,67.9,69.5,76.5,-1.55,-2.3,3,-7.53,86.69,93.3,2024
"561","Loyola Marymount","WCC",11,19,60.4,65.3,67.1,-4.97,2.24,-4.15,-0.43,89.43,96.99,2024
"562","Florida Atlantic","AAC",11,19,61,65.6,68.3,-4.6,0.73,-5,0.35,88.36,95.39,2024
"563","Georgia State","Sun Belt",15,15,69.8,68.5,74,1.27,-3.22,0.37,-5.06,90.2,97.14,2024
"564","Delaware","CAA",11,20,67.4,66.5,73.8,0.97,-5.69,1.18,-5.9,87.07,94.35,2024
"565","UT Arlington","WAC",17,16,69.9,71.6,73.8,-1.76,-3,2.03,-6.79,90.96,96.97,2024
"566","Mercer","Southern",15,17,64.8,64.3,68.7,0.44,-5.26,-1.04,-3.79,89.29,95.94,2024
"567","Milwaukee","Horizon",16,16,66.2,62.7,68.3,3.5,-5.85,-4.29,-0.59,90.18,96.89,2024
"568","Arkansas-Pine Bluff","SWAC",17,16,73,67.8,77.4,5.21,-6.12,2.78,-7.71,88.47,95.75,2024
"569","New Mexico State","CUSA",13,18,60.5,61.5,68.6,-1.03,-2.72,-6.95,1.99,84.78,91.62,2024
"570","UC Riverside","Big West",18,14,58.4,58.3,68,0.09,-3.29,-8.22,3.19,82.56,90.01,2024
"571","Utah Tech","WAC",18,14,73.2,68.3,72.8,4.88,-5.88,1.45,-6.53,92.77,100.1,2024
"572","Texas State","Sun Belt",14,18,64.9,63.5,70.5,1.41,-3.96,-5.25,0.13,87.81,95.03,2024
"573","Idaho State","Big Sky",11,19,59.5,61.7,67.7,-2.2,-1.81,-6.78,1.34,84.11,92.03,2024
"574","East Tennessee State","Southern",18,12,59.4,55.6,64.3,3.8,-7.86,-8.98,3.51,86.11,93.35,2024
"575","Colgate","Patriot",20,14,61.8,55.7,65.1,6.12,-9.57,-6.69,1.15,88.08,96.03,2024
"576","Niagara","MAAC",21,14,70.8,70.1,80.2,0.69,-6.24,4.12,-9.68,84.1,92.55,2024
"577","UC Santa Barbara","Big West",16,15,64.9,62.7,68.1,2.23,-4.76,-3.41,-2.24,89.35,97.86,2024
"578","Siena","MAAC",18,12,68.4,63.9,73.2,4.5,-10.17,0.53,-6.2,87.97,96.55,2024
"579","Lipscomb","A-Sun",17,13,67.9,66.1,71.8,1.8,-4.99,-1.3,-4.44,87.86,95.55,2024
"580","Campbell","CAA",17,14,60.8,55.1,65.8,5.71,-7.09,-9.57,3.69,86.02,94.35,2024
"581","UTEP","CUSA",12,19,67,71.5,71.1,-4.48,-0.27,1.7,-7.62,92.74,100.92,2024
"582","UNC Greensboro","Southern",21,12,63.4,56.2,65.8,7.27,-7.99,-6.56,0.37,87.96,96.14,2024
"583","Coastal Carolina","Sun Belt",12,21,66.6,71.4,74.4,-4.79,-0.58,-0.3,-5.96,87.38,96.25,2024
"584","Georgia Southern","Sun Belt",15,18,72.3,70.4,80.2,1.88,-5,1.34,-7.64,84.09,93.74,2024
"585","UC San Diego","Big West",12,19,58.4,58.1,67,0.35,-3.07,-9.9,3.41,81.12,90.97,2024
"586","Tennessee Tech","OVC",16,15,69.9,66.9,70.8,3.03,-7.02,-0.38,-6.44,89.63,99.5,2024
"587","Tennessee-Martin","OVC",16,17,63.2,63.2,67.2,0.03,-6.04,-6.21,-0.67,89.12,98.83,2024
"588","Northern Kentucky","Horizon",11,20,68.3,73.4,72,-5.1,-1.87,1.29,-8.56,91.59,101.94,2024
"589","Southern","SWAC",15,15,60.6,62.5,71.9,-1.83,-3.45,-7.03,-0.25,82.13,92.21,2024
"590","Sacred Heart","NEC",24,10,65.9,56.4,67.7,9.53,-15.71,-4.54,-3.01,86.11,97.5,2024
"591","Incarnate Word","Southland",19,11,62.5,57.4,66,5.07,-8.84,-8.48,0.83,86.24,95.72,2024
"592","Howard","MEAC",15,16,58.9,57.7,70.2,1.26,-8.95,-8.32,0.63,79.3,90.03,2024
"593","Youngstown State","Horizon",14,18,60.6,62.7,68.7,-2.09,-4.29,-7.89,-0.05,83.53,94.44,2024
"594","Little Rock","OVC",12,18,55.6,60.7,66.3,-5.03,-2.95,-12.03,4.05,80.35,91.98,2024
"595","St. Thomas","Summit",15,16,67.8,71.2,72.6,-3.32,-2.2,-1.74,-6.49,87.94,99.16,2024
"596","Dayton","A-10",12,19,63.5,68.9,70.5,-5.42,0.5,-3.01,-5.25,87.53,98.9,2024
"597","Grambling","SWAC",23,10,71.9,64.1,78.4,7.82,-8.52,-1.75,-6.63,83.12,93.28,2024
"598","Binghamton","AmEast",14,17,61.9,60.3,66.6,1.65,-9.4,-5.67,-2.91,87.98,100.67,2024
"599","Western Michigan","MAC",12,18,62.2,65.7,69.1,-3.5,-4.54,-5.09,-3.52,87.22,99.4,2024
"600","Yale","Ivy",8,19,60.7,68.4,68.3,-7.7,-0.95,-4.03,-4.63,87.02,100.15,2024
"601","Maryland-Eastern Shore","MEAC",15,15,62.2,59.3,70.8,2.9,-9.1,-7.11,-1.82,83.13,96.14,2024
"602","Boston University","Patriot",20,12,62.6,61.6,66.3,1.03,-8.98,-5.39,-3.59,86.22,99.35,2024
"603","Lehigh","Patriot",17,13,68.8,65.4,71.4,3.4,-11.44,0.03,-9.2,87.56,101.87,2024
"604","Detroit Mercy","Horizon",17,16,60.2,63.5,69.6,-3.21,-5.98,-8.88,-0.31,81.01,93.54,2024
"605","Western Illinois","OVC",18,12,74.3,66.5,73.7,7.83,-10.99,-0.41,-8.93,86.06,98.89,2024
"606","Cal State Fullerton","Big West",10,21,59,65.4,69.1,-6.42,-2.93,-5.94,-3.41,85.03,98.69,2024
"607","Indiana State","MVC",11,21,64.2,71.7,72.8,-7.53,-1.7,-4.41,-5,85.49,97.9,2024
"608","Akron","MAC",11,18,62.3,66.1,68,-3.79,-5.63,-5.91,-3.51,84.82,98.47,2024
"609","Morehead State","OVC",15,15,66.3,65.6,71.4,0.7,-6.11,-4.41,-5.03,83.45,96.92,2024
"610","Stetson","A-Sun",17,15,57.8,58.8,68.5,-1.03,-6.43,-11.76,2.27,78.68,92.05,2024
"611","Jacksonville State","CUSA",12,17,59,63.1,70,-4.1,-2.65,-8.88,-0.62,79.21,92.88,2024
"612","Oakland","Horizon",12,17,71.4,72.9,73.6,-1.52,-2.62,1.34,-10.89,87.89,101.29,2024
"613","Northern Illinois","MAC",15,16,64.4,65.6,71.4,-1.19,-6.34,-5.05,-4.72,83.11,96.65,2024
"614","Denver","Summit",8,22,64.4,69.7,68.8,-5.3,-3.58,-4.36,-5.46,88.68,102.77,2024
"615","Jacksonville","A-Sun",11,20,65.3,70.6,74.9,-5.29,-3.08,-3.25,-6.73,84.84,97.69,2024
"616","Eastern Illinois","OVC",15,18,65.7,67.8,70.7,-2.12,-8.2,-4.17,-6.15,84.03,98.39,2024
"617","Bethune-Cookman","SWAC",15,16,66.4,60.8,73.8,5.55,-10.07,-6.52,-4.08,79.78,94.06,2024
"618","Samford","Southern",14,16,58.1,60.8,67.6,-2.73,-4.79,-11.11,0.43,79.56,95.21,2024
"619","Manhattan","MAAC",18,12,57.2,56.7,65,0.5,-11.33,-11.34,0.51,81.67,97.12,2024
"620","Kennesaw State","A-Sun",11,19,58.9,64.2,69.3,-5.33,-2.5,-7.76,-3.09,81.49,96.7,2024
"621","Coppin State","MEAC",12,18,55.3,59.8,68.1,-4.53,-6.54,-11.66,0.59,78.93,95.21,2024
"622","Kansas City","Summit",12,20,64.5,66,72,-1.47,-5.19,-8.62,-2.6,80.04,95.52,2024
"623","Cornell","Ivy",7,19,56,67.4,69.4,-11.42,0.03,-7.88,-3.52,79.96,96.55,2024
"624","San Jose State","MWC",7,24,60.3,66.2,69,-5.87,-2.26,-7.11,-4.35,84.13,100.81,2024
"625","Ohio","MAC",11,19,63.8,71.5,75.6,-7.67,-3.89,-3.58,-7.98,80.94,96.51,2024
"626","Loyola (MD)","Patriot",16,15,59,61.3,65.3,-2.26,-9.39,-9.02,-2.62,84.95,102.44,2024
"627","Canisius","MAAC",17,14,60.6,61.8,66.7,-1.13,-10.37,-7.91,-3.89,84.19,100.99,2024
"628","UMass","A-10",5,27,58,71.2,70.2,-13.13,0.99,-5.35,-6.79,83.2,100.35,2024
"629","Weber State","Big Sky",8,25,57,66.6,67.6,-9.61,-1.8,-8.2,-3.94,82.23,100.02,2024
"630","Bucknell","Patriot",13,18,55.9,61.2,66.7,-5.29,-6.89,-11.32,-0.87,79.97,98.13,2024
"631","High Point","Big South",20,12,62.7,63.9,70,-1.22,-8.81,-5.75,-6.46,83.26,100.05,2024
"632","Alabama A&M","SWAC",15,16,61.7,61.9,70.5,-0.13,-11.1,-9.47,-2.77,80.32,97.1,2024
"633","Nicholls State","Southland",14,18,62.9,63.2,71.1,-0.25,-8.85,-7.69,-4.57,81.75,98.53,2024
"634","Furman","Southern",15,16,66.2,64.1,70.5,2.1,-8.65,-5.84,-6.45,83.26,100.25,2024
"635","Southern Utah","WAC",8,22,65.7,73.6,69.9,-7.87,-3.85,-3.54,-8.94,88.36,105.46,2024
"636","Sacramento State","Big Sky",6,25,56.7,66.9,67.7,-10.16,-2.34,-9.07,-3.43,81.37,99.84,2024
"637","North Alabama","A-Sun",12,18,68,72.5,74.2,-4.5,-4.91,-0.7,-11.81,85.34,102.21,2024
"638","East Texas A&M","Southland",15,16,68.9,72.5,76.6,-3.58,-6.06,1.23,-13.84,85.6,102.01,2024
"639","Tarleton State","WAC",11,20,61.4,65.4,70,-4.06,-6.2,-9.86,-2.8,81.22,98.22,2024
"640","La Salle","A-10",8,22,57.6,70.8,70.6,-13.17,0.38,-6.15,-6.64,81.13,99.71,2024
"641","Northwestern State","Southland",11,19,58.4,61.6,70.1,-3.2,-5.59,-12.42,-0.46,77.42,94.81,2024
"642","New Orleans","Southland",11,19,62.2,68.3,74.4,-6.17,-6.9,-5.1,-7.98,78.04,95.29,2024
"643","IU Indianapolis","Horizon",7,23,64.5,75.1,74.6,-10.63,-2.45,-2.05,-11.04,83.04,100.34,2024
"644","Bryant","AmEast",15,15,60.6,61,67.3,-0.43,-9.07,-8.64,-4.57,80.84,100.02,2024
"645","St. Bonaventure","A-10",4,26,54.7,66.5,68.3,-11.83,-1.53,-9.93,-3.44,79.71,98.87,2024
"646","Utah Valley","WAC",10,19,59.8,65.5,70.8,-5.66,-6.31,-10.41,-2.97,76.66,95.15,2024
"647","Omaha","Summit",8,23,72.3,81.2,75.7,-8.84,-2.17,3.23,-16.64,90.4,108.01,2024
"648","Sam Houston","CUSA",7,22,66.2,72.3,75.2,-6.1,-2.56,-2.41,-11.01,81.22,98.91,2024
"649","Miami (OH)","MAC",9,20,53.9,63.8,66.9,-9.83,-3.76,-13.65,0.06,76.23,95.98,2024
"650","Xavier","Big East",1,27,50.7,72.6,68.3,-21.93,8.34,-9.15,-4.45,79.77,100.33,2024
"651","Le Moyne","NEC",18,15,57.9,61.2,66.8,-3.27,-10.38,-11.08,-2.57,79.98,99.25,2024
"652","Quinnipiac","MAAC",13,18,59.3,64.6,68.2,-5.29,-8.47,-8.13,-5.63,82.08,101.88,2024
"653","Elon","CAA",11,21,53.1,61.3,68.4,-8.28,-4.76,-13.77,-0.05,74.16,94.33,2024
"654","North Florida","A-Sun",9,21,63.5,68.2,69.4,-4.63,-4.05,-6.56,-7.38,82.64,102.03,2024
"655","Southeast Missouri State","OVC",9,20,62.1,66.7,73,-4.62,-6.87,-9.38,-4.68,78.26,97.81,2024
"656","North Dakota","Summit",9,21,66.9,76.6,76.7,-9.7,-1.26,-1.79,-12.28,83.82,102.21,2024
"657","Cal State Bakersfield","Big West",8,21,58.7,67,68.7,-8.28,-5.25,-7.38,-6.72,83.32,103.57,2024
"658","Valparaiso","MVC",5,25,61.8,72.8,71.7,-11,-3.11,-6.89,-7.22,83.03,101.87,2024
"659","Mount St. Mary's","MAAC",14,17,54.5,58.5,67.4,-4,-10.26,-13.97,-0.3,75.27,95.8,2024
"660","American","Patriot",10,20,60.8,66,70.3,-5.23,-9.09,-7.14,-7.18,79.8,100.64,2024
"661","Hofstra","CAA",11,21,56.6,58.9,67.6,-2.31,-9.22,-13.15,-1.33,76.17,97.3,2024
"662","New Hampshire","AmEast",9,20,54.1,58.8,65.7,-4.66,-8.63,-13.23,-1.44,76.08,97.7,2024
"663","Texas-Rio Grande Valley","WAC",6,23,59.6,71,71.4,-11.41,-3.4,-9.04,-5.78,79.49,99.95,2024
"664","Seattle","WAC",6,23,63.6,75.2,72,-11.59,-3.39,-3.8,-11.17,84.06,104.49,2024
"665","South Alabama","Sun Belt",9,23,60.7,71.5,73,-10.81,-1.92,-7.97,-7.11,79.43,100.35,2024
"666","Northeastern","CAA",10,17,57.5,64.6,66.1,-7.11,-7.98,-10.19,-4.91,81.99,104.49,2024
"667","Tennessee State","OVC",11,19,62.1,68.1,73,-6.07,-8.26,-7.88,-7.34,77.24,98.3,2024
"668","Maryland-Baltimore County","AmEast",10,19,58.4,63,67.4,-4.59,-8.71,-10.03,-5.24,77.91,100.05,2024
"669","Army","Patriot",12,17,59.2,62.3,67.9,-3.07,-9.81,-9.71,-5.62,80.33,102.47,2024
"670","Navy","Patriot",14,17,61.8,63.7,71.4,-1.9,-9.98,-8.24,-7.08,77.76,99.17,2024
"671","NJIT","AmEast",12,18,57.4,62.5,67.9,-5.03,-10.52,-9.46,-6.1,76.78,99.22,2024
"672","Presbyterian","Big South",21,15,57.6,58.9,67.7,-1.36,-11.13,-14.2,-1.41,77.85,99.16,2024
"673","Bellarmine","A-Sun",10,19,67.2,75,75.2,-7.83,-4.47,-2.76,-12.93,83.74,103.96,2024
"674","Portland State","Big Sky",8,23,56.3,67.6,65.2,-11.29,-3.1,-10.24,-5.65,82.27,106.49,2024
"675","Radford","Big South",15,18,57.5,61.4,68.6,-3.94,-11.29,-12.97,-3.13,76.08,98.15,2024
"676","Alcorn State","SWAC",12,20,54.1,63,69.8,-8.88,-5.89,-15.16,-0.95,75.76,97.05,2024
"677","Eastern Michigan","MAC",7,22,57.3,67.5,70.2,-10.24,-4.72,-11.49,-4.73,75.91,99.01,2024
"678","Pepperdine","WCC",5,25,54.2,70.1,69.5,-15.9,2.4,-12.22,-4.02,76.09,100.07,2024
"679","Iona","MAAC",11,19,57.6,63.2,66.7,-5.6,-10.85,-10.73,-5.72,81.13,104.82,2024
"680","Central Michigan","MAC",6,22,61.5,71.7,73,-10.18,-5.18,-7.08,-9.51,77.84,99.99,2024
"681","Florida A&M","SWAC",9,21,59.8,70,72,-10.2,-6.45,-8.1,-8.56,79.16,101.86,2024
"682","Dartmouth","Ivy",7,19,48.5,58.4,63.3,-9.92,-3.29,-18.97,2.18,71.52,97.8,2024
"683","Lafayette","Patriot",10,20,55.9,63.6,65.6,-7.77,-9.47,-12.32,-4.91,78.89,104.89,2024
"684","Bradley","MVC",6,26,60.2,75.3,70.8,-15.09,-1.5,-8.43,-8.85,81.67,105.95,2024
"685","South Carolina Upstate","Big South",16,16,58.8,61.4,69.9,-2.56,-13.81,-12.09,-5.27,75.9,99.13,2024
"686","Lindenwood","OVC",7,21,64.8,72.1,70.7,-7.29,-8.22,-5.86,-11.58,84.4,108.65,2024
"687","Charleston Southern","Big South",11,19,61,66.6,72.7,-5.57,-11.28,-8.88,-8.61,77,100.55,2024
"688","FDU","NEC",14,17,58.4,61,65.5,-2.58,-13.52,-12.67,-5.12,78.87,104.97,2024
"689","Robert Morris","Horizon",6,24,55.3,66.4,68.8,-11.03,-3.88,-13.66,-4.22,74.56,100.34,2024
"690","SIU Edwardsville","OVC",5,26,68.1,77,74.3,-8.97,-6.47,-1.64,-16.37,84.84,109.17,2024
"691","Massachusetts-Lowell","AmEast",4,25,51.9,63.6,67.4,-11.69,-6.55,-13.58,-4.66,73.13,100,2024
"692","Cal State Northridge","Big West",3,27,55.2,69.6,72.9,-14.47,-3.52,-10.17,-8.18,73.17,98.72,2024
"693","Marist","MAAC",6,25,55.5,63.9,69.2,-8.39,-9.96,-12.52,-5.82,72.31,98.86,2024
"694","Morgan State","MEAC",8,22,53.6,62.7,69.9,-9.13,-7.02,-13.83,-4.58,72.3,98.21,2024
"695","North Carolina Central","MEAC",16,15,65.7,65.9,78.4,-0.13,-10.94,-6.29,-12.32,72.59,97.39,2024
"696","Prairie View","SWAC",11,18,63.3,68.4,74.7,-5.07,-6.44,-9.35,-9.33,78.01,104.04,2024
"697","Merrimack","NEC",12,19,59.3,62.5,69.2,-3.29,-15.44,-11.27,-7.46,74.64,101.99,2024
"698","Rider","MAAC",10,21,54.9,64.6,67.4,-9.71,-9.59,-13.58,-5.72,76.12,104.4,2024
"699","Winthrop","Big South",14,16,56.8,60.2,68.6,-3.47,-12.78,-15.9,-3.44,72.36,99.46,2024
"700","Hampton","CAA",3,26,54.5,68.2,73.4,-13.72,-6.1,-11.5,-8.32,72.46,99.75,2024
"701","Evansville","MVC",4,28,62.8,81.1,76.3,-18.25,-1.64,-5.92,-13.97,77.06,102.81,2024
"702","UNC Asheville","Big South",11,20,59.5,60.5,69.5,-1,-15.72,-13.73,-6.27,74.19,101.96,2024
"703","Utah State","MWC",5,25,56.2,74,70.2,-17.77,-1.2,-8.29,-12.31,78.94,107.98,2024
"704","Central Connecticut State","NEC",9,21,57.9,66.1,68.6,-8.27,-13.27,-11.71,-9.82,75.32,106.05,2024
"705","Texas Southern","SWAC",7,22,59.3,72.3,75.2,-12.93,-5.91,-12.02,-9.81,74.46,102.33,2024
"706","Longwood","Big South",9,21,61,68.7,73.9,-7.67,-10.92,-11.19,-10.8,73.62,103.38,2024
"707","Houston Christian","Southland",6,23,53.7,65,69.5,-11.38,-4.34,-17.01,-5.25,70.64,102.14,2024
"708","Queens (NC)","A-Sun",7,22,62,70.4,74,-8.45,-8.26,-9.83,-12.89,73.76,104.74,2024
"709","Saint Peter's","MAAC",7,23,50.6,62.4,68.3,-11.87,-10.86,-18.83,-3.89,67.41,100.27,2024
"710","Western Carolina","Southern",6,24,56.8,66.4,67.9,-9.57,-7.38,-12.74,-10.16,75.74,108.42,2024
"711","Gardner-Webb","Big South",6,24,62.3,76.7,74.1,-14.43,-9.64,-5.87,-18.2,79.52,111.53,2024
"712","Mississippi Valley State","SWAC",4,27,55.5,77.1,76.3,-21.65,-2.59,-11.27,-12.96,71.91,102.8,2024
"713","Delaware State","MEAC",8,20,57.5,70.8,71.9,-13.25,-6.71,-12.6,-12.49,74.85,110.1,2024
"714","UNC Wilmington","CAA",5,25,54.5,72.8,73.1,-18.27,-5.45,-12.64,-12.94,71.15,106.21,2024
"715","Long Island University","NEC",8,22,58.2,67.8,69.7,-9.6,-17.18,-13.56,-13.22,72.07,110.32,2024
"716","McNeese State","Southland",6,25,65.2,78.4,77,-13.23,-5.36,-6.28,-20.94,78.34,113.13,2024
"717","Alabama State","SWAC",3,26,49.3,73.4,72.7,-24.03,-3.64,-17.84,-9.83,68.47,104.9,2024
"718","Wagner","NEC",7,21,55.3,67,70.8,-11.75,-16.39,-17.24,-12.55,65.7,108.26,2024
"719","South Carolina State","MEAC",2,28,48.3,69.1,68.8,-20.77,-9.1,-19.8,-10.07,66.66,109.92,2024
"720","Stonehill","NEC",4,26,52.2,69,69.4,-16.77,-13.4,-18.42,-11.75,66.67,109.56,2024
"721","Chicago State","Ind",1,26,59,83,76.9,-24.04,-4.05,-9.56,-22.07,71.15,111.71,2024
"722","Saint Francis (PA)","NEC",5,25,51.5,69.9,67.5,-18.4,-13.92,-18.9,-13.42,68.26,114.94,2024
"723","South Carolina","SEC",36,1,80.3,51.8,69.6,28.57,15.7,22.28,21.99,123.18,62.37,2023
"724","LSU","SEC",34,2,82.3,57.9,72.9,24.36,10.78,22.24,12.91,118.01,71.59,2023
"725","UConn","Big East",31,6,75.9,58.8,71.5,17.08,16.96,19.24,14.81,116.26,70.01,2023
"726","Stanford","Pac-12",29,6,76.1,58.2,68.6,17.91,15.99,18.53,15.38,119.1,72.27,2023
"727","Indiana","Big Ten",28,4,80.9,62.1,72.1,18.84,14.66,20.97,12.54,119.38,74.36,2023
"728","Iowa","Big Ten",31,7,87.3,71.8,76.2,15.5,17.75,29.01,4.23,123.97,80.56,2023
"729","Utah","Pac-12",27,5,82.8,66,73.7,16.84,13.38,24.68,5.55,120.44,80.63,2023
"730","Notre Dame","ACC",27,6,73.9,58.9,71.7,14.97,14.68,14.76,14.89,110.61,71.34,2023
"731","Texas","Big 12",26,10,72.9,57.4,71.2,15.42,14.18,14.09,15.5,110.86,71.36,2023
"732","Virginia Tech","ACC",31,5,72.4,57.8,68.5,14.67,14.45,14.77,14.34,116.45,76.14,2023
"733","Tennessee","SEC",25,12,77.1,65.9,73.3,11.14,17.52,19.37,9.28,114.25,76,2023
"734","Maryland","Big Ten",28,7,79.1,68.7,75.3,10.4,18.11,20.39,8.12,114.91,77.25,2023
"735","Duke","ACC",26,7,63.6,51,68.1,12.58,15.24,6.1,21.72,103.02,65.01,2023
"736","Iowa State","Big 12",22,10,75.4,64.6,72.2,10.81,16.49,16.26,11.05,113.09,76.51,2023
"737","Ohio State","Big Ten",28,8,80.1,68.4,76.2,11.61,15.3,20.08,6.84,112.51,77.7,2023
"738","Oregon","Pac-12",20,15,74.4,63.3,70.2,11.03,14.75,16.69,9.08,113.98,78.73,2023
"739","Florida State","ACC",23,10,79.3,66.9,77.1,12.36,12.7,21.21,3.85,110.08,78.35,2023
"740","Louisville","ACC",26,12,73.3,64.2,71.3,9.05,15.9,14.81,10.15,112.01,78.27,2023
"741","NC State","ACC",20,12,70.8,62.6,71.6,8.25,16.68,14.35,10.58,109.81,76.21,2023
"742","UCLA","Pac-12",27,10,69.7,61.7,69.2,8.05,16.87,12.61,12.32,109.99,75.79,2023
"743","Villanova","Big East",30,7,70.8,58.7,66.6,12.11,12.51,11.85,12.77,113.38,78.42,2023
"744","UNC","ACC",22,11,68.9,59.8,72.2,9.12,15.29,11.82,12.6,105.62,72.94,2023
"745","Colorado","Pac-12",25,9,69.2,59.3,68.9,9.88,14.51,11.06,13.34,108.07,74.15,2023
"746","Michigan","Big Ten",23,10,73.5,63.4,71.8,10.12,13.78,13.07,10.83,110.29,78.56,2023
"747","Arizona","Pac-12",22,10,74.1,65.1,72.2,8.97,14.9,14.76,9.11,109.07,77.66,2023
"748","Ole Miss","SEC",25,9,68.6,56.7,69.5,11.91,11.96,8.91,14.96,104.68,71.95,2023
"749","Kansas","Big 12",25,11,72.6,62.4,71.8,10.17,13,12.85,10.32,108.07,76.55,2023
"750","Creighton","Big East",22,9,71,61.8,67,9.13,13.96,12.31,10.78,114.37,81.94,2023
"751","Baylor","Big 12",20,13,71.8,63.5,72.6,8.24,14.78,12.58,10.45,105.91,75.06,2023
"752","Mississippi State","SEC",22,11,71.1,59,71.3,12.03,10.58,10.76,11.85,105.04,75.42,2023
"753","Georgia","SEC",22,12,67.1,58.7,70.3,8.32,13.91,7.53,14.7,103.22,73,2023
"754","USC","Pac-12",21,10,64.2,55.1,67.4,9.16,13.05,5.44,16.77,100.21,69.87,2023
"755","Oklahoma","Big 12",26,7,84.2,75.4,79,8.73,13.19,24.92,-2.99,114.27,85.89,2023
"756","Michigan State","Big Ten",16,14,78.2,67.1,75.2,11.1,10.58,16.43,5.26,107.9,80.21,2023
"757","Washington State","Pac-12",23,11,67,61.3,68.1,5.74,15.73,8.77,12.7,106.56,77.5,2023
"758","Alabama","SEC",20,11,70,60.4,68.9,9.65,11.72,11.57,9.8,109.17,80.07,2023
"759","Nebraska","Big Ten",18,15,71.2,65.3,71.6,5.97,14.68,11.04,9.61,105.23,77.58,2023
"760","Oklahoma State","Big 12",21,12,75.3,68.2,72,7.09,13.55,15.43,5.2,111.08,84.15,2023
"761","Miami (FL)","ACC",22,13,69.6,63.6,70.9,6,14.25,11.02,9.24,106.16,79.51,2023
"762","Arkansas","SEC",24,13,72.2,65.6,74,6.57,13.2,12.7,7.06,104.62,78.24,2023
"763","Illinois","Big Ten",22,10,75.3,65.2,70.3,10.09,9.51,12.95,6.66,111.55,85.8,2023
"764","South Dakota State","Summit",29,6,78.3,60.6,71.5,17.77,1.63,12.03,7.38,108.16,81.55,2023
"765","Purdue","Big Ten",19,11,70.5,65.2,71,5.27,14.04,9.12,10.19,105.49,80.21,2023
"766","Marquette","Big East",21,11,65,58.2,68.6,6.78,12.32,6.77,12.33,100.59,74.7,2023
"767","South Florida","AAC",27,7,70.1,60,67.9,10.18,8.68,10.63,8.23,108.87,83.11,2023
"768","Middle Tennessee","CUSA",28,5,73.5,57.4,68.2,16.03,2.75,8.49,10.29,106.75,80.22,2023
"769","Oregon State","Pac-12",13,18,67,64.8,70.2,2.19,15.29,9.43,8.06,105.28,81.86,2023
"770","Florida Gulf Coast","A-Sun",33,4,77.4,56.6,69.4,20.81,-1.47,11.97,5.42,109.89,84.94,2023
"771","Gonzaga","WCC",28,5,71.6,59.9,67,11.73,5.43,9.36,7.8,109.26,85.43,2023
"772","Columbia","Ivy",28,6,78.2,63.3,73.6,14.85,2.27,14.12,3.01,106.15,83.88,2023
"773","Syracuse","ACC",20,13,74.2,67.9,74.6,6.33,10.5,14.75,2.09,106.14,84.54,2023
"774","Virginia","ACC",15,15,68.7,63.3,73.4,5.47,11.35,10.27,6.55,101.44,79.97,2023
"775","Princeton","Ivy",24,6,65.2,53.2,66.9,12.03,4.35,1.92,14.47,100.23,76.62,2023
"776","Drake","MVC",22,10,79.2,66,74.8,13.13,2.95,14.63,1.44,104.17,83.15,2023
"777","Kansas State","Big 12",19,17,70.1,67.3,73.8,2.78,13.21,10.55,5.44,102.09,81.21,2023
"778","Washington","Pac-12",19,15,60.8,58.9,66.7,1.94,13.75,1.15,14.54,97.65,76.78,2023
"779","Missouri","SEC",18,14,64.6,62.3,67.2,2.31,13.25,5.05,10.52,104.33,83.41,2023
"780","DePaul","Big East",16,17,76.6,72.3,74.5,4.33,11.12,17.76,-2.31,108.94,88.32,2023
