"","School","Conf","W","L","PPG","PPG_Allowed","Pace","MOV","SOS","OSRS","DSRS","Adj_ORtg","Adj_DRtg","year"
"1065","Queens (NC)","A-Sun",8,21,59,68.6,72.5,-9.55,-7.04,-9.84,-11.82,75.18,104.95,2023
"1066","UNC Asheville","Big South",12,19,57.4,62.7,70.4,-5.32,-12.55,-14.44,-7.35,71.99,101.93,2023
"1067","Long Island University","NEC",7,22,56.7,67.2,71.5,-10.52,-11.68,-12.6,-9.6,72.68,104.22,2023
"1068","Longwood","Big South",9,21,59.9,73.4,74.7,-13.47,-9.04,-7.87,-14.64,75,105.56,2023
"1069","Delaware State","MEAC",7,19,48.9,58.8,66.3,-9.92,-8.87,-20.86,-1.68,68.32,101.57,2023
"1070","Western Carolina","Southern",9,21,54.5,65.3,66.1,-10.77,-8.78,-15.11,-7.59,74.67,108.06,2023
"1071","Central Connecticut State","NEC",7,22,56.8,64.4,67.7,-7.66,-15.19,-13.83,-9.03,74.88,108.48,2023
"1072","South Carolina Upstate","Big South",11,20,52.9,63.4,71.6,-10.55,-11.8,-17.81,-6.54,66.43,100.16,2023
"1073","Winthrop","Big South",8,22,51.8,59.8,66.3,-8.03,-15.19,-19.06,-5.51,70.59,106.11,2023
"1074","Lindenwood","OVC",2,24,56.2,70.7,69.2,-14.42,-7.2,-13.43,-11.17,75.13,110.76,2023
"1075","Nicholls State","Southland",5,24,58.1,71.9,71.1,-13.83,-11,-11.76,-13.89,73.81,109.33,2023
"1076","Saint Francis (PA)","NEC",7,22,52,66.5,69.2,-14.52,-11.44,-16.53,-9.42,69.28,106.07,2023
"1077","Navy","Patriot",1,29,52.8,69.6,69.1,-16.77,-9.35,-15.11,-11.01,70.53,108.01,2023
"1078","Saint Peter's","MAAC",0,30,50.2,69,70.6,-18.77,-9.56,-18.31,-10.02,66.33,105.96,2023
"1079","Charleston Southern","Big South",5,25,53.4,70.2,72.9,-16.87,-9.79,-15.78,-12.67,67.72,106.32,2023
"1080","Mississippi Valley State","SWAC",2,27,55.3,78.2,74.4,-22.93,-8.37,-14.34,-16.96,70.11,111.31,2023
"1081","South Carolina State","MEAC",3,27,46.8,69.4,68.8,-22.57,-9.03,-20.42,-11.18,66.07,112.23,2023
"1082","Chicago State","Ind",6,22,60.5,80,78.7,-19.46,-7.92,-10.25,-21.67,70.74,112,2023
"1083","Hartford","Ind",2,26,47,70.2,71,-23.14,-13.87,-26.43,-14.79,55.8,114,2023
"1084","South Carolina","SEC",35,2,70.9,50.7,70,20.22,18.24,14.56,23.9,83.41,23.55,2022
"1085","NC State","ACC",32,4,77.3,58.4,70.5,18.83,16.28,21.08,14.03,90.74,36.4,2022
"1086","Stanford","Pac-12",32,4,73.5,56.8,70.7,16.69,17.99,18.12,16.56,85.59,32.3,2022
"1087","UConn","Big East",30,6,73.8,54.9,70.2,18.86,13.88,15.67,17.07,84.21,33.29,2022
"1088","Louisville","ACC",29,5,71.8,55.6,70.5,16.15,14.22,14.79,15.58,82.5,34.88,2022
"1089","UNC","ACC",25,7,73.1,55.8,74.3,17.34,12.22,14.88,14.69,77.04,31.74,2022
"1090","Texas","Big 12",29,7,71.9,56.8,70.3,15.14,14.2,12.91,16.43,78.95,33.6,2022
"1091","Baylor","Big 12",28,7,76.5,60.2,72.7,16.31,11.87,17.25,10.94,83.49,38.83,2022
"1092","Iowa State","Big 12",28,7,76.4,63.7,71.9,12.63,13.63,17.36,8.9,85.24,44.39,2022
"1093","Iowa","Big Ten",24,8,84.2,70.2,76.9,14,12.07,25.03,1.04,86.93,47.27,2022
"1094","Maryland","Big Ten",23,9,78.8,67.2,73.7,11.59,14.12,20.32,5.4,85.91,45.69,2022
"1095","Notre Dame","ACC",24,9,74.3,63.3,74.5,11,14.05,15.54,9.52,79.1,40.26,2022
"1096","Oregon","Pac-12",20,12,71.3,61.3,67.7,10.06,15.6,13.92,11.07,76.08,37.7,2022
"1097","BYU","WCC",26,4,77.1,58.3,69.4,18.8,6.01,14.26,10.54,78.92,39.99,2022
"1098","Tennessee","SEC",25,9,70.1,61.1,74.9,9,15.52,13.32,11.2,73.36,34.42,2022
"1099","Virginia Tech","ACC",23,10,70.8,58.4,69,12.39,12.07,13.27,11.2,82.38,42.22,2022
"1100","Indiana","Big Ten",24,9,71.3,61.8,71.7,9.55,14.68,12.25,11.97,77.86,39.11,2022
"1101","Michigan","Big Ten",25,7,71.5,60.4,70.4,11.06,12.68,11.88,11.86,77.5,39.37,2022
"1102","Arizona","Pac-12",21,8,67.2,57.4,68,9.83,13.21,9.14,13.9,75.99,38.82,2022
"1103","Nebraska","Big Ten",24,9,77.8,64.3,73.5,13.52,9.03,16.03,6.51,79.22,43.69,2022
"1104","LSU","SEC",26,6,73.7,61.6,74.8,12.09,10.3,12.95,9.44,75,38.65,2022
"1105","Ohio State","Big Ten",25,7,78.2,65.6,75.7,12.59,9.44,17.43,4.6,79.34,45.04,2022
"1106","UCF","AAC",26,4,60.5,47.8,66.4,12.73,9.22,0.62,21.33,68.9,31.06,2022
"1107","Utah","Pac-12",21,12,75.9,68.2,72.1,7.7,13.97,18.62,3.05,83.41,49.1,2022
"1108","Ole Miss","SEC",23,9,66.9,56.6,70.9,10.38,11.14,7.96,13.55,72.31,36.65,2022
"1109","Georgia","SEC",21,10,68.4,59.1,73,9.26,12.14,9.19,12.21,71.25,35.94,2022
"1110","Gonzaga","WCC",27,7,69,56.1,65.4,12.88,8.09,7.24,13.73,75.18,41.2,2022
"1111","Oklahoma","Big 12",25,9,82.6,76.9,83.4,5.74,15.23,24.9,-3.93,77.9,45.3,2022
"1112","Colorado","Pac-12",22,9,65.6,57.7,68.5,7.94,12.57,7.73,12.77,71.97,38.22,2022
"1113","Arkansas","SEC",18,14,73.6,66.5,74.3,7.06,13.16,15.44,4.78,77.05,43.74,2022
"1114","Creighton","Big East",23,10,74.1,64.4,69.2,9.7,10.48,13.35,6.82,83,49.56,2022
"1115","Kentucky","SEC",19,12,72.2,65.6,73.6,6.52,13.58,13.81,6.28,78.14,44.48,2022
"1116","Kansas","Big 12",21,10,71.8,65.2,76.8,6.58,13.32,12.89,7.01,72.9,40.77,2022
"1117","South Dakota State","Summit",29,9,74.8,58.4,68.2,16.39,4.23,10.96,8.84,76.08,44.26,2022
"1118","Georgia Tech","ACC",21,11,60.9,52.7,66.3,8.28,11.47,2.08,17.67,69.81,35.76,2022
"1119","Kansas State","Big 12",20,13,66.1,60.6,71.8,5.45,14.1,7.82,11.74,70.61,38.87,2022
"1120","South Dakota","Summit",29,6,68.9,53.1,67.1,15.8,4.5,4.76,14.59,69.51,37.73,2022
"1121","Princeton","Ivy",25,5,68.3,51.5,69.7,16.83,1.84,5.12,13.55,71.94,39.93,2022
"1122","UCLA","Pac-12",18,13,66.6,61.5,68.9,5.13,12.96,9.59,8.5,74.04,44.07,2022
"1123","Miami (FL)","ACC",21,13,60.9,58.4,70.4,2.5,14.22,3.57,13.15,67.15,38.45,2022
"1124","Arizona State","Pac-12",12,14,63.3,59.9,66.6,3.38,12.82,5.78,10.43,70.79,43.4,2022
"1125","Oregon State","Pac-12",17,14,64.5,62.6,69.5,1.87,14.17,6.95,9.09,70.89,44.16,2022
"1126","Boston College","ACC",21,12,72.1,65.5,75.1,6.55,9.35,12.57,3.32,74.01,47.2,2022
"1127","DePaul","Big East",22,11,87.3,78.6,81.3,8.76,6.91,26.58,-10.91,81.75,56.74,2022
"1128","Texas A&M","SEC",14,15,69.3,67.4,72.6,1.9,13.55,11.82,3.63,74.25,47.32,2022
"1129","Duke","ACC",17,13,65,62.2,71.2,2.87,12.42,6.59,8.7,71.62,45.21,2022
"1130","Florida State","ACC",17,14,65.3,61.6,70.6,3.65,11.63,6.87,8.41,71.3,44.98,2022
"1131","South Florida","AAC",24,9,60.8,54.5,66.5,6.36,8.82,2.28,12.91,69.84,42.56,2022
"1132","Missouri State","MVC",25,8,64.8,53.9,69.7,10.91,5.65,2.85,12.33,61.93,37.09,2022
"1133","Florida","SEC",21,11,68,64.8,75.6,3.25,11.81,9.9,5.17,68.54,41.99,2022
"1134","Florida Gulf Coast","A-Sun",30,3,78.1,59.2,69.5,18.91,-0.68,13.24,1.75,69.16,45,2022
"1135","Alabama","SEC",20,14,71.5,66.2,72.6,5.26,9.6,11.56,3.31,75.11,49.1,2022
"1136","West Virginia","Big 12",15,15,66.5,65.2,74.5,1.3,13.51,7.8,7.02,66.16,40.58,2022
"1137","Washington State","Pac-12",19,11,60.1,60,68,0.07,14.64,2.71,12,66.73,41.62,2022
"1138","Dayton","A-10",26,6,65.8,55.3,69.9,10.56,3.68,3.17,11.07,66.95,41.46,2022
"1139","Missouri","SEC",18,13,70.5,67.5,69.2,3.1,10.96,10.31,3.75,78.22,53.03,2022
"1140","Northwestern","Big Ten",17,12,66.9,63.9,72.1,3.03,10.9,5.22,8.71,67.83,43.9,2022
"1141","Mississippi State","SEC",15,14,71.1,68,71.7,3.17,10.17,10.53,2.81,74.61,49.97,2022
"1142","Belmont","OVC",23,8,69.5,56.5,67.8,13.06,-0.01,5.83,7.23,71.46,46.92,2022
"1143","UMass","A-10",26,7,71.7,61.6,70.5,10.09,2.89,10.48,2.5,75.66,52.43,2022
"1144","USC","Pac-12",12,16,64.3,64.7,71.4,-0.36,13.15,7.52,5.28,68.79,46.78,2022
"1145","Northern Iowa","MVC",23,11,69,58.4,69,10.59,4.03,5.01,7.62,66.09,44.47,2022
"1146","Marquette","Big East",23,11,67.1,60.4,70.3,6.74,5.65,3.96,8.42,67.65,45.57,2022
"1147","Michigan State","Big Ten",15,15,70.6,67.1,71.2,3.47,8.9,8.44,3.93,73.84,51.74,2022
"1148","Vanderbilt","SEC",16,19,63,61.4,70.2,1.6,10.74,3.29,9.05,65.79,43.18,2022
"1149","Buffalo","MAC",25,9,75.8,66.6,75.6,9.18,2.94,11.31,0.81,71.56,50.81,2022
"1150","Middle Tennessee","CUSA",27,8,68.4,57.7,68.9,10.77,1.32,5.46,6.63,69.38,46.49,2022
"1151","Texas Tech","Big 12",11,19,65.8,68.1,71,-2.27,14.09,7.55,4.28,71.97,50.9,2022
"1152","Stephen F. Austin","WAC",28,5,74.8,55.6,72,19.18,-3.76,6.03,5.79,60.54,40.18,2022
"1153","Oklahoma State","Big 12",9,20,57.7,61.6,72.1,-3.93,15.68,-0.1,11.84,60.85,39.36,2022
"1154","Villanova","Big East",24,9,64.9,60.9,68.9,4.06,7.69,2.51,9.24,68.84,47.31,2022
"1155","Tulane","AAC",21,10,72.5,64.8,71.2,7.68,5.34,11.56,-0.08,71.45,50.22,2022
"1156","Portland","WCC",20,11,70.6,62,68.3,8.61,4.55,6.95,4.42,62.2,44.07,2022
"1157","Purdue","Big Ten",17,15,69.2,67.3,73.2,1.81,9.44,8.95,2.3,70.44,50.25,2022
"1158","Toledo","MAC",29,6,72.4,61.1,70.3,11.34,-0.26,6.79,4.29,72.21,51.64,2022
"1159","IU Indianapolis","Horizon",24,5,70.5,56.4,68.5,14.03,-3.08,4.88,6.08,71.29,50.18,2022
"1160","Rhode Island","A-10",22,7,63.3,52.8,67,10.55,0.26,0.15,10.66,66.5,46.46,2022
"1161","Wake Forest","ACC",16,17,65,63,71.4,1.94,8.24,6.06,4.11,68.62,49.73,2022
"1162","California","Pac-12",11,13,68.5,66.4,69.7,2.04,9.8,6.54,3.44,63.01,45.7,2022
"1163","UNLV","MWC",26,7,75.3,64.7,73.2,10.61,-0.72,9.34,0.55,69.42,51.18,2022
"1164","Houston","AAC",18,16,63.2,61.1,71.7,2.06,7.53,3.41,6.18,63.68,44.69,2022
"1165","Fordham","A-10",18,11,62.2,58.1,67.7,4.1,5.48,1.47,8.12,66.98,47.93,2022
"1166","Washington","Pac-12",7,16,56.2,61.1,65,-4.96,14.51,-0.6,10.15,63.13,46.23,2022
"1167","Drake","MVC",20,14,73.4,68.1,73.7,5.35,5.29,11.05,-1.58,66.41,49.78,2022
"1168","Minnesota","Big Ten",15,18,69.7,71.8,72.3,-2.06,11.46,9.81,-0.42,73.87,55.99,2022
"1169","Auburn","SEC",10,18,63.7,65.9,72.6,-2.18,10.29,4.19,3.93,64.82,48.19,2022
"1170","Pittsburgh","ACC",11,19,61.7,65.1,73.9,-3.4,11.37,3.08,4.89,62.12,45.92,2022
"1171","Seton Hall","Big East",24,13,69.3,68.1,71.7,1.27,6.64,8.11,-0.2,70.76,54.23,2022
"1172","Southern Illinois","MVC",21,10,63.1,56.9,64.7,6.16,2.34,-0.71,8.58,64.15,48.22,2022
"1173","Virginia Commonwealth","A-10",16,12,60.7,58.2,66.5,2.5,4.95,-0.23,7.68,66.66,51.11,2022
"1174","San Diego","WCC",17,15,60.7,65.7,65.2,-4.97,5.57,4.34,2.89,60.72,46.51,2022
"1175","Towson","CAA",24,8,73.9,61.1,73.8,12.84,-3.27,6.97,0.03,60.24,46.59,2022
"1176","Charlotte","CUSA",22,10,63.2,59,69,4.25,2.45,-0.49,7.19,61.15,46.33,2022
"1177","New Mexico","MWC",26,10,76.6,67.6,72.8,8.97,-1.01,11.16,-4.54,67.66,54.19,2022
"1178","Syracuse","ACC",11,18,71,74.8,78,-3.83,10.45,11.96,-5.34,70.26,55.51,2022
"1179","Clemson","ACC",10,21,64.4,70.7,73,-6.29,12.82,6.8,-0.27,68.1,53.71,2022
"1180","Old Dominion","CUSA",24,10,63.8,55.8,69.5,7.97,-0.86,0.15,5.95,59.28,46.05,2022
"1181","Liberty","A-Sun",28,5,65.5,52.4,63.1,13.15,-4.02,-1.55,7.64,59.31,44.92,2022
"1182","Rutgers","Big Ten",11,20,58.4,60,67.7,-1.58,7.62,-4.97,11.01,60.34,47.26,2022
"1183","Jackson State","SWAC",23,7,79.5,62.6,77.6,16.93,-11.03,8.94,-3.03,67.75,53.13,2022
"1184","San Francisco","WCC",17,16,67.9,67.8,70.9,0.09,5.51,5.79,-0.19,64.26,52.09,2022
"1185","Southern Methodist","AAC",14,15,60.7,61.3,70.8,-0.66,5.89,-0.61,5.84,59.93,47.41,2022
"1186","Wyoming","MWC",17,13,64.6,60.9,63.9,3.7,2.56,-0.41,5.61,57.73,46.87,2022
"1187","Penn State","Big Ten",11,18,70.6,74.9,75.4,-4.31,9.21,9.67,-4.76,68.94,57.87,2022
"1188","Troy","Sun Belt",24,9,78.9,68.8,81.4,10.12,-3.71,10.02,-5.22,55.84,45.15,2022
"1189","Tulsa","AAC",17,11,69.5,64.8,68.9,4.68,1.16,6.91,-2.11,66.59,54.53,2022
"1190","Drexel","CAA",28,6,65.3,56.3,65.4,9,-4.29,-0.82,5.54,68.16,54.41,2022
"1191","Columbia","Ivy",25,7,68.6,62,73.5,6.66,-1.96,4.9,-0.2,64.98,53.76,2022
"1192","Temple","AAC",13,15,59.7,61.4,71.2,-1.71,6.35,0.58,4.05,59.84,47.89,2022
"1193","Wichita State","AAC",14,16,64.1,62.9,73.1,1.13,3.46,2.08,2.52,59.69,47.98,2022
"1194","Ball State","MAC",20,13,71.4,68.1,72.6,3.3,1.25,6.66,-2.11,67.62,57.04,2022
"1195","Kent State","MAC",19,12,68.3,61.8,67.3,6.48,1.12,0.55,3.8,61.09,50.91,2022
"1196","Delaware","CAA",24,8,72,63.9,72.9,8.09,-2.86,6.73,-2.5,63.59,52.94,2022
"1197","North Texas","CUSA",17,13,66.3,61.7,69.8,4.63,0.63,1.99,2.23,60.69,49.55,2022
"1198","Colorado State","MWC",21,12,69,63,68.4,6,-0.44,3.39,0.81,60.25,50.33,2022
"1199","St. John's (NY)","Big East",12,19,72,73.7,74.2,-1.68,5.33,9.91,-6.26,71.51,61.78,2022
"1200","UT Arlington","Sun Belt",20,8,70,66.5,73.9,3.54,0.05,4.41,-0.82,63.93,52.9,2022
"1201","Bowling Green","MAC",17,16,72.8,68.9,72.8,3.91,1.14,7.2,-3.65,64.76,55.33,2022
"1202","Green Bay","Horizon",19,8,61.9,55.8,66.4,6.11,-2.65,-2.35,5.81,62.21,51.79,2022
"1203","UC-Davis","Big West",15,13,61.9,58.8,65.4,3.11,1.6,-1.32,4.46,55.48,47.28,2022
"1204","Long Beach State","Big West",19,9,61.9,57.3,67.4,4.68,-1.14,-1.97,4.98,55.83,47.11,2022
"1205","Murray State","OVC",22,10,72.7,62.1,66.4,10.59,-5.76,3.92,-0.95,65.31,54.91,2022
"1206","Loyola (IL)","MVC",18,12,59.7,55.7,67,4.03,-0.17,-6.51,9.31,53.33,44.82,2022
"1207","Virginia","ACC",5,22,55,65.5,70.7,-10.44,13.22,-2.03,4.8,58.25,49.69,2022
"1208","Air Force","MWC",19,14,61.6,58.3,65.9,3.3,0.31,-4.03,6.72,52.32,43.96,2022
"1209","Harvard","Ivy",13,14,70.9,67.4,73.7,3.56,-0.93,8.38,-5.75,68.51,59.96,2022
"1210","TCU","Big 12",6,22,60.3,73.4,74.6,-13.11,15.73,2.34,0.28,61.07,51.86,2022
"1211","UC-Irvine","Big West",21,12,66.5,60.8,68.4,5.64,-1.33,0.96,1.62,57.51,49.67,2022
"1212","Davidson","A-10",18,15,63.5,61.7,67.7,1.88,0.69,1.7,0.88,66.35,57.07,2022
"1213","Bucknell","Patriot",24,10,62.6,54.9,68.1,7.68,-5.16,-2.5,5.01,60.95,51.94,2022
"1214","Kansas City","Summit",23,9,71.6,65.7,68,5.94,-0.36,5.54,-3.09,63.46,55.84,2022
"1215","Saint Mary's (CA)","WCC",18,15,69.7,72.1,71.5,-2.36,4.73,6.81,-4.44,64.82,56.91,2022
"1216","Richmond","A-10",16,14,70.5,67.1,72.7,3.43,-1.11,6.93,-4.61,67.79,59.1,2022
"1217","Illinois State","MVC",19,14,65,63.8,66.6,1.18,2.62,1.97,0.33,64.16,56.67,2022
"1218","Fairfield","MAAC",25,7,64.7,57,66.8,7.69,-5.52,-1.29,3.46,67.69,58.28,2022
"1219","Ohio","MAC",15,15,73.3,71.6,74.7,1.67,1.92,8.36,-6.24,64.46,57.23,2022
"1220","Santa Clara","WCC",16,15,70.2,68.6,65.7,1.65,3.67,4.7,-2.61,61.14,54.29,2022
"1221","Louisiana Tech","CUSA",21,12,67.1,60.2,66.9,6.88,-2.2,-0.21,2.2,57.67,49.68,2022
"1222","Stony Brook","AmEast",23,6,67.4,56.5,70.6,10.9,-8.96,1.33,0.61,63.19,54.87,2022
"1223","Nevada","MWC",20,13,66.6,62.5,66.7,4.18,-0.23,-0.05,1.91,57.71,51.01,2022
"1224","Memphis","AAC",16,12,62.3,61.3,69.6,1,0.85,-0.66,2.52,62.01,53.78,2022
"1225","Mercer","Southern",23,7,64.4,56.9,70.8,7.53,-5.83,-2.16,3.86,58.39,49.07,2022
"1226","California Baptist","WAC",23,9,75.6,69.2,77.1,6.38,-4.77,9.54,-7.93,61.65,54.66,2022
"1227","Cleveland State","Horizon",21,9,70,60.3,70.5,9.67,-5.49,2.92,-1.37,56.9,50.79,2022
"1228","Montana","Big Sky",19,11,67.9,60.6,69.2,7.33,-4.99,-0.42,1.71,57.37,50.36,2022
"1229","Saint Joseph's","A-10",13,17,58.3,60,65.3,-1.7,2.81,-3.5,4.61,63.09,56.86,2022
"1230","East Carolina","AAC",11,18,60.2,59.4,73.9,0.76,0.17,-3.16,4.09,53.37,46.57,2022
"1231","La Salle","A-10",16,12,65.4,63.5,70.8,1.82,-1.13,1.77,-1.07,63.68,57.55,2022
"1232","Quinnipiac","MAAC",21,12,67.5,60.3,71.8,7.21,-6.66,1.57,-1.02,63.46,58.09,2022
"1233","Akron","MAC",17,12,67.1,66.9,70.6,0.28,1.75,0.91,-0.41,60.73,55.69,2022
"1234","Northern Kentucky","Horizon",21,8,66.1,59.1,68.7,7,-6.14,-0.29,0.64,60.12,54.76,2022
"1235","Idaho State","Big Sky",19,12,66.8,64.1,67.6,2.65,-0.65,0.69,-0.44,55.64,50.98,2022
"1236","Providence","Big East",11,19,59.9,63.9,71.4,-3.97,4.21,-3.73,3.97,56.02,50.25,2022
"1237","Duquesne","A-10",11,18,63.8,64.6,69.6,-0.72,0.9,1.09,-0.92,63.75,58.48,2022
"1238","Tennessee Tech","OVC",21,11,65.8,61.1,64.9,4.69,-1.87,-0.84,1,60.1,54.32,2022
"1239","Lehigh","Patriot",19,11,69,60.1,71.6,8.87,-7.4,3.2,-3.04,60.37,56.02,2022
"1240","Hawaii","Big West",20,10,63.9,63.8,68.3,0.1,0.03,0.56,-0.43,61.22,56.2,2022
"1241","Montana State","Big Sky",22,13,69.1,68.1,69.3,0.94,-0.75,3.07,-3.12,58.47,53.79,2022
"1242","Northern Arizona","Big Sky",17,14,72.8,71,75.3,1.81,-1.9,7.55,-7.65,62.74,58.45,2022
"1243","Western Michigan","MAC",16,14,65,63.1,69.5,1.97,1.83,-3.32,3.22,52.69,48.84,2022
"1244","Youngstown State","Horizon",23,7,65.4,57.2,65.5,8.13,-5.76,-1.41,1.16,57.58,53.02,2022
"1245","San Diego State","MWC",15,16,62.6,63.7,69,-1.1,1.27,-2.98,2.62,55.37,51.77,2022
"1246","Louisiana","Sun Belt",18,7,66.9,57.9,64.6,9,-5.2,-3.95,3.53,50.95,45.08,2022
"1247","Wisconsin","Big Ten",8,21,57.9,67.2,67.2,-9.28,8.66,-3.58,2.95,60.58,57.69,2022
"1248","Western Kentucky","CUSA",18,12,70.5,69.3,72.8,1.2,-0.66,6.02,-6.71,60.2,56.15,2022
"1249","Marshall","CUSA",15,13,63.6,60,65.9,3.64,-1.09,-3.75,2.93,53.73,49.88,2022
"1250","Stetson","A-Sun",20,12,63.2,56.5,69,6.72,-3.09,-4.87,4.05,50.43,46.18,2022
"1251","Northern Illinois","MAC",14,15,66.7,69.2,71.6,-2.59,1.74,0.22,-1.06,61.4,57.63,2022
"1252","Rice","CUSA",14,13,66.9,65.8,70.5,1.07,-0.42,2.04,-3,57.92,53.41,2022
"1253","Little Rock","Sun Belt",17,10,60.9,57.5,66.3,3.37,-2.26,-7.35,6.38,50.59,45.62,2022
"1254","Saint Louis","A-10",9,18,59.8,64.1,70.6,-4.26,3.2,-2.65,1.6,57.4,53.47,2022
"1255","Fresno State","MWC",11,18,69.3,69.1,66.6,0.21,1.18,3.38,-4.54,60.42,57.86,2022
"1256","UAB","CUSA",16,15,67.2,63.4,67.9,3.81,-3.98,0.47,-2.14,57.61,54.53,2022
"1257","Boston University","Patriot",17,14,62.5,59.6,68.6,2.84,-4.62,-1.78,0,61.8,59.47,2022
"1258","Pennsylvania","Ivy",12,14,64.7,60.2,68.3,4.58,-2.74,-1.3,-0.48,54.58,52.26,2022
"1259","Jacksonville State","A-Sun",24,8,66.2,58.8,68.4,7.38,-6.89,-2.63,0.84,54.31,50.63,2022
"1260","Austin Peay","OVC",20,13,66.1,60.2,65,5.91,-5.89,-3.03,1.24,57.84,54.65,2022
"1261","UTEP","CUSA",14,15,65.2,65.4,69.6,-0.17,-1.82,0.28,-2.26,59.79,57.13,2022
"1262","Yale","Ivy",16,11,58.5,56.8,69.8,1.7,-3.69,-6.44,4.46,53.9,51.39,2022
"1263","James Madison","CAA",14,15,63.6,64.6,70.7,-1.03,-0.97,-0.59,-1.42,60.95,57.85,2022
"1264","Southern Utah","Big Sky",18,12,70.6,65.8,69.7,4.87,-3.4,1.35,-3.53,54.11,52.79,2022
"1265","Cincinnati","AAC",11,17,59.8,66.2,73,-6.43,4.17,-1.41,-0.85,55.87,52.86,2022
"1266","Utah Valley","WAC",16,15,63.4,60.2,64.7,3.19,-3.91,-4.78,2.39,54.89,52.59,2022
"1267","Illinois","Big Ten",7,20,64.4,74.4,74.3,-10.07,7.55,2.47,-4.99,61.69,60.08,2022
"1268","UC Santa Barbara","Big West",15,12,61.2,57.1,66.7,4.07,-3.34,-6.11,3.57,51.58,51.21,2022
"1269","College of Charleston","CAA",18,13,74.9,66.1,73.7,8.77,-7.24,6.47,-9.09,58.72,56.31,2022
"1270","Georgia Southern","Sun Belt",18,10,79.3,68.4,76.7,10.89,-7.41,5.93,-8.58,52.08,50.29,2022
"1271","Oral Roberts","Summit",16,15,65.8,65,70.6,0.84,0.38,-1.44,-1.25,50.58,49.72,2022
"1272","Elon","CAA",17,12,62.3,62.3,69.4,0.07,-2.81,-3.71,0.97,58.95,57.32,2022
"1273","American","Patriot",23,9,59.4,56.6,67.7,2.78,-5.61,-5.69,2.86,57.01,55.55,2022
"1274","George Washington","A-10",13,18,51.6,55.2,64.4,-3.58,1.91,-11.36,8.47,49.78,49.29,2022
"1275","Southern Mississippi","CUSA",18,12,66.7,64,69.5,2.67,-3.81,-0.14,-2.77,54.87,53.04,2022
"1276","UC Riverside","Big West",14,11,60.7,57.6,68.3,3.12,-2.35,-6.13,3.17,46.37,46.09,2022
"1277","Eastern Illinois","OVC",16,14,67.9,65.5,69.2,2.43,-2.91,1.29,-4.26,54.8,54.12,2022
"1278","Tennessee-Martin","OVC",12,18,55.6,58.1,64.8,-2.43,-0.56,-9.89,6.9,53.92,53.7,2022
"1279","Indiana State","MVC",11,20,64,65.6,69,-1.61,0.42,-0.74,-2.34,58.59,58.62,2022
"1280","Milwaukee","Horizon",14,16,58.6,59.1,67.1,-0.5,-2.62,-5.71,2.59,57.35,56.18,2022
"1281","Northern Colorado","Big Sky",15,16,62,60.8,66.3,1.16,-3.49,-6.04,2.82,53.3,52.83,2022
"1282","Manhattan","MAAC",21,11,66.2,61.3,73.2,4.91,-8.2,-0.64,-2.65,58.81,58.68,2022
"1283","Florida International","CUSA",15,16,64.1,62.2,67.3,1.9,-2.98,-3.05,-0.25,51.32,50.09,2022
"1284","Holy Cross","Patriot",20,11,60.4,56.5,67.4,3.84,-6.04,-5.4,1.9,54.92,54.34,2022
"1285","Grand Canyon","WAC",22,10,65.8,61,69.9,4.84,-5.47,-4.01,0.47,50.22,49.75,2022
"1286","North Dakota State","Summit",11,18,64.2,65.9,66.7,-1.69,1.81,-1,-2.67,55.99,56.92,2022
"1287","Idaho","Big Sky",14,18,68.5,70.1,72.6,-1.66,-0.43,2.58,-6.3,55.94,55.7,2022
"1288","UC San Diego","Big West",13,14,60.9,60,69,0.89,-2.64,-5.07,1.09,50.25,51.46,2022
"1289","Vermont","AmEast",20,11,61.5,54.3,66.9,7.16,-11.3,-5.04,0.89,59.17,59.07,2022
"1290","Albany (NY)","AmEast",23,10,57.1,49.6,62.2,7.48,-10.28,-10.81,6.66,54.77,53.88,2022
"1291","Miami (OH)","MAC",8,21,67.4,72.2,76.6,-4.79,0.5,1.5,-5.8,57.39,58.54,2022
"1292","Northeastern","CAA",14,18,61.9,62.6,70.2,-0.66,-4.03,-4.35,-0.34,56.83,57.83,2022
"1293","Oakland","Horizon",15,15,62.6,64,69.7,-1.37,-3.33,-2.69,-2,59.1,61.1,2022
"1294","Georgetown","Big East",10,19,60.1,67.9,68.8,-7.83,4.7,-3.72,-1.05,54.28,55.64,2022
"1295","Longwood","Big South",22,12,71.5,68.1,76.2,3.35,-8.2,3.65,-8.5,59.48,59.57,2022
"1296","Loyola Marymount","WCC",11,19,59.2,66.7,66.9,-7.43,3.22,-5.08,0.13,51.53,54.02,2022
"1297","Abilene Christian","WAC",17,13,73.9,66.6,66.1,7.27,-5.97,4.28,-9.32,57.43,58.53,2022
"1298","North Dakota","Summit",15,15,67.2,69.1,70.4,-1.83,-1.66,0.82,-6.19,54.41,56.79,2022
"1299","Maine","AmEast",20,12,58.3,56.8,65.5,1.59,-7.01,-6.87,1.46,58.01,59,2022
"1300","Sacramento State","Big Sky",14,16,64.8,65.6,65.1,-0.77,-3.89,-2.45,-3.03,60.15,62.9,2022
"1301","Valparaiso","MVC",11,19,60.1,67.2,67.7,-7.17,1.57,-3.06,-2.53,59.26,63.47,2022
"1302","North Florida","A-Sun",13,17,65.6,62.2,68.9,3.33,-3.05,-3.69,-1.99,48.25,50.14,2022
