seed1,team1,seed2,team2,score1,score2,winner,region,year,team1_win,PPG_diff,PPG_Allowed_diff,Pace_diff,MOV_diff,SOS_diff,OSRS_diff,DSRS_diff,Adj_ORtg_diff,Adj_DRtg_diff
5,Kansas State,4,Kentucky,80,79,Kansas State,region4,2025,1,3,-4.5,-1,7.559999999999999,-3.339999999999998,3.629999999999999,0.5999999999999996,5.579999999999998,-1.8500000000000085
6,Iowa,3,Oklahoma,62,96,Oklahoma,region4,2025,0,-10.299999999999997,-3.1000000000000085,-8.5,-7.119999999999999,0.759999999999998,-11.62,5.260000000000001,-2.589999999999989,3.489999999999995
10,South Dakota State,2,UConn,57,91,UConn,region4,2025,0,-6,10.199999999999996,0.29999999999999716,-16.29,-11.43,-14.57,-14.350000000000001,-18.670000000000016,21.700000000000003
1,USC,5,Kansas State,67,61,USC,region4,2025,1,1.7999999999999972,0.5,5.199999999999989,1.2100000000000009,5.029999999999999,2.9800000000000004,3.2500000000000018,-2.1099999999999994,-8.519999999999996
3,Oklahoma,2,UConn,59,82,UConn,region4,2025,0,3,16.700000000000003,11.599999999999994,-13.780000000000001,1.5199999999999996,1.759999999999998,-14.02,-14.29000000000002,7.010000000000005
1,USC,2,UConn,64,78,UConn,region4,2025,0,-1,7.199999999999996,6.699999999999989,-8.260000000000002,2.0599999999999987,-1.7300000000000004,-4.469999999999999,-11.750000000000014,0.09000000000000341
1,South Carolina,1,Texas,74,57,South Carolina,final four,2025,1,1.2999999999999972,1.7999999999999972,0.4000000000000057,-0.5899999999999999,4.079999999999998,3.0599999999999987,0.41999999999999815,2.9000000000000057,-1.9499999999999957
1,UCLA,2,UConn,51,85,UConn,final four,2025,0,-3.799999999999997,6.399999999999999,1.5,-10.280000000000001,2.5599999999999987,-4.440000000000001,-3.280000000000001,-8.060000000000016,4.590000000000003
1,South Carolina,2,UConn,59,82,UConn,championship,2025,0,-2.6000000000000085,5.799999999999997,2.299999999999997,-8.45,7.279999999999998,-1.370000000000001,0.1999999999999993,-5.440000000000012,-1.1199999999999974
1,South Carolina,16,Presbyterian,91,39,South Carolina,region1,2024,1,27.800000000000004,-2.299999999999997,6.3999999999999915,30.25,27.5,40.96,19.92,45.33000000000001,-35.269999999999996
8,UNC,9,Michigan State,59,56,UNC,region1,2024,1,-15,-4.5,-3.5999999999999943,-10.5,4.779999999999999,-11.129999999999999,5.3999999999999995,-11.810000000000002,-5.1200000000000045
5,Oklahoma,12,Florida Gulf Coast,73,70,Oklahoma,region1,2024,1,1.5999999999999943,14.099999999999994,8.700000000000003,-12.490000000000002,18.46,12.169999999999998,-3.0500000000000007,1.6200000000000045,-7.8500000000000085
4,Indiana,13,Fairfield,89,56,Indiana,region1,2024,1,7,9.200000000000003,1.2000000000000028,-2.17,24.48,15.150000000000002,9.33,21.42,-11.63000000000001
6,Nebraska,11,Texas A&M,61,59,Nebraska,region1,2024,1,4,5.5,-0.5,-1.4600000000000009,3.040000000000001,4.71,-3.129999999999999,5.739999999999995,3.1599999999999966
