team1,seed1,team2,seed2,PPG_diff,PPG_Allowed_diff,Pace_diff,MOV_diff,SOS_diff,OSRS_diff,DSRS_diff,Adj_ORtg_diff,Adj_DRtg_diff
UCLA,1,First Four,16,17.499999999999993,5.900000000000006,9.799999999999997,19.5,34.86,26.91,23.67,28.25,4.509999999999998
UCLA,1,Richmond,8,6.5,0.7000000000000028,3.200000000000003,5.879999999999999,13.99,11.09,8.77,8.36,-16.269999999999996
UCLA,1,Georgia Tech,9,1.6999999999999886,-6.599999999999994,0.5999999999999943,8.409999999999998,4.73,3.6899999999999977,9.44,5.760000000000005,-12.25
UCLA,1,Ole Miss,5,2.8999999999999915,-0.5,1.2000000000000028,3.5,3.8200000000000003,5.279999999999999,2.0500000000000007,5.790000000000006,-3.769999999999996
UCLA,1,Ball State,12,5.8999999999999915,-2.0999999999999943,0.20000000000000284,8.03,17.59,14.39,13.17,20.570000000000007,-16.760000000000005
UCLA,1,Baylor,4,0.5999999999999943,-2.299999999999997,-2.4000000000000057,3,5.42,2.34,6.08,6.609999999999999,-4.6200000000000045
UCLA,1,Grand Canyon,13,1.3999999999999915,1,3.200000000000003,0.5,23.6,13.26,13.399999999999999,16.870000000000005,-18.370000000000005
UCLA,1,Florida State,6,-8.600000000000009,-13.5,-5,4.939999999999998,5.450000000000001,-6.030000000000001,16.42,3.3299999999999983,-12.810000000000002
UCLA,1,George Mason,11,4.8999999999999915,1,1.0999999999999943,3.969999999999999,17.55,11.11,11.64,13.27000000000001,-16.340000000000003
UCLA,1,LSU,3,-5.900000000000006,-8,-6.400000000000006,2.1799999999999997,2.380000000000001,-4.09,8.65,3.660000000000011,-5.150000000000006
UCLA,1,San Diego State,14,9.199999999999989,-2.6999999999999957,1.4000000000000057,11.969999999999999,17.62,17.34,14.78,22.210000000000008,-20.39
UCLA,1,Michigan State,7,-0.9000000000000057,-6.299999999999997,-2.5,5.4399999999999995,3.4000000000000004,1.1099999999999994,7.73,7.670000000000002,-5.640000000000001
UCLA,1,Harvard,10,9.199999999999989,5.200000000000003,2.5,4.009999999999998,17.66,14.399999999999999,7.27,16.189999999999998,-10.689999999999998
UCLA,1,NC State,2,1.7999999999999972,-7.700000000000003,-0.20000000000000284,9.559999999999999,-0.4499999999999993,0.5999999999999979,8.52,4.560000000000002,-8.239999999999995
UCLA,1,Vermont,15,17.499999999999993,5.5,9.799999999999997,12.059999999999999,22.95,23.63,10.61,21.61,-21.989999999999995
UCLA,1,South Carolina,1,-1.9000000000000057,-0.09999999999999432,-2.5999999999999943,-1.7600000000000016,-4.75,-3.969999999999999,-2.539999999999999,-3.789999999999992,4.509999999999998
UCLA,1,Tennessee Tech,16,6.599999999999994,-4.399999999999999,0.7000000000000028,11.03,25.52,17.95,19.71,24.230000000000004,-26
UCLA,1,Utah,8,1.8999999999999915,-5.399999999999999,1.7999999999999972,7.369999999999999,4.73,3.780000000000001,8.32,5.800000000000011,-10.379999999999995
UCLA,1,Indiana,9,8.299999999999997,-6.3999999999999915,0.09999999999999432,14.739999999999998,1.0399999999999991,8.7,7.07,10.600000000000009,-10.620000000000005
UCLA,1,Alabama,5,0.19999999999998863,-5,0.20000000000000284,5.3199999999999985,3.5600000000000005,2.789999999999999,6.09,5.670000000000002,-7.1200000000000045
UCLA,1,Green Bay,12,10.199999999999989,1.9000000000000057,4.799999999999997,8.35,21.02,19.91,10.73,17.67,-20.959999999999994
UCLA,1,Maryland,4,-1.3000000000000114,-11.599999999999994,-4.700000000000003,10.339999999999998,2.41,-0.8399999999999999,13.59,3.3000000000000114,-14.400000000000006
UCLA,1,Norfolk State,13,4.199999999999989,1.8000000000000043,2.799999999999997,2.4399999999999977,25.96,15.91,14.61,23.189999999999998,-18.150000000000006
UCLA,1,West Virginia,6,2.6999999999999886,2.200000000000003,-1.5,0.5799999999999983,5.390000000000001,4.23,1.7399999999999984,6.710000000000008,-1.269999999999996
UCLA,1,First Four,16,17.499999999999993,5.900000000000006,9.799999999999997,19.5,34.86,26.91,23.67,28.25,4.509999999999998
UCLA,1,UNC,3,7.699999999999989,-0.3999999999999986,1.0999999999999943,8.209999999999999,2.67,9.12,1.7600000000000016,11.260000000000005,-3.3299999999999983
UCLA,1,Oregon State,14,15.799999999999997,-3.5999999999999943,3.799999999999997,19.5,14.56,22.25,12.620000000000001,26.61,-20.03
UCLA,1,Vanderbilt,7,-5,-11.099999999999994,0.9000000000000057,6.1899999999999995,3.0600000000000005,-3.740000000000002,12.99,1.1600000000000108,-12.840000000000003
UCLA,1,Oregon,10,10.399999999999991,-5.199999999999996,3.200000000000003,15.639999999999999,0.6600000000000001,10.57,5.720000000000001,13.63000000000001,-8.310000000000002
UCLA,1,Duke,2,4.699999999999989,-0.5,2.4000000000000057,5.239999999999998,-1.0899999999999999,4.619999999999999,-0.46999999999999886,6.829999999999998,1.1700000000000017
UCLA,1,Lehigh,15,8.899999999999991,0.30000000000000426,0.09999999999999432,8.7,25.32,17.689999999999998,17.78,23.36,-23.78
UCLA,1,USC,1,-2.9000000000000057,-2.0999999999999943,1.0999999999999943,-0.6400000000000006,0.46999999999999886,-3.0500000000000007,2.879999999999999,2.75,1.9300000000000068
UCLA,1,UNC Greensboro,16,13.599999999999994,5.900000000000006,5.700000000000003,7.739999999999998,25.3,26.169999999999998,12.91,28.25,-23.060000000000002
UCLA,1,California,8,4.8999999999999915,-6.8999999999999915,4.099999999999994,11.819999999999999,3.880000000000001,6.5,9.2,10.079999999999998,-11.489999999999995
UCLA,1,Mississippi State,9,2.5999999999999943,-6,-0.20000000000000284,8.69,6.110000000000001,4.9399999999999995,9.86,9.510000000000005,-10.680000000000007
UCLA,1,Kansas State,5,-0.7000000000000028,-0.7999999999999972,0.29999999999999716,0.23999999999999844,5.690000000000001,0.3099999999999987,5.619999999999999,1.3900000000000006,-5.659999999999997
UCLA,1,Fairfield,12,5.699999999999989,3.700000000000003,1.2999999999999972,2.129999999999999,24.36,14.969999999999999,12.43,17.75,-17.61
UCLA,1,Kentucky,4,2.8999999999999915,-4.599999999999994,-2,7.589999999999998,1.6000000000000014,4.199999999999999,4.98,7.200000000000003,-6.109999999999999
UCLA,1,Liberty,13,6.699999999999989,-2,3.700000000000003,8.719999999999999,17.29,14.84,14.71,17.5,-21.159999999999997
UCLA,1,Iowa,6,4.299999999999997,-7.3999999999999915,-5.200000000000003,11.809999999999999,-0.39000000000000057,5.209999999999999,6.209999999999999,8.150000000000006,-7.060000000000002
UCLA,1,Murray State,11,-9.200000000000003,-14.399999999999991,-7.200000000000003,5.279999999999999,17.34,-1.0500000000000007,23.67,8.030000000000001,-23.909999999999997
UCLA,1,Oklahoma,3,-6.6000000000000085,-11.299999999999997,-5.799999999999997,4.779999999999998,0.870000000000001,-6.359999999999999,12.01,5.650000000000006,-4.519999999999996
UCLA,1,Florida Gulf Coast,14,6.5,4.5,2.9000000000000057,2,23.880000000000003,17.98,9.84,18.75,-16.819999999999993
UCLA,1,Oklahoma State,7,1.8999999999999915,-2.299999999999997,0.4000000000000057,4.23,8.790000000000001,5.1,7.92,10.079999999999998,-7.890000000000001
UCLA,1,South Dakota State,10,2.299999999999997,-3.6999999999999957,2.4000000000000057,5.999999999999998,14.91,10.299999999999999,11.780000000000001,10.340000000000003,-18.239999999999995
UCLA,1,UConn,2,-2.200000000000003,5.800000000000004,0.09999999999999432,-8,3.99,-3.09,-0.9200000000000017,-6.679999999999993,1.7199999999999989
UCLA,1,Arkansas State,15,5.299999999999997,-8.799999999999997,3.299999999999997,14.16,22.14,14.95,21.89,27.090000000000003,-23.33
UCLA,1,Texas,1,-0.30000000000001137,1.8000000000000043,0,-2.0600000000000023,-0.9100000000000001,-1.0800000000000018,-1.8900000000000006,-1.0499999999999972,2.469999999999999
UCLA,1,First Four,16,17.499999999999993,5.900000000000006,9.799999999999997,19.5,34.86,26.91,23.67,28.25,4.509999999999998
UCLA,1,Illinois,8,7.3999999999999915,-4,0.7000000000000028,11.469999999999999,4.1,8.69,6.879999999999999,8.340000000000003,-11.310000000000002
UCLA,1,Creighton,9,6.5,-5.799999999999997,3.5999999999999943,12.379999999999999,4.59,6.27,10.7,5.109999999999999,-16.049999999999997
UCLA,1,Tennessee,5,-8.600000000000009,-12.700000000000003,-2.5999999999999943,4.199999999999999,1.3399999999999999,-7.379999999999999,12.91,1.6700000000000017,-8.540000000000006
UCLA,1,South Florida,12,12.599999999999994,-2.799999999999997,4.700000000000003,15.419999999999998,11.2,16.27,10.36,17.870000000000005,-17.61
UCLA,1,Ohio State,4,-0.30000000000001137,-5.799999999999997,-2.4000000000000057,5.619999999999999,2.700000000000001,1.4800000000000004,7.16,8,-5.079999999999998
UCLA,1,Montana State,13,6.099999999999994,2.200000000000003,4,3.9399999999999977,20.35,15.11,11.34,20.67,-14.560000000000002
UCLA,1,Michigan,6,0.5,-8,2.0999999999999943,8.559999999999999,1.6999999999999993,1.9499999999999993,8.31,6.480000000000004,-8.450000000000003
UCLA,1,First Four,16,17.499999999999993,5.900000000000006,9.799999999999997,19.5,34.86,26.91,23.67,28.25,4.509999999999998
UCLA,1,Notre Dame,3,-6.1000000000000085,-4.399999999999999,-2.9000000000000057,-1.6099999999999994,0.8099999999999987,-5.949999999999999,5.15,1.7900000000000063,0.7399999999999949
UCLA,1,Stephen F. Austin,14,0.6999999999999886,-3.799999999999997,-3.5,4.649999999999999,23.4,10.149999999999999,21.37,18.80000000000001,-23.650000000000006
UCLA,1,Louisville,7,6.3999999999999915,-9.599999999999994,-0.09999999999999432,16.07,0.030000000000001137,6.84,9.26,9.210000000000008,-12.569999999999993
UCLA,1,Nebraska,10,2.5999999999999943,-10.700000000000003,1,13.309999999999999,3.1400000000000006,3.3200000000000003,13.14,5.060000000000002,-16.709999999999994
UCLA,1,TCU,2,1,0.4000000000000057,3.5999999999999943,0.6799999999999997,4.85,2.2399999999999984,3.289999999999999,-2.8499999999999943,-8.379999999999995
UCLA,1,FDU,15,11.099999999999994,3,6,8.129999999999999,34.86,26.91,17.25,27.52000000000001,-30.180000000000007
First Four,16,Richmond,8,-10.999999999999993,-5.200000000000003,-6.599999999999994,-13.62,-20.869999999999997,-15.82,-14.9,-19.89,-20.779999999999994
First Four,16,Georgia Tech,9,-15.800000000000004,-12.5,-9.200000000000003,-11.09,-30.13,-23.220000000000002,-14.23,-22.489999999999995,-16.759999999999998
First Four,16,Ole Miss,5,-14.600000000000001,-6.400000000000006,-8.599999999999994,-15.999999999999998,-31.04,-21.63,-21.619999999999997,-22.459999999999994,-8.279999999999994
First Four,16,Ball State,12,-11.600000000000001,-8,-9.599999999999994,-11.469999999999999,-17.27,-12.52,-10.5,-7.679999999999993,-21.270000000000003
First Four,16,Baylor,4,-16.9,-8.200000000000003,-12.200000000000003,-16.5,-29.439999999999998,-24.57,-17.59,-21.64,-9.130000000000003
First Four,16,Grand Canyon,13,-16.1,-4.900000000000006,-6.599999999999994,-19,-11.259999999999998,-13.649999999999999,-10.27,-11.379999999999995,-22.880000000000003
First Four,16,Florida State,6,-26.1,-19.400000000000006,-14.799999999999997,-14.56,-29.409999999999997,-32.94,-7.25,-24.92,-17.32
First Four,16,George Mason,11,-12.600000000000001,-4.900000000000006,-8.700000000000003,-15.53,-17.31,-15.8,-12.030000000000001,-14.97999999999999,-20.85
First Four,16,LSU,3,-23.4,-13.900000000000006,-16.200000000000003,-17.32,-32.48,-31,-15.02,-24.58999999999999,-9.660000000000004
First Four,16,San Diego State,14,-8.300000000000004,-8.600000000000001,-8.399999999999991,-7.53,-17.24,-9.57,-8.89,-6.039999999999992,-24.9
First Four,16,Michigan State,7,-18.4,-12.200000000000003,-12.299999999999997,-14.059999999999999,-31.46,-25.8,-15.94,-20.58,-10.149999999999999
First Four,16,Harvard,10,-8.300000000000004,-0.7000000000000028,-7.299999999999997,-15.49,-17.2,-12.51,-16.4,-12.060000000000002,-15.199999999999996
First Four,16,NC State,2,-15.699999999999996,-13.600000000000009,-10,-9.94,-35.31,-26.310000000000002,-15.15,-23.689999999999998,-12.749999999999993
First Four,16,Vermont,15,0,-0.4000000000000057,0,-7.44,-11.91,-3.28,-13.06,-6.640000000000001,-26.499999999999993
First Four,16,South Carolina,1,-19.4,-6,-12.399999999999991,-21.26,-39.61,-30.88,-26.21,-32.03999999999999,0
First Four,16,Tennessee Tech,16,-10.899999999999999,-10.300000000000004,-9.099999999999994,-8.469999999999999,-9.34,-8.96,-3.96,-4.019999999999996,-30.509999999999998
First Four,16,Utah,8,-15.600000000000001,-11.300000000000004,-8,-12.129999999999999,-30.13,-23.13,-15.35,-22.44999999999999,-14.889999999999993
First Four,16,Indiana,9,-9.199999999999996,-12.299999999999997,-9.700000000000003,-4.760000000000001,-33.82,-18.21,-16.6,-17.64999999999999,-15.130000000000003
First Four,16,Alabama,5,-17.300000000000004,-10.900000000000006,-9.599999999999994,-14.18,-31.299999999999997,-24.12,-17.58,-22.58,-11.630000000000003
First Four,16,Green Bay,12,-7.300000000000004,-4,-5,-11.149999999999999,-13.84,-7,-12.940000000000001,-10.579999999999998,-25.46999999999999
First Four,16,Maryland,4,-18.800000000000004,-17.5,-14.5,-9.16,-32.45,-27.75,-10.08,-24.94999999999999,-18.910000000000004
First Four,16,Norfolk State,13,-13.300000000000004,-4.100000000000001,-7,-17.060000000000002,-8.899999999999999,-11,-9.06,-5.060000000000002,-22.660000000000004
First Four,16,West Virginia,6,-14.800000000000004,-3.700000000000003,-11.299999999999997,-18.92,-29.47,-22.68,-21.93,-21.539999999999992,-5.779999999999994
First Four,16,First Four,16,0,0,0,0,0,0,0,0,0
First Four,16,UNC,3,-9.800000000000004,-6.300000000000004,-8.700000000000003,-11.29,-32.19,-17.79,-21.909999999999997,-16.989999999999995,-7.839999999999996
First Four,16,Oregon State,14,-1.6999999999999957,-9.5,-6,0,-20.299999999999997,-4.66,-11.05,-1.6400000000000006,-24.54
First Four,16,Vanderbilt,7,-22.499999999999993,-17,-8.899999999999991,-13.309999999999999,-31.799999999999997,-30.650000000000002,-10.68,-27.08999999999999,-17.35
First Four,16,Oregon,10,-7.100000000000001,-11.100000000000001,-6.599999999999994,-3.8600000000000003,-34.2,-16.34,-17.95,-14.61999999999999,-12.82
