team1,seed1,region,team2,seed2,PPG_team1,PPG_Allowed_team1,Pace_team1,MOV_team1,SOS_team1,OSRS_team1,DSRS_team1,Adj_ORtg_team1,Adj_DRtg_team1,year_team1,PPG_team2,PPG_Allowed_team2,Pace_team2,MOV_team2,SOS_team2,OSRS_team2,DSRS_team2,Adj_ORtg_team2,Adj_DRtg_team2,year_team2,PPG_diff,PPG_Allowed_diff,Pace_diff,MOV_diff,SOS_diff,OSRS_diff,DSRS_diff,Adj_ORtg_diff,Adj_DRtg_diff
Louisville,3,FORT WORTH 3,Tennessee,10,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,77,69.4,75.8,7.55,20.45,19.92,8.08,112.31,75.98,2026,2.9000000000000057,-8.600000000000009,-4.099999999999994,11.629999999999999,-6.1,0.509999999999998,5.02,6.799999999999997,-1.3599999999999994
Louisville,3,FORT WORTH 3,Notre Dame,6,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,77.9,64.9,73.5,13,14.81,18.2,9.61,113,76.94,2026,2,-4.1000000000000085,-1.7999999999999972,6.18,-0.46000000000000085,2.2300000000000004,3.49,6.109999999999999,-2.319999999999993
Louisville,3,FORT WORTH 3,Nebraska,11,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,79.3,67.7,72.3,11.63,15.75,19.07,8.31,117.08,80.15,2026,0.6000000000000085,-6.900000000000006,-0.5999999999999943,7.549999999999999,-1.4000000000000004,1.3599999999999994,4.789999999999999,2.030000000000001,-5.530000000000001
Louisville,3,FORT WORTH 3,Oregon,8,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,74.7,64.5,72.8,10.21,16.35,15.53,11.03,109.75,74.34,2026,5.200000000000003,-3.700000000000003,-1.0999999999999943,8.969999999999999,-2.0000000000000018,4.9,2.0700000000000003,9.36,0.28000000000000114
Louisville,3,FORT WORTH 3,NC State,7,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,77.2,66.5,73.2,10.73,15.72,18.06,8.39,112.57,77.78,2026,2.700000000000003,-5.700000000000003,-1.5,8.45,-1.370000000000001,2.370000000000001,4.709999999999999,6.540000000000006,-3.1599999999999966
Louisville,3,FORT WORTH 3,Washington,6,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,71.7,62.2,68.5,9.48,16.72,12.88,13.32,112.61,76.51,2026,8.200000000000003,-1.4000000000000057,3.200000000000003,9.7,-2.369999999999999,7.549999999999999,-0.22000000000000064,6.5,-1.8900000000000006
Louisville,3,FORT WORTH 3,Oklahoma State,8,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,81.5,63.4,72.7,18.06,9.26,18.28,7.37,116.21,82.7,2026,-1.5999999999999943,-2.6000000000000014,-1,1.120000000000001,5.09,2.1499999999999986,5.7299999999999995,2.9000000000000057,-8.079999999999998
Louisville,3,FORT WORTH 3,Illinois,7,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,77.5,66.1,71.8,11.38,14.12,16.24,9.26,113.64,79.66,2026,2.4000000000000057,-5.299999999999997,-0.09999999999999432,7.799999999999999,0.23000000000000043,4.190000000000001,3.84,5.469999999999999,-5.039999999999992
Louisville,3,FORT WORTH 3,Alabama,6,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,70.1,61.5,69.6,8.58,16.78,11.47,13.89,110.02,75.52,2026,9.800000000000011,-0.7000000000000028,2.1000000000000085,10.6,-2.4300000000000015,8.959999999999999,-0.7900000000000009,9.090000000000003,-0.8999999999999915
Louisville,3,FORT WORTH 3,Iowa State,8,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,82.3,67.2,73.5,15.16,9.64,21.26,3.54,117.7,84.45,2026,-2.3999999999999915,-6.400000000000006,-1.7999999999999972,4.02,4.709999999999999,-0.8300000000000018,9.559999999999999,1.4099999999999966,-9.829999999999998
Louisville,3,FORT WORTH 3,Texas Tech,7,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,72,58.1,71.3,13.91,10.71,10.88,13.74,106.99,74.3,2026,7.900000000000006,2.6999999999999957,0.4000000000000057,5.27,3.639999999999999,9.549999999999999,-0.6400000000000006,12.120000000000005,0.3200000000000074
Louisville,3,FORT WORTH 3,Baylor,6,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,71.4,60,71.9,11.47,12.84,12.2,12.11,105.69,72.88,2026,8.5,0.7999999999999972,-0.20000000000000284,7.709999999999999,1.5099999999999998,8.23,0.9900000000000002,13.420000000000002,1.740000000000009
Louisville,3,FORT WORTH 3,Georgia,7,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,73.6,61.5,71.4,12.1,11.83,12.6,11.33,109.67,77.91,2026,6.300000000000011,-0.7000000000000028,0.29999999999999716,7.08,2.5199999999999996,7.83,1.7699999999999996,9.439999999999998,-3.289999999999992
Louisville,3,FORT WORTH 3,Villanova,10,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,71.8,61.4,71.4,10.47,11.27,12.28,9.47,107.64,77.62,2026,8.100000000000009,-0.6000000000000014,0.29999999999999716,8.709999999999999,3.08,8.15,3.629999999999999,11.469999999999999,-3
Louisville,3,FORT WORTH 3,Virginia,10,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,75.3,64.3,69.5,10.97,9.73,13.86,6.84,110.29,82.33,2026,4.6000000000000085,-3.5,2.200000000000003,8.209999999999999,4.619999999999999,6.57,6.26,8.819999999999993,-7.709999999999994
Louisville,3,FORT WORTH 3,Syracuse,9,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,74.5,63.4,72.2,11.06,9.49,13.44,7.12,105.07,78.31,2026,5.400000000000006,-2.6000000000000014,-0.5,8.12,4.859999999999999,6.99,5.9799999999999995,14.040000000000006,-3.6899999999999977
Louisville,3,FORT WORTH 3,Virginia Tech,9,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,72.9,61.3,73.1,11.59,8.96,11.29,9.26,103.49,76.88,2026,7,-0.5,-1.3999999999999915,7.59,5.389999999999999,9.14,3.84,15.620000000000005,-2.259999999999991
Louisville,3,FORT WORTH 3,Colorado,10,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,67.8,60.7,70.4,7.12,13.39,8.04,12.47,103.13,75.76,2026,12.100000000000009,0.09999999999999432,1.2999999999999972,12.059999999999999,0.9599999999999991,12.39,0.629999999999999,15.980000000000004,-1.1400000000000006
Louisville,3,FORT WORTH 3,Clemson,8,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,67.7,58.7,65.7,9,9.78,5.93,12.84,107.41,81.67,2026,12.200000000000003,2.0999999999999943,6,10.18,4.57,14.5,0.2599999999999998,11.700000000000003,-7.049999999999997
Louisville,3,FORT WORTH 3,James Madison,12,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,74.8,61.1,72,13.71,3.98,9.88,7.81,103.79,79.96,2026,5.1000000000000085,-0.30000000000000426,-0.29999999999999716,5.469999999999999,10.37,10.549999999999999,5.29,15.319999999999993,-5.339999999999989
Louisville,3,FORT WORTH 3,Richmond,11,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,72.6,59,66.8,13.61,3.72,10.09,7.23,109.97,85.55,2026,7.300000000000011,1.7999999999999972,4.900000000000006,5.57,10.629999999999999,10.34,5.869999999999999,9.14,-10.929999999999993
Louisville,3,FORT WORTH 3,Arizona State,10,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,66.5,60.6,71.6,5.94,11.3,4.94,12.29,98.49,75.55,2026,13.400000000000006,0.19999999999999574,0.10000000000000853,13.239999999999998,3.049999999999999,15.489999999999998,0.8100000000000005,20.620000000000005,-0.9299999999999926
Louisville,3,FORT WORTH 3,South Dakota State,11,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,76.6,61.2,69.8,15.33,1.91,10.75,6.49,108.57,84.39,2026,3.3000000000000114,-0.4000000000000057,1.9000000000000057,3.8499999999999996,12.44,9.68,6.609999999999999,10.540000000000006,-9.769999999999996
Louisville,3,FORT WORTH 3,Princeton,9,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,72.5,60,67,12.52,3.59,9.87,6.23,109.31,86.61,2026,7.400000000000006,0.7999999999999972,4.700000000000003,6.66,10.76,10.56,6.869999999999999,9.799999999999997,-11.989999999999995
Louisville,3,FORT WORTH 3,Rhode Island,11,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,67.7,53.8,65.7,13.91,1.34,3.54,10.35,102.97,82.95,2026,12.200000000000003,7,6,5.27,13.01,16.89,2.75,16.14,-8.329999999999998
Louisville,3,FORT WORTH 3,Gonzaga,12,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,74.4,64.5,70,9.88,3.83,10.43,3.28,105.59,86.8,2026,5.5,-3.700000000000003,1.7000000000000028,9.299999999999999,10.52,10,9.82,13.519999999999996,-12.179999999999993
Louisville,3,FORT WORTH 3,Fairfield,11,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,75.5,55.8,69.4,19.72,-7.88,7.72,4.12,104.05,87.57,2026,4.400000000000006,5,2.299999999999997,-0.5399999999999991,22.23,12.71,8.98,15.060000000000002,-12.949999999999989
Louisville,3,FORT WORTH 3,Colorado State,12,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,66.5,54.9,66.2,11.65,-0.08,1.15,9.41,99.95,84.68,2026,13.400000000000006,5.899999999999999,5.5,7.529999999999999,14.43,19.28,3.6899999999999995,19.159999999999997,-10.060000000000002
Louisville,3,FORT WORTH 3,Miami (OH),13,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,71,58.5,70.7,12.53,-1.86,1.89,6.66,95.82,84.13,2026,8.900000000000006,2.299999999999997,1,6.65,16.21,18.54,6.4399999999999995,23.290000000000006,-9.509999999999991
Louisville,3,FORT WORTH 3,Murray State,12,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,86.1,73.1,76.2,13,-3.27,16.66,-8.26,106.71,95.98,2026,-6.199999999999989,-12.299999999999997,-4.5,6.18,17.62,3.7699999999999996,21.36,12.400000000000006,-21.36
Louisville,3,FORT WORTH 3,Green Bay,13,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,68.7,58.6,68.8,10.06,-2.19,1.49,5.2,95.63,86.51,2026,11.200000000000003,2.1999999999999957,2.9000000000000057,9.12,16.54,18.94,7.8999999999999995,23.480000000000004,-11.89
Louisville,3,FORT WORTH 3,Idaho,13,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,77.1,64.4,75.9,12.71,-4.31,8.33,-1.73,96.28,88.4,2026,2.8000000000000114,-3.6000000000000085,-4.200000000000003,6.469999999999999,18.66,12.1,14.83,22.83,-13.780000000000001
Louisville,3,FORT WORTH 3,Western Illinois,13,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,75.9,60.1,70.8,15.77,-6.3,5.73,0.33,101.16,92.06,2026,4,0.6999999999999957,0.9000000000000057,3.41,20.65,14.7,12.77,17.950000000000003,-17.439999999999998
Louisville,3,FORT WORTH 3,Vermont,14,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,65.8,51.6,62.8,14.15,-5.9,-3.21,7.94,96.13,88.33,2026,14.100000000000009,9.199999999999996,8.900000000000006,5.029999999999999,20.25,23.64,5.159999999999999,22.980000000000004,-13.709999999999994
Louisville,3,FORT WORTH 3,UTSA,16,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,60,57.8,69.3,2.18,3.54,-5.21,9.68,89.36,83.12,2026,19.900000000000006,3,2.4000000000000057,17,10.809999999999999,25.64,3.42,29.75,-8.5
Louisville,3,FORT WORTH 3,College of Charleston,14,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,74.3,58.1,71.1,16.28,-7.85,3.69,0.22,97.5,92.15,2026,5.6000000000000085,2.6999999999999957,0.6000000000000085,2.8999999999999986,22.2,16.74,12.879999999999999,21.61,-17.53
Louisville,3,FORT WORTH 3,California Baptist,16,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,72.8,66.3,74.7,6.52,-2.63,6.58,-2.7,94.92,90.49,2026,7.1000000000000085,-5.5,-3,12.66,16.98,13.85,15.8,24.189999999999998,-15.86999999999999
Louisville,3,FORT WORTH 3,Missouri State,16,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,65.7,61,71.9,4.68,-0.89,0.13,3.65,90.35,85.75,2026,14.200000000000003,-0.20000000000000284,-0.20000000000000284,14.5,15.24,20.3,9.45,28.760000000000005,-11.129999999999995
Louisville,3,FORT WORTH 3,UC San Diego,14,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,71.1,61.9,72,9.19,-4.21,3.22,0.51,94.03,88.96,2026,8.800000000000011,-1.1000000000000014,-0.29999999999999716,9.99,18.56,17.21,12.59,25.08,-14.33999999999999
Louisville,3,FORT WORTH 3,Jacksonville,15,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,72.9,66.7,76.7,6.22,-4.48,5.5,-4.98,91.31,91.2,2026,7,-5.900000000000006,-5,12.96,18.83,14.93,18.08,27.799999999999997,-16.58
Louisville,3,FORT WORTH 3,High Point,15,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,74.2,58.8,72.7,15.44,-13.2,1.93,-2.07,91.78,92.89,2026,5.700000000000003,2,-1,3.74,27.549999999999997,18.5,15.17,27.33,-18.269999999999996
Louisville,3,FORT WORTH 3,FDU,15,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,69.1,51.3,64.8,17.79,-16.93,-5.32,4.23,92.91,92.76,2026,10.800000000000011,9.5,6.900000000000006,1.3900000000000006,31.28,25.75,8.87,26.200000000000003,-18.14
Louisville,3,FORT WORTH 3,Howard,14,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,66.9,59.9,72.2,7,-8.71,-1.29,-0.42,88.63,91.86,2026,13,0.8999999999999986,-0.5,12.18,23.060000000000002,21.72,13.52,30.480000000000004,-17.239999999999995
Louisville,3,FORT WORTH 3,Holy Cross,15,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,61.3,56.8,67.5,4.5,-6.24,-4.8,3.07,85.92,88.94,2026,18.60000000000001,4,4.200000000000003,14.68,20.59,25.23,10.03,33.19,-14.319999999999993
Louisville,3,FORT WORTH 3,Stephen F. Austin,16,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,75.3,66.4,76,8.91,-9.08,5.89,-7.69,93.62,96.55,2026,4.6000000000000085,-5.6000000000000085,-4.299999999999997,10.27,23.43,14.54,20.79,25.489999999999995,-21.929999999999993
Louisville,3,FORT WORTH 3,Southern,16,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,61.9,59.1,72,2.81,-7.29,-7.63,0.7,82.34,91.91,2026,18.000000000000007,1.6999999999999957,-0.29999999999999716,16.37,21.64,28.06,12.4,36.769999999999996,-17.289999999999992
Louisville,3,FORT WORTH 3,Samford,16,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,60.2,64.7,66.7,-4.47,-4.44,-7.43,-4.92,84.75,103.24,2026,19.700000000000003,-3.9000000000000057,5,23.65,18.79,27.86,18.02,34.36,-28.61999999999999
Iowa,2,SACRAMENTO 4,UConn,1,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,88.8,50.4,73.6,38.38,13.53,29.58,22.33,128.73,59.13,2026,-12,14.800000000000004,-1.1999999999999886,-26.75,7.640000000000002,-10.639999999999997,-8.469999999999999,-13.439999999999984,12.54
Iowa,2,SACRAMENTO 4,UCLA,1,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,85.1,57,69.7,28.13,20.86,27.66,21.32,132.47,65.02,2026,-8.299999999999997,8.200000000000003,2.700000000000003,-16.5,0.3100000000000023,-8.719999999999999,-7.460000000000001,-17.179999999999993,6.650000000000006
Iowa,2,SACRAMENTO 4,South Carolina,1,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,86.3,57.9,73.5,28.35,19.26,28.48,19.14,126.99,64.7,2026,-9.5,7.300000000000004,-1.0999999999999943,-16.72,1.9100000000000001,-9.54,-5.280000000000001,-11.699999999999989,6.969999999999999
Iowa,2,SACRAMENTO 4,LSU,2,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,94.5,60.8,78.6,33.63,13.18,33.96,12.85,125.67,68.06,2026,-17.700000000000003,4.400000000000006,-6.199999999999989,-22,7.990000000000002,-15.02,1.0099999999999998,-10.379999999999995,3.6099999999999994
Iowa,2,SACRAMENTO 4,Texas,1,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,85,56.6,73.3,28.32,18.19,26.21,20.31,125.14,64.05,2026,-8.200000000000003,8.600000000000001,-0.8999999999999915,-16.689999999999998,2.9800000000000004,-7.27,-6.449999999999999,-9.849999999999994,7.6200000000000045
Iowa,2,SACRAMENTO 4,Michigan,2,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,83.6,63,75.1,20.68,18.86,24.62,14.92,118.19,66.93,2026,-6.799999999999997,2.200000000000003,-2.6999999999999886,-9.049999999999999,2.3100000000000023,-5.68,-1.0600000000000005,-2.8999999999999915,4.739999999999995
Iowa,2,SACRAMENTO 4,Oklahoma,4,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,86.7,68.1,81.1,18.61,15.91,27.05,7.48,114.11,71.31,2026,-9.900000000000006,-2.8999999999999915,-8.699999999999989,-6.979999999999999,5.260000000000002,-8.11,6.379999999999999,1.1800000000000068,0.35999999999999943
Iowa,2,SACRAMENTO 4,Vanderbilt,2,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,84.7,65.5,73.6,19.16,15.15,25.36,8.96,123.22,78.15,2026,-7.900000000000006,-0.29999999999999716,-1.1999999999999886,-7.529999999999999,6.020000000000001,-6.419999999999998,4.899999999999999,-7.929999999999993,-6.480000000000004
Iowa,2,SACRAMENTO 4,Duke,3,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,74.1,58.9,71.8,15.22,18.87,16.52,17.57,112.57,67.37,2026,2.700000000000003,6.300000000000004,0.6000000000000085,-3.59,2.3000000000000007,2.4200000000000017,-3.710000000000001,2.720000000000013,4.299999999999997
Iowa,2,SACRAMENTO 4,Louisville,3,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,79.9,60.8,71.7,19.18,14.35,20.43,13.1,119.11,74.62,2026,-3.1000000000000085,4.400000000000006,0.7000000000000028,-7.549999999999999,6.820000000000002,-1.4899999999999984,0.7599999999999998,-3.819999999999993,-2.950000000000003
Iowa,2,SACRAMENTO 4,Ohio State,3,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,81.7,66.2,76.3,15.52,17.1,23.01,9.6,115.61,73.76,2026,-4.900000000000006,-1,-3.8999999999999915,-3.889999999999999,4.07,-4.07,4.26,-0.3199999999999932,-2.0900000000000034
Iowa,2,SACRAMENTO 4,Maryland,5,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,82.3,63.2,73.2,19.03,13.37,22.37,10.04,116.77,73.44,2026,-5.5,2,-0.7999999999999972,-7.4,7.8000000000000025,-3.4299999999999997,3.8200000000000003,-1.4799999999999898,-1.769999999999996
Iowa,2,SACRAMENTO 4,Minnesota,4,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,74.9,57.9,68.1,17,15.29,14.94,17.35,116.06,71.3,2026,1.8999999999999915,7.300000000000004,4.300000000000011,-5.369999999999999,5.880000000000003,4.000000000000002,-3.490000000000002,-0.769999999999996,0.37000000000000455
Iowa,2,SACRAMENTO 4,Michigan State,5,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,83,65.9,73.4,17.13,15.09,22.61,9.61,119.68,76.94,2026,-6.200000000000003,-0.7000000000000028,-1,-5.499999999999998,6.080000000000002,-3.669999999999998,4.25,-4.390000000000001,-5.269999999999996
Iowa,2,SACRAMENTO 4,Texas Christian,3,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,77.6,56.3,70.6,21.26,10.82,15.89,16.19,114.52,71.73,2026,-0.7999999999999972,8.900000000000006,1.8000000000000114,-9.63,10.350000000000001,3.0500000000000007,-2.330000000000002,0.7700000000000102,-0.060000000000002274
Iowa,2,SACRAMENTO 4,West Virginia,4,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,76.3,58.1,72.5,18.18,13.74,16.77,15.15,113.82,71.66,2026,0.5,7.100000000000001,-0.09999999999999432,-6.549999999999999,7.4300000000000015,2.1700000000000017,-1.290000000000001,1.470000000000013,0.010000000000005116
Iowa,2,SACRAMENTO 4,Kentucky,5,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,75.6,60.2,69.8,15.39,16.07,15.85,15.61,116.1,73.46,2026,1.2000000000000028,5,2.6000000000000085,-3.76,5.100000000000001,3.0900000000000016,-1.75,-0.8099999999999881,-1.789999999999992
Iowa,2,SACRAMENTO 4,UNC,4,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,75.4,59,70.2,16.45,12.61,15.06,14.01,111.6,73.02,2026,1.3999999999999915,6.200000000000003,2.200000000000003,-4.8199999999999985,8.560000000000002,3.880000000000001,-0.15000000000000036,3.690000000000012,-1.3499999999999943
Iowa,2,SACRAMENTO 4,Ole Miss,5,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,75.4,62,71.5,13.44,14.96,15.7,12.7,112.41,75.48,2026,1.3999999999999915,3.200000000000003,0.9000000000000057,-1.8099999999999987,6.210000000000001,3.240000000000002,1.1600000000000001,2.8800000000000097,-3.8100000000000023
Iowa,2,SACRAMENTO 4,USC,9,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,69.9,62.9,71.9,7.07,21.08,12.47,15.67,108.35,70.55,2026,6.8999999999999915,2.3000000000000043,0.5,4.5600000000000005,0.09000000000000341,6.470000000000001,-1.8100000000000005,6.940000000000012,1.1200000000000045
Iowa,2,SACRAMENTO 4,Tennessee,10,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,77,69.4,75.8,7.55,20.45,19.92,8.08,112.31,75.98,2026,-0.20000000000000284,-4.200000000000003,-3.3999999999999915,4.080000000000001,0.7200000000000024,-0.9800000000000004,5.779999999999999,2.980000000000004,-4.310000000000002
Iowa,2,SACRAMENTO 4,Notre Dame,6,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,77.9,64.9,73.5,13,14.81,18.2,9.61,113,76.94,2026,-1.1000000000000085,0.29999999999999716,-1.0999999999999943,-1.3699999999999992,6.360000000000001,0.740000000000002,4.25,2.2900000000000063,-5.269999999999996
Iowa,2,SACRAMENTO 4,Nebraska,11,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,79.3,67.7,72.3,11.63,15.75,19.07,8.31,117.08,80.15,2026,-2.5,-2.5,0.10000000000000853,0,5.420000000000002,-0.129999999999999,5.549999999999999,-1.789999999999992,-8.480000000000004
Iowa,2,SACRAMENTO 4,Oregon,8,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,74.7,64.5,72.8,10.21,16.35,15.53,11.03,109.75,74.34,2026,2.0999999999999943,0.7000000000000028,-0.3999999999999915,1.42,4.82,3.410000000000002,2.83,5.540000000000006,-2.6700000000000017
Iowa,2,SACRAMENTO 4,NC State,7,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,77.2,66.5,73.2,10.73,15.72,18.06,8.39,112.57,77.78,2026,-0.4000000000000057,-1.2999999999999972,-0.7999999999999972,0.9000000000000004,5.450000000000001,0.8800000000000026,5.469999999999999,2.720000000000013,-6.109999999999999
Iowa,2,SACRAMENTO 4,Washington,6,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,71.7,62.2,68.5,9.48,16.72,12.88,13.32,112.61,76.51,2026,5.099999999999994,3,3.9000000000000057,2.1500000000000004,4.450000000000003,6.0600000000000005,0.5399999999999991,2.680000000000007,-4.840000000000003
Iowa,2,SACRAMENTO 4,Oklahoma State,8,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,81.5,63.4,72.7,18.06,9.26,18.28,7.37,116.21,82.7,2026,-4.700000000000003,1.8000000000000043,-0.29999999999999716,-6.429999999999998,11.910000000000002,0.6600000000000001,6.489999999999999,-0.9199999999999875,-11.030000000000001
Iowa,2,SACRAMENTO 4,Illinois,7,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,77.5,66.1,71.8,11.38,14.12,16.24,9.26,113.64,79.66,2026,-0.7000000000000028,-0.8999999999999915,0.6000000000000085,0.25,7.0500000000000025,2.700000000000003,4.6,1.6500000000000057,-7.989999999999995
Iowa,2,SACRAMENTO 4,Alabama,6,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,70.1,61.5,69.6,8.58,16.78,11.47,13.89,110.02,75.52,2026,6.700000000000003,3.700000000000003,2.8000000000000114,3.0500000000000007,4.390000000000001,7.470000000000001,-0.030000000000001137,5.27000000000001,-3.8499999999999943
Iowa,2,SACRAMENTO 4,Iowa State,8,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,82.3,67.2,73.5,15.16,9.64,21.26,3.54,117.7,84.45,2026,-5.5,-2,-1.0999999999999943,-3.5299999999999994,11.530000000000001,-2.3200000000000003,10.32,-2.4099999999999966,-12.780000000000001
Iowa,2,SACRAMENTO 4,Texas Tech,7,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,72,58.1,71.3,13.91,10.71,10.88,13.74,106.99,74.3,2026,4.799999999999997,7.100000000000001,1.1000000000000085,-2.2799999999999994,10.46,8.06,0.11999999999999922,8.300000000000011,-2.6299999999999955
Iowa,2,SACRAMENTO 4,Baylor,6,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,71.4,60,71.9,11.47,12.84,12.2,12.11,105.69,72.88,2026,5.3999999999999915,5.200000000000003,0.5,0.16000000000000014,8.330000000000002,6.740000000000002,1.75,9.600000000000009,-1.2099999999999937
Iowa,2,SACRAMENTO 4,Georgia,7,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,73.6,61.5,71.4,12.1,11.83,12.6,11.33,109.67,77.91,2026,3.200000000000003,3.700000000000003,1,-0.46999999999999886,9.340000000000002,6.340000000000002,2.5299999999999994,5.6200000000000045,-6.239999999999995
Iowa,2,SACRAMENTO 4,Villanova,10,76.8,65.2,72.4,11.63,21.17,18.94,13.86,115.29,71.67,2026,71.8,61.4,71.4,10.47,11.27,12.28,9.47,107.64,77.62,2026,5,3.8000000000000043,1,1.1600000000000001,9.900000000000002,6.660000000000002,4.389999999999999,7.650000000000006,-5.950000000000003
