"","School","Conf","W","L","PPG","PPG_Allowed","Pace","MOV","SOS","OSRS","DSRS","Adj_ORtg","Adj_DRtg","year"
"519","UNC Greensboro","Southern",21,11,75.7,69.8,67.2,5.91,-2.9,-1.57,1.31,106.93,107.16,2023
"520","Colgate","Patriot",25,10,71.4,64.1,68.2,7.31,-5.55,-3.9,3.59,102.85,103.07,2023
"521","Sam Houston","CUSA",21,12,72.2,69.2,66.7,3,-1.72,-1.02,0.65,103.31,103.35,2023
"522","Fordham","A-10",13,20,70.5,72.4,70,-1.94,1.48,-0.91,0.46,100.07,100.92,2023
"523","Weber State","Big Sky",20,12,75.4,67.5,65.7,7.91,-4.15,-1.24,0.75,107.25,107.93,2023
"524","Louisiana","Sun Belt",19,14,75.9,71.7,69.2,4.21,-2.67,-0.51,-0.09,104.02,104.49,2023
"525","East Carolina","AAC",15,18,69.3,70.3,68.6,-0.97,1.32,-3.46,2.84,104.03,104.88,2023
"526","Purdue Fort Wayne","Horizon",23,13,80.2,71.6,70.4,8.58,-6.09,1.73,-2.47,102.99,104.31,2023
"527","Kent State","MAC",17,17,74.8,71.3,69.7,3.53,-2.54,-0.17,-0.59,105.61,106.29,2023
"528","St. Thomas","Summit",20,13,72.8,64.8,67,7.94,-5.72,-5.5,4.58,105.25,105.75,2023
"529","Stephen F. Austin","WAC",18,15,74.6,71.3,70.9,3.33,-1.76,-0.82,-0.14,100.48,102.18,2023
"530","Eastern Washington","Big Sky",21,11,80.8,75.2,68.9,5.59,-2.99,5.61,-6.64,109.65,110.77,2023
"531","George Washington","A-10",15,17,76.8,77.3,69.7,-0.47,-0.06,5.03,-6.06,105.56,107.36,2023
"532","Long Beach State","Big West",21,15,77.4,76,72.6,1.42,-1.19,3.92,-5.11,104.65,106.32,2023
"533","Tulsa","AAC",16,15,75,73.9,68.7,1.13,-1,1.08,-2.29,102.07,103.37,2023
"534","Temple","AAC",16,20,70.9,72.9,67.1,-2.03,1.68,-2.02,0.76,101.66,103.43,2023
"535","Massachusetts-Lowell","AmEast",22,10,80,70.7,69.7,9.38,-6.07,1.72,-3,103.24,105.23,2023
"536","UC-Davis","Big West",20,13,71.2,68.1,70.9,3.18,-2.85,-3.38,2.05,100.84,102.68,2023
"537","Utah Valley","WAC",16,16,68.7,68.6,72.2,0.13,-0.03,-4.75,3.42,97.86,99.14,2023
"538","Illinois State","MVC",15,17,66.5,67.7,65.7,-1.16,0.43,-7.2,5.82,101.32,103.59,2023
"539","Montana","Big Sky",24,12,76.9,71.8,64.1,5.06,-4.11,0.6,-2.01,108.53,110.46,2023
"540","UTEP","CUSA",18,16,72.6,69.1,68.3,3.59,-1.3,-3.52,2.02,97.41,99.32,2023
"541","Saint Louis","A-10",13,20,74.9,79.4,69.9,-4.45,4.15,4.87,-6.44,110.1,112.21,2023
"542","Illinois-Chicago","MVC",12,21,70.3,71.5,69.2,-1.27,1.3,-2,0.39,99.27,101.49,2023
"543","La Salle","A-10",16,17,72.7,73.1,68.5,-0.39,0.85,-0.21,-1.41,104.43,106.4,2023
"544","Delaware","CAA",19,14,73.2,69.7,67.4,3.55,-4.3,-1.93,0.25,102.5,104.52,2023
"545","UNC Asheville","Big South",22,12,78.9,73.1,69.3,5.79,-2.99,0.79,-2.71,105.25,108,2023
"546","Lipscomb","A-Sun",20,12,82.1,76.5,69.7,5.56,-5.04,4.04,-5.97,110.11,112.68,2023
"547","Winthrop","Big South",17,15,77.3,71.5,67.8,5.88,-3.42,0.3,-2.27,104.91,107.65,2023
"548","Longwood","Big South",21,14,74.7,68.5,67.1,6.26,-4.76,-2.59,0.55,103.26,106.03,2023
"549","Pepperdine","WCC",13,20,72.8,74,73.9,-1.21,0.7,-0.04,-2.09,105.74,108.94,2023
"550","Rhode Island","A-10",12,20,72.6,76.3,68.3,-3.78,2.87,1.28,-3.54,105.88,109.14,2023
"551","California Baptist","WAC",16,17,67.3,66.6,65.9,0.76,-2.26,-6.37,4.05,102.11,105.18,2023
"552","Stony Brook","CAA",20,15,73.5,72.3,65.1,1.2,-2.62,0.2,-2.79,103.85,107.17,2023
"553","Bryant","AmEast",20,13,78.7,75.4,73,3.33,-3.54,1.83,-4.89,97.81,102.04,2023
"554","Quinnipiac","MAAC",24,10,77.4,71.2,69.3,6.12,-7.32,1.55,-4.64,102.72,106.85,2023
"555","East Tennessee State","Southern",19,16,71.5,69.6,66.7,1.91,-2.74,-4.23,1.12,100.66,104.95,2023
"556","Fairfield","MAAC",24,13,75.5,71,64.9,4.54,-6.53,0.7,-3.87,105.94,110.21,2023
"557","Monmouth","CAA",18,15,72.4,72.6,68.4,-0.18,-2.98,-1.5,-1.67,103.64,108.35,2023
"558","UCSB","Big West",16,15,75.4,73.5,65.5,1.84,-3.01,-0.45,-2.73,104.62,109.22,2023
"559","Rice","AAC",11,21,72,75.7,70.8,-3.66,1.97,-1.51,-1.72,104.84,109.37,2023
"560","Fresno State","MWC",12,21,67.7,73.9,64,-6.24,3.5,-3.42,0.14,102.92,107.99,2023
"561","Penn","Ivy",11,18,74.4,74.4,67.9,0.07,0.26,-0.25,-3.08,106.39,111.35,2023
"562","Little Rock","OVC",21,13,77.3,72.5,72.9,4.82,-8.24,1.18,-4.6,104.8,109.08,2023
"563","Cleveland State","Horizon",21,15,75.5,72.8,66.5,2.64,-4.44,-1,-2.47,103.73,108.61,2023
"564","Jacksonville State","CUSA",14,18,70,66.4,66.5,3.56,-3.14,-7.18,3.63,99.97,104.63,2023
"565","Brown","Ivy",13,18,71.4,71.8,69.9,-0.48,-1.73,-2.15,-1.45,101.82,107.15,2023
"566","Northern Kentucky","Horizon",18,15,74.8,73.2,63.5,1.64,-3.73,-1.8,-1.86,100.87,106.23,2023
"567","Evansville","MVC",17,18,70.9,73.2,69.8,-2.31,0.75,-2.34,-1.35,100.47,105.63,2023
"568","Texas State","Sun Belt",17,18,69.9,70.1,64.9,-0.2,-0.74,-6.33,2.63,97.72,102.74,2023
"569","San Jose State","MWC",9,23,69.6,75.1,63.2,-5.47,3.28,-2.61,-1.21,104.09,109.98,2023
"570","Wofford","Southern",17,15,74.5,73.8,66.4,0.69,-1.6,-1.23,-2.64,106.09,111.7,2023
"571","Abilene Christian","WAC",16,18,72.1,73.5,70.9,-1.41,-1.12,-2.48,-1.65,100.11,105.6,2023
"572","UC Riverside","Big West",16,18,70.7,72,67.4,-1.29,-1.23,-3.01,-1.25,101.68,107.76,2023
"573","Northern Colorado","Big Sky",19,14,79.3,77,69.3,2.27,-5.25,4.13,-8.57,105.4,111.38,2023
"574","Texas A&M-Corpus Christi","Southland",21,12,75.2,66.7,71.7,8.48,-7.24,-4.79,0.34,97.68,102.84,2023
"575","Harvard","Ivy",14,13,70.4,71.7,67.8,-1.37,-2.08,-3.35,-1.23,99.74,106.18,2023
"576","St. Peter's","MAAC",19,14,64.8,64,63.2,0.82,-5.33,-10.24,5.67,95.85,102.2,2023
"577","Georgia State","Sun Belt",14,17,76.5,74.8,67.8,1.65,-2.59,-0.72,-3.88,103.1,109.54,2023
"578","Mercer","Southern",16,17,71.2,71.8,65.5,-0.7,-2.55,-4.63,-0.02,100.93,107.74,2023
"579","Gardner-Webb","Big South",17,16,73.5,73.2,67.5,0.36,-1.73,-1.77,-2.89,99.67,105.77,2023
"580","Air Force","MWC",9,22,66.2,72.4,63.6,-6.19,1.43,-6.63,1.86,104.7,113.09,2023
"581","Cal State Northridge","Big West",19,15,75,73.6,65.7,1.41,-4.13,0.08,-4.87,97.56,104.39,2023
"582","Bowling Green","MAC",20,14,73.6,71,71.2,2.59,-5.52,-2.56,-2.37,99.85,107.13,2023
"583","Milwaukee","Horizon",20,15,79.5,78.7,72.3,0.83,-4.47,3.95,-8.97,105.19,112.52,2023
"584","Stetson","A-Sun",22,13,76.8,73.3,65.8,3.46,-3.24,-0.77,-4.31,107.27,114.59,2023
"585","Cal State Fullerton","Big West",14,18,67.9,69.1,65.5,-1.25,-1.15,-6.38,1.23,98.55,105.51,2023
"586","Iona","MAAC",16,17,71.3,70.6,68.8,0.76,-5.95,-3.76,-1.43,101.49,108.61,2023
"587","Merrimack","NEC",21,12,69.2,65.4,67.1,3.76,-8.43,-7.97,2.74,94.35,101.75,2023
"588","UTSA","AAC",11,21,77.6,81,69.5,-3.38,-0.71,4.6,-9.86,105.23,112.41,2023
"589","San Diego","WCC",18,15,72.5,77.3,70.4,-4.79,0.33,-0.51,-4.81,99.92,106.44,2023
"590","Kansas City","Summit",16,16,71.9,69.3,65.4,2.59,-4.5,-4.81,-0.51,98.51,106.02,2023
"591","Montana State","Big Sky",17,18,75.3,74.5,67.9,0.83,-4.46,-1.15,-4.18,101.63,108.95,2023
"592","Cal State Bakersfield","Big West",13,19,68.7,69.2,63.4,-0.47,-2.17,-6.61,1.24,99.16,107.31,2023
"593","Eastern Kentucky","A-Sun",17,14,80.8,76.5,72,4.29,-4.49,-0.2,-5.22,103.57,110.6,2023
"594","Marshall","Sun Belt",13,20,73.8,76.7,72.7,-2.91,-1.39,-1.79,-3.63,98.76,105.84,2023
"595","Columbia","Ivy",13,14,77,72.4,70.6,4.52,-3.72,-0.43,-5,103.87,111.07,2023
"596","Lamar","Southland",19,14,77.8,72.9,67.9,4.91,-8.28,-0.99,-4.48,102.43,109.48,2023
"597","Tennessee-Martin","OVC",21,11,81.5,76.7,73.5,4.81,-7.25,4.89,-10.45,103.05,111.17,2023
"598","Green Bay","Horizon",18,14,69,69,66.2,0.06,-4.07,-7.14,1.5,101.18,109.31,2023
"599","Marist","MAAC",18,13,64.6,62.2,65.5,2.45,-8.09,-11.05,5.41,94.91,102.36,2023
"600","Radford","Big South",16,17,72,71.5,64.9,0.48,-3.47,-4.59,-1.08,104.06,112.11,2023
"601","Southern Utah","WAC",10,21,75,77.6,73.7,-2.58,-1.17,0.76,-6.48,103.39,110.9,2023
"602","Rider","MAAC",15,17,72.2,72.1,65.1,0.03,-4.28,-2.48,-3.26,100.6,108.53,2023
"603","Norfolk State","MEAC",24,11,74.5,67.5,68.1,6.97,-7.76,-4.75,-1.01,101.39,109.29,2023
"604","South Alabama","Sun Belt",16,16,74,75.7,66.7,-1.69,-3.37,-1.57,-4.35,101.95,110.07,2023
"605","Southern Mississippi","Sun Belt",16,16,69.9,71,68.9,-1.16,-2.93,-4.59,-1.33,98.84,107.07,2023
"606","Northeastern","CAA",12,20,69.4,72.3,67.1,-2.94,-3.15,-4.04,-2.05,102.88,111.71,2023
"607","Austin Peay","A-Sun",19,16,74.8,73.2,66.8,1.66,-4.85,-2.38,-3.74,104.57,113.45,2023
"608","New Hampshire","AmEast",16,15,74.1,74.1,65.7,0.03,-3.61,-1.63,-4.52,97.87,105.97,2023
"609","DePaul","Big East",3,29,64.7,81.8,69.8,-17.03,10.8,-2.65,-3.58,102.04,110.74,2023
"610","North Dakota","Summit",18,14,75.3,71.9,68.2,3.38,-6.1,-3.16,-3.08,101.47,110.46,2023
"611","Florida Gulf Coast","A-Sun",14,18,70.4,71.1,66.7,-0.72,-3.94,-7.29,1,101.16,109.97,2023
"612","Maine","AmEast",15,17,67.6,67.5,67,0.16,-4.87,-9.41,3.03,94.89,103.85,2023
"613","Miami (OH)","MAC",15,17,70.6,70,69.4,0.56,-4.08,-5.47,-0.98,98.43,107.19,2023
"614","The Citadel","Southern",11,21,70.6,71.5,68.2,-0.91,-2.91,-5.93,-0.6,100.5,110.01,2023
"615","Mount St. Mary's","MAAC",13,19,72.7,71.8,65.8,0.91,-7.45,-1.97,-4.57,99.59,109.06,2023
"616","Albany (NY)","AmEast",13,19,78.7,78.8,67.9,-0.13,-5.22,3.71,-10.32,102.39,111.43,2023
"617","Ball State","MAC",15,16,73.5,71,68.5,2.58,-5.93,-3.55,-3.13,101.07,110.63,2023
"618","North Florida","A-Sun",16,16,78,75.8,69.1,2.16,-4.84,-1.08,-5.87,105.03,113.94,2023
"619","Nicholls State","Southland",20,14,73.9,73.9,72.7,-0.06,-5.37,-2.15,-4.99,100.79,110.3,2023
"620","Portland State","Big Sky",17,15,71.9,71.8,72.3,0.09,-4.94,-4.13,-3.02,96.09,105.48,2023
"621","North Alabama","A-Sun",15,17,76.5,76.1,69.5,0.38,-5,-0.89,-6.28,102.6,112.55,2023
"622","Omaha","Summit",15,18,74,72.8,68.3,1.12,-5.07,-3.08,-4.31,101.65,111.72,2023
"623","Denver","Summit",17,17,81,80.5,69.1,0.53,-4.82,4.47,-11.86,104.93,115.36,2023
"624","Oral Roberts","Summit",12,19,73.4,75.3,71.5,-1.9,-2.6,-2.65,-4.78,101.71,112.29,2023
"625","Middle Tennessee","CUSA",14,19,65.7,70.3,67,-4.61,-0.52,-8.02,0.57,95.35,106.04,2023
"626","Lehigh","Patriot",14,18,72.7,71,69.7,1.69,-6.6,-1.75,-5.71,97.62,108.3,2023
"627","Idaho State","Big Sky",14,20,70.5,70.1,65.7,0.41,-5.11,-6.18,-1.31,100.89,111.27,2023
"628","North Dakota State","Summit",15,17,74.6,73.9,69.3,0.69,-3.15,-2.73,-4.84,102.23,113.33,2023
"629","North Carolina Central","MEAC",18,13,76.6,69,70.2,7.61,-8.84,-3.61,-4.27,101.59,112.62,2023
"630","Canisius","MAAC",14,18,70.4,72.1,67.5,-1.72,-4.89,-5.62,-2.33,98.24,109.9,2023
"631","Florida International","CUSA",11,22,73.6,76.5,71,-2.91,-2.17,-1.39,-6.62,99.13,110.03,2023
"632","Kennesaw State","A-Sun",15,16,82.8,80.8,69.8,2.06,-5.84,5.12,-13.14,101.7,112.56,2023
"633","Central Michigan","MAC",18,14,66.5,70.1,69,-3.59,-3.59,-8.53,0.46,94.84,106.27,2023
"634","Utah Tech","WAC",11,20,70.8,77.1,70.8,-6.29,-1.18,-2.39,-5.69,97.65,108.46,2023
"635","Presbyterian","Big South",14,19,74.8,73.1,65.1,1.7,-5.57,-3.79,-4.34,100.08,111.49,2023
"636","Central Connecticut State","NEC",20,11,72.2,66.5,65.7,5.68,-10.15,-5.86,-2.29,98.52,109.83,2023
"637","Portland","WCC",12,21,71.5,79.5,71.1,-7.94,1.54,-1.88,-6.33,102.18,113.82,2023
"638","Valparaiso","MVC",7,25,67.6,75.5,68.7,-7.91,1.17,-5.32,-2.93,97.85,109.19,2023
"639","Bucknell","Patriot",14,19,65.2,67.2,66.4,-1.94,-6.39,-7.98,-0.35,97.28,109.31,2023
"640","Old Dominion","Sun Belt",7,25,70.9,77,65.6,-6.13,-1.58,-3.16,-5.19,97.66,109.04,2023
"641","Niagara","MAAC",16,16,72.5,72.1,63.7,0.38,-7.21,-3.02,-5.38,101.7,113.56,2023
"642","Georgia Southern","Sun Belt",9,24,73.3,79.2,67.6,-5.91,-2.53,-0.78,-7.66,101.17,112.99,2023
"643","New Mexico State","CUSA",13,19,67.7,72.4,71.6,-4.75,0.74,-6.59,-2.03,98.31,111.02,2023
"644","Maryland-Baltimore County","AmEast",11,21,78.7,80.7,68.4,-2.06,-5.93,3.69,-12.36,101.25,113.16,2023
"645","Howard","MEAC",18,17,74.9,74.3,71.8,0.66,-8.02,-1.15,-7.54,102.68,114.84,2023
"646","Southern","SWAC",18,14,71.1,68.7,72.9,2.41,-6.09,-7.55,-1.19,95.43,106.8,2023
"647","Queens (NC)","A-Sun",14,19,80.1,81.6,71,-1.52,-3.49,2.18,-10.92,100.68,112.5,2023
"648","Western Illinois","OVC",21,12,68.8,65.7,68.8,3.18,-7.37,-10.32,1.57,94.39,106.47,2023
"649","American","Patriot",16,16,68.8,68,62.6,0.75,-8.79,-7.32,-1.64,102.1,115.41,2023
"650","SIU-Edwardsville","OVC",17,16,71.5,70.1,70.7,1.39,-7.54,-5.89,-3.19,97.86,110.74,2023
"651","Texas Southern","SWAC",16,17,70.2,71.1,70.9,-0.91,-7.03,-6.96,-2.13,94.75,107.25,2023
"652","Northern Illinois","MAC",11,20,73.2,77.4,70.9,-4.19,-1.37,-2.35,-6.81,99.54,112.71,2023
"653","Binghamton","AmEast",15,15,72.1,72.2,67,-0.13,-5.21,-5.16,-4.12,98.36,111.29,2023
"654","Western Michigan","MAC",12,20,71.3,74.9,66.7,-3.59,-3.79,-3.93,-5.38,97.79,111.22,2023
"655","Chicago State","Ind",13,19,69.5,70.6,66.8,-1.06,-3.03,-9.06,-0.29,96.09,109.81,2023
"656","South Carolina Upstate","Big South",10,20,71,72.9,68.4,-1.93,-3.02,-5.74,-3.62,97.15,110.5,2023
"657","Robert Morris","Horizon",10,22,72.7,75.8,67.4,-3.09,-4.31,-3.71,-5.87,99.83,113.38,2023
"658","Grambling","SWAC",21,15,67.7,69.6,67.8,-1.94,-5.48,-9.44,-0.19,96.11,109.64,2023
"659","Tennessee State","OVC",18,15,72.7,71,72.8,1.73,-7.64,-5.48,-4.16,96.26,109.73,2023
"660","Jacksonville","A-Sun",16,17,71.8,72.4,62,-0.55,-4.87,-7.67,-2.17,97.69,110.72,2023
"661","Sacred Heart","NEC",16,16,74.1,72.3,70.4,1.84,-9.45,-3.29,-6.62,97.97,111.62,2023
"662","Boston University","Patriot",16,17,66.5,66.6,66.3,-0.15,-8.49,-8.62,-1.32,94.68,108.99,2023
"663","Louisiana-Monroe","Sun Belt",11,19,69.9,74.4,67.2,-4.57,-2.44,-6.38,-3.67,97.28,111.78,2023
"664","Coastal Carolina","Sun Belt",9,22,73.5,78.5,69.1,-4.97,-2.88,-3.29,-7.18,97.36,111.94,2023
"665","Delaware State","MEAC",15,19,70.6,71,69.6,-0.41,-7.58,-7.2,-3.31,92.99,107.64,2023
"666","Campbell","CAA",14,18,71,72.1,64.6,-1.09,-5.66,-6,-4.62,97.41,112.73,2023
"667","Wagner","NEC",17,16,63.7,63.1,63.5,0.61,-8.58,-14.19,3.55,93.7,108.84,2023
"668","Sacramento State","Big Sky",10,24,67.1,70.4,63.3,-3.29,-3.71,-10.88,0.01,95.33,111.69,2023
"669","Lafayette","Patriot",11,21,62.8,67.3,63.5,-4.5,-6.01,-11.51,0.34,90.49,106.52,2023
"670","Idaho","Big Sky",11,21,67.8,71.2,67.1,-3.38,-4.69,-9,-2.29,96.41,112.96,2023
"671","Southeastern Louisiana","Southland",15,17,69,71,70.4,-1.94,-6.14,-9.57,-1.74,95.91,111.18,2023
"672","William & Mary","CAA",10,23,69.8,72.1,65.3,-2.27,-5.55,-6.67,-4.66,98.69,115.29,2023
"673","Elon","CAA",13,19,73.1,75.4,67,-2.31,-5.46,-4.55,-6.88,99.37,115.74,2023
"674","Jackson State","SWAC",15,17,71.2,75.6,69.8,-4.34,-7.15,-4.82,-6.67,97.02,112.72,2023
"675","Alcorn State","SWAC",14,18,71.9,77.4,67.8,-5.53,-5.61,-3.48,-8.11,102.52,118.16,2023
"676","Eastern Illinois","OVC",14,18,68.9,67.9,70.7,1,-6.5,-9.41,-2.2,93.05,109.89,2023
"677","Navy","Patriot",13,18,66.5,66.7,64.9,-0.23,-9.54,-9.78,-1.92,93.46,110.85,2023
"678","Alabama State","SWAC",13,19,68.6,69.4,68.6,-0.81,-6.87,-10.12,-1.61,89.07,105.17,2023
"679","Bellarmine","A-Sun",8,23,69.5,74.8,62.8,-5.39,-2.47,-8.43,-3.36,96.78,113.73,2023
"680","South Carolina State","MEAC",14,18,70.2,74.7,73.7,-4.53,-6.18,-5.99,-5.86,95.27,110.86,2023
"681","Bethune-Cookman","SWAC",17,17,72.9,72.6,69.5,0.35,-8.87,-5.24,-6.63,94.01,110.5,2023
"682","Charleston Southern","Big South",10,20,67.6,73.7,67.1,-6.07,-1.59,-10.03,-2,92.81,109.97,2023
"683","Northern Arizona","Big Sky",14,19,68.6,76.6,68,-8,-4.17,-6.34,-5.83,94.6,111.99,2023
"684","South Dakota","Summit",12,20,76.1,79.2,67,-3.16,-5.41,-1.35,-11.2,99.78,117.3,2023
"685","Eastern Michigan","MAC",13,18,66,72.6,70.3,-6.61,-5.07,-9.37,-3.39,94.44,112.72,2023
"686","Texas-Rio Grande Valley","WAC",6,25,70.4,79.8,74.3,-9.42,-0.9,-4.62,-8.77,92.91,111.05,2023
"687","Southern Indiana","OVC",8,24,68.6,73,70.5,-4.38,-5.59,-7.49,-6.14,92.8,111.92,2023
"688","Cal Poly","Big West",4,28,63.7,74.1,65.1,-10.44,-2.28,-10.26,-3.38,91.87,111.89,2023
"689","Dartmouth","Ivy",6,21,61.9,71.9,70.8,-10,-1.31,-13.12,-0.88,90.37,111.06,2023
"690","Alabama A&M","SWAC",12,23,69,75.8,69.9,-6.83,-7.52,-7.33,-7.02,90.96,110.46,2023
"691","FDU","NEC",15,17,75.9,77.6,69.8,-1.63,-9.27,-2.63,-11.77,94.26,113.97,2023
"692","Northwestern State","Southland",9,23,70.5,75.9,68.4,-5.38,-6.32,-7.56,-6.86,94.29,114.34,2023
"693","East Texas A&M","Southland",13,20,71.5,74.6,67,-3.06,-5.19,-9.28,-5.24,91.3,112.05,2023
"694","NJIT","AmEast",7,21,67.9,75,66.6,-7.11,-4.46,-9.26,-5.39,94.25,115.11,2023
"695","Army","Patriot",10,22,60.3,64.3,68.1,-4.03,-8.93,-15.68,1.01,88.63,110.76,2023
"696","Tennessee Tech","OVC",10,21,67.4,73.8,69.3,-6.45,-6.29,-10.65,-4.39,92.46,114.04,2023
"697","Buffalo","MAC",4,27,68,79.7,74.2,-11.71,-2.82,-7.18,-7.95,93.41,114.47,2023
"698","Manhattan","MAAC",7,23,66.2,75.8,67.2,-9.67,-4.86,-8.06,-7.22,92.35,113.72,2023
"699","Prairie View","SWAC",10,21,70.2,76.4,69.7,-6.19,-6.92,-7.28,-8.13,91.61,112.56,2023
"700","Arkansas-Pine Bluff","SWAC",13,18,80.1,81.8,71.3,-1.71,-7.6,0.13,-15.69,98.9,119.73,2023
"701","Central Arkansas","A-Sun",9,23,72.2,78.2,72.7,-6.03,-5.64,-6.01,-9.69,94.09,115.88,2023
"702","Florida A&M","SWAC",6,23,67.2,77.2,66.5,-10.03,-4.19,-9.5,-6.32,90.75,112.95,2023
"703","Hampton","CAA",9,24,71.8,76.4,69.9,-4.58,-5.29,-7.19,-8.63,91.9,114.11,2023
"704","Morgan State","MEAC",11,20,72.7,77.5,73.8,-4.81,-5.9,-4.91,-11.17,92.84,115.5,2023
"705","Loyola (MD)","Patriot",7,25,64,71.9,66.8,-7.88,-6.94,-11.4,-4.77,90.47,114.07,2023
"706","North Carolina A&T","CAA",7,25,65.6,77.9,70.7,-12.38,-3.94,-8.15,-8.17,93.18,116.35,2023
"707","Incarnate Word","Southland",8,23,72.3,78.6,69.3,-6.32,-7.92,-6.06,-10.34,93.96,116.16,2023
"708","New Orleans","Southland",10,23,73.5,79.5,72.5,-5.91,-5.9,-4.56,-12.24,94.16,117,2023
"709","Detroit Mercy","Horizon",1,31,66,80.3,67.8,-14.28,-2.62,-9.17,-7.73,93.6,117.85,2023
"710","Holy Cross","Patriot",10,23,66.5,74.6,69.1,-8.12,-7.87,-8.21,-8.91,96.23,121.16,2023
"711","Maryland-Eastern Shore","MEAC",9,20,65.2,70.6,71.4,-5.38,-6.33,-12.62,-4.71,86.99,111.99,2023
"712","Pacific","WCC",6,26,64.7,79.8,70.8,-15.06,-0.15,-8.29,-9.13,92.35,117.72,2023
"713","Long Island University","NEC",7,22,66.5,76.8,73.6,-10.28,-7.58,-8.56,-9.3,89.12,113.75,2023
"714","Southeast Missouri State","OVC",9,22,67,73.5,73.8,-6.45,-6.55,-10.7,-7.56,88.96,114.56,2023
"715","Saint Francis (PA)","NEC",8,22,65.2,72.7,69.2,-7.53,-8.14,-12.39,-6.21,90.57,117.63,2023
"716","Lindenwood","OVC",9,22,65.1,73.1,69.2,-7.97,-7.23,-11.99,-6.74,89.04,115.52,2023
"717","Siena","MAAC",4,28,60.4,74.4,66.6,-14,-5.2,-14.55,-4.65,86.53,114.33,2023
"718","Houston Christian","Southland",6,23,71.5,83.4,73.4,-11.93,-3.89,-5.7,-13.67,91.96,117.45,2023
"719","Stonehill","NEC",4,27,63.5,76.1,67.5,-12.68,-6.1,-11.89,-8.21,88.62,116.38,2023
"720","VMI","Southern",4,28,68.9,82.6,67.5,-13.75,-2.44,-6.75,-13.9,86.59,113.81,2023
"721","IU Indianapolis","Horizon",6,26,65.9,79.8,67.7,-13.94,-4.62,-11.86,-9.45,89.57,120.43,2023
"722","Coppin State","MEAC",2,27,57.9,72.8,73.1,-14.97,-6.49,-17.64,-3.81,81.63,112.41,2023
"723","Mississippi Valley State","SWAC",1,30,55.5,77.7,68.2,-22.26,-3.91,-19.39,-6.78,81.79,120.6,2023
"724","Duke","ACC",35,4,83.2,62.8,66.6,20.46,10.26,14.77,15.95,131.42,86.6,2025
"725","Auburn","SEC",32,6,83,69.4,69.2,13.55,15.13,16.94,11.74,129.16,88.83,2025
"726","Houston","Big 12",35,5,73.7,58.7,62.4,15,13.45,7.21,21.24,125.2,82.34,2025
"727","Florida","SEC",36,4,84.8,69.6,70.6,15.18,12.6,17.7,10.08,128.46,89.36,2025
"728","Alabama","SEC",28,9,90.7,81.3,76,9.41,16.14,24.53,1.01,127.79,92.78,2025
"729","Tennessee","SEC",30,8,74,63.1,64.9,10.95,13.25,6.08,18.11,121.32,86.15,2025
"730","Gonzaga","WCC",26,9,86.4,69.9,70.4,16.49,7.27,17.63,6.12,125.62,92.5,2025
"731","Maryland","Big Ten",27,9,81.1,67.2,70.4,13.92,9.41,12.14,11.19,120.98,88.78,2025
"732","Texas Tech","Big 12",28,9,80.9,68.5,66.5,12.43,10.62,13.62,9.44,127.41,93.63,2025
"733","Arizona","Big 12",24,13,82.5,73.3,70.4,9.22,13.72,16.53,6.41,125,92.65,2025
"734","Michigan State","Big Ten",30,7,77.7,67.1,69,10.54,11.89,9.44,12.99,120.53,88.79,2025
"735","Iowa State","Big 12",25,10,80.3,68.3,69.4,12,10.33,12.28,10.06,121.32,89.7,2025
"736","Illinois","Big Ten",22,13,83.6,74.8,72.3,8.8,12.79,16.78,4.82,123.34,93.45,2025
"737","Kentucky","SEC",24,12,84.4,77.2,72.2,7.22,14.04,17.1,4.17,125.51,95.84,2025
"738","St. John's (NY)","Big East",31,5,78.5,65.8,70.1,12.69,8.56,10.1,11.15,115.33,85.44,2025
"739","Purdue","Big Ten",24,12,77.3,70.4,66.2,6.89,13.91,10.37,10.42,126.13,96.17,2025
"740","Wisconsin","Big Ten",27,10,80.1,70.9,68.7,9.24,11.49,12.26,8.47,123.39,93.93,2025
"741","Michigan","Big Ten",27,10,78,71.5,70.7,6.51,13.69,11.75,8.46,118.12,90.04,2025
"742","Kansas","Big 12",21,13,76.1,69.6,69.2,6.53,13.56,9.59,10.5,118,88.99,2025
"743","UCLA","Big Ten",23,11,74.2,65.2,66.2,8.97,10.71,5.7,13.98,119.73,91.3,2025
"744","Missouri","SEC",22,12,83.6,73.6,69.8,10,9.49,14.6,4.89,125.6,98.08,2025
"745","Texas A&M","SEC",23,11,74.6,68.7,67.8,5.91,13.39,7.4,11.91,118.02,90.01,2025
"746","BYU","Big 12",26,10,81.4,72.6,68.1,8.86,10.21,13.85,5.23,124.85,97.56,2025
"747","Baylor","Big 12",20,15,76.1,69.8,65.8,6.31,13.86,9.72,9.05,123.98,97.11,2025
"748","Louisville","ACC",27,8,78.5,69.5,69,9,9.49,10.55,7.95,119.47,93.35,2025
"749","Ole Miss","SEC",24,12,77.2,71.7,69.2,5.47,12.8,9.84,8.44,119.39,93.31,2025
"750","Marquette","Big East",23,11,76.6,68.7,68.1,7.82,10.37,9.22,8.97,119.1,93.25,2025
"751","Oregon","Big Ten",25,10,76.5,70.9,68.7,5.69,12.32,9.42,8.58,118.67,93.04,2025
"752","UConn","Big East",24,11,77,68,64.6,9,8.87,8.31,9.56,123.14,97.36,2025
