seed1,team1,seed2,team2,score1,score2,winner,region,year,team1_win,PPG_diff,PPG_Allowed_diff,Pace_diff,MOV_diff,SOS_diff,OSRS_diff,DSRS_diff,Adj_ORtg_diff,Adj_DRtg_diff
11,Oregon,3,Creighton,73,86,Creighton,region2,2024,0,-4.800000000000011,2.3999999999999915,0.7000000000000028,-7.229999999999999,-0.6199999999999992,-5.71,-2.1400000000000006,-7.660000000000011,3.75
7,Texas,2,Tennessee,58,62,Tennessee,region2,2024,0,-3.3999999999999915,1.5,-2.0999999999999943,-4.890000000000001,-1.0099999999999998,-2.3099999999999996,-3.6000000000000014,-1.4500000000000028,6.269999999999996
1,Purdue,5,Gonzaga,80,68,Purdue,region2,2024,1,-2.200000000000003,-0.09999999999999432,-1.5,-2.0700000000000003,7.58,1.7800000000000011,5.2299999999999995,4,-5.909999999999997
3,Creighton,2,Tennessee,75,82,Tennessee,region2,2024,0,1.6000000000000085,2.5,-2.700000000000003,-0.8500000000000014,-0.8900000000000006,2.4800000000000004,-4.220000000000001,5.1200000000000045,6.959999999999994
1,Purdue,2,Tennessee,72,66,Purdue,region2,2024,1,3.5,1.5999999999999943,-2,1.9399999999999995,1.1799999999999997,4.720000000000001,-1.5900000000000016,8.760000000000005,4.219999999999999
1,Houston,16,Longwood,86,46,Houston,region3,2024,1,-1.2000000000000028,-10.899999999999999,-3.8000000000000114,9.63,14.56,8.780000000000001,18.95,17.14,-24.070000000000007
8,Nebraska,9,Texas A&M,83,98,Texas A&M,region3,2024,0,1.7000000000000028,-1.0999999999999943,1.6000000000000085,2.79,-1.79,2.3199999999999994,-1.3199999999999994,-1.0100000000000051,-1.789999999999992
5,Wisconsin,12,James Madison,61,72,James Madison,region3,2024,0,-8.5,0.4000000000000057,-5.599999999999994,-8.91,15.1,0.6399999999999997,7.180000000000001,8.940000000000012,-3.700000000000003
4,Duke,13,Vermont,64,47,Duke,region3,2024,1,7,3.299999999999997,1.6999999999999886,3.710000000000001,11.67,15.7,2.1899999999999995,17.939999999999998,-8.010000000000005
6,Texas Tech,11,NC State,67,80,NC State,region3,2024,0,-0.29999999999999716,-2.200000000000003,-1.2999999999999972,1.7999999999999998,0.34999999999999964,-0.010000000000000675,2.16,3.3000000000000114,-0.29999999999999716
3,Kentucky,14,Oakland,76,80,Oakland,region3,2024,0,12.599999999999994,6.5,5.900000000000006,6.08,8.7,17.73,-2.95,14.090000000000003,-6
7,Florida,10,Colorado,100,102,Colorado,region3,2024,0,6.299999999999997,7.5,4.099999999999994,-1.2299999999999995,0.45000000000000107,6.23,-7.01,0.9099999999999966,2.510000000000005
2,Marquette,15,Western Kentucky,87,69,Marquette,region3,2024,1,-2.1000000000000085,-4.6000000000000085,-6.599999999999994,2.45,13.93,5.1899999999999995,12.879999999999999,16.430000000000007,-9.150000000000006
1,Houston,9,Texas A&M,100,95,Houston,region3,2024,1,-2.5,-14.399999999999999,-3.700000000000003,11.86,0.4800000000000004,-0.5999999999999996,12.940000000000001,3.480000000000004,-15.36
12,James Madison,4,Duke,55,93,Duke,region3,2024,0,4.6000000000000085,3.299999999999997,4.5,1.2699999999999996,-12.11,-3.0700000000000003,-9.4,-11.700000000000003,7.570000000000007
11,NC State,14,Oakland,79,73,NC State,region3,2024,1,-0.8000000000000114,-1.4000000000000057,0.5,0.6299999999999999,10.17,6.1000000000000005,4.7,6.8799999999999955,-8.570000000000007
10,Colorado,2,Marquette,77,81,Marquette,region3,2024,0,1.2000000000000028,1.9000000000000057,-0.4000000000000057,-0.6500000000000004,-2.66,-1.0099999999999998,-2.3,-0.7199999999999989,3.769999999999996
1,Houston,4,Duke,51,54,Duke,region3,2024,0,-5.099999999999994,-8.699999999999996,-3,3.58,1.4400000000000013,-4.21,9.23,-2.509999999999991,-10.510000000000005
11,NC State,2,Marquette,67,58,NC State,region3,2024,1,-2.5,2,-0.9000000000000057,-4.36,-2.09,-3.5699999999999994,-2.88,-4.660000000000011,4.099999999999994
4,Duke,11,NC State,64,76,NC State,region3,2024,0,3,-5.5,-1.4000000000000057,8.43,-0.5700000000000003,2.87,4.989999999999999,7.950000000000003,-4.239999999999995
1,UNC,16,Wagner,90,62,UNC,region4,2024,1,18.200000000000003,7.399999999999999,8.299999999999997,10.850000000000001,18.48,28.259999999999998,3.74,26.840000000000003,-18.35000000000001
8,Mississippi State,9,Michigan State,51,69,Michigan State,region4,2024,0,1.1999999999999886,3,2.299999999999997,-1.7999999999999998,-1.7300000000000004,0.23000000000000043,-3.7600000000000016,-2.559999999999988,2.7099999999999937
5,Saint Mary's,12,Grand Canyon,66,75,Grand Canyon,region4,2024,0,-5.099999999999994,-7.799999999999997,-6,2.6999999999999993,3.98,-3.66,9.53,3.8299999999999983,-5.8700000000000045
4,Alabama,13,College of Charleston,109,96,Alabama,region4,2024,1,9.199999999999989,7.6000000000000085,3.5,1.5500000000000007,14.18,14.450000000000001,2.15,15.409999999999997,-7.320000000000007
6,Clemson,11,New Mexico,77,56,Clemson,region4,2024,1,-3.5999999999999943,0.5,-4.700000000000003,-4.140000000000001,4.659999999999999,-3.67,4.84,4.789999999999992,2.430000000000007
