seed1,team1,seed2,team2,score1,score2,winner,region,year,team1_win,PPG_diff,PPG_Allowed_diff,Pace_diff,MOV_diff,SOS_diff,OSRS_diff,DSRS_diff,Adj_ORtg_diff,Adj_DRtg_diff
3,Baylor,14,Colgate,92,67,Baylor,region4,2024,1,9,7,0.3999999999999915,1.9799999999999995,16.26,16.78,3.0300000000000002,22.49000000000001,-6.039999999999992
7,Dayton,10,Nevada,63,60,Dayton,region4,2024,1,-1.7000000000000028,-0.4000000000000057,-2.1000000000000085,-1.2699999999999996,1.1500000000000004,-0.4500000000000002,1.0499999999999998,3.8200000000000074,2.3300000000000125
2,Arizona,15,Long Beach State,85,65,Arizona,region4,2024,1,9.699999999999989,-3.9000000000000057,0.3999999999999915,13.66,10.639999999999999,14.67,11.06,17.47,-17.14999999999999
1,UNC,9,Michigan State,85,69,UNC,region4,2024,1,9,4.400000000000006,4.8999999999999915,4.630000000000001,-0.9900000000000002,9.65,-6.010000000000001,5.220000000000013,0.2599999999999909
12,Grand Canyon,4,Alabama,61,72,Alabama,region4,2024,0,-11,-14.200000000000003,-4.1000000000000085,3.1999999999999993,-12.32,-16.5,6.26,-15.349999999999994,-1.789999999999992
6,Clemson,3,Baylor,72,64,Clemson,region4,2024,1,-3,0.10000000000000853,1,-3.119999999999999,-0.6700000000000017,-4.770000000000001,1.4799999999999995,-6.650000000000006,-1.4099999999999966
7,Dayton,2,Arizona,68,78,Arizona,region4,2024,0,-12.899999999999991,-5.599999999999994,-8.5,-7.35,-3.719999999999999,-13.629999999999999,2.54,-3.8299999999999983,8.980000000000004
1,UNC,4,Alabama,87,89,Alabama,region4,2024,0,-8.199999999999989,-10.700000000000003,-2.6000000000000085,2.5700000000000003,-1.9000000000000004,-7.640000000000001,8.31,-6.36999999999999,-7.579999999999998
6,Clemson,2,Arizona,77,72,Clemson,region4,2024,1,-9.699999999999989,-0.8999999999999915,-5.5,-8.91,0.5899999999999999,-10.48,2.1499999999999995,-3.430000000000007,6.450000000000003
4,Alabama,6,Clemson,89,82,Alabama,region4,2024,1,12.699999999999989,10,6.1000000000000085,2.7200000000000006,1.7600000000000016,13.600000000000001,-9.12,8.219999999999999,2.4499999999999886
1,UConn,4,Alabama,86,72,UConn,final four,2024,1,-8.699999999999989,-17.800000000000004,-7.900000000000006,9.11,-3.1000000000000014,-9.670000000000002,15.69,0.7400000000000091,-9.019999999999996
1,Purdue,11,NC State,63,50,Purdue,final four,2024,1,6.700000000000003,-2.799999999999997,-0.20000000000000284,9.45,2.67,7.12,5.009999999999999,11.66000000000001,-5.3999999999999915
1,UConn,1,Purdue,75,60,UConn,championship,2024,1,-0.8999999999999915,-5.600000000000001,-2.299999999999997,4.67,-2.9000000000000004,-2.610000000000001,4.380000000000001,1.0300000000000011,-2.260000000000005
1,Purdue,16,FDU,58,63,FDU,region1,2023,0,6.3999999999999915,-8.599999999999994,-5.599999999999994,14.96,20.869999999999997,17.28,22.06,32.36,-22.659999999999997
8,Memphis,9,Florida Atlantic,65,66,Florida Atlantic,region1,2023,0,-1.5,2.3999999999999915,3.700000000000003,-3.9000000000000004,-0.3600000000000003,-1.1300000000000008,-3.1399999999999997,-5.549999999999997,0.730000000000004
5,Duke,12,Oral Roberts,74,51,Duke,region1,2023,1,5.199999999999989,-9,-6,14.21,10.959999999999999,13.05,15.05,21.200000000000003,-19.820000000000007
4,Tennessee,13,Louisiana,58,55,Tennessee,region1,2023,1,2.8999999999999915,-4.299999999999997,-3.299999999999997,7.180000000000001,13.09,10.44,11.97,13.840000000000003,-17.39999999999999
6,Kentucky,11,Providence,61,53,Kentucky,region1,2023,1,16.599999999999994,10.900000000000006,-1.4000000000000057,5.7,-1.4699999999999998,15.65,-11.420000000000002,12.920000000000002,7.530000000000001
3,Kansas State,14,Montana State,77,65,Kansas State,region1,2023,1,-3.0999999999999943,-3.4000000000000057,2.5999999999999943,0.2600000000000001,14.43,5.720000000000001,10.67,8.180000000000007,-15.079999999999998
7,Michigan State,10,USC,72,62,Michigan State,region1,2023,1,-1.1999999999999886,-8.200000000000003,-2.8999999999999915,7.01,1.3500000000000014,-1.04,9.4,4.529999999999987,-7.530000000000001
2,Marquette,15,Vermont,78,61,Marquette,region1,2023,1,6.5,6.799999999999997,3.799999999999997,-0.35999999999999943,14.33,16.4,0.08000000000000007,14.650000000000006,-7.8700000000000045
16,FDU,9,Florida Atlantic,70,78,Florida Atlantic,region1,2023,0,-6.099999999999994,4.199999999999989,1.2999999999999972,-10.280000000000001,-13.879999999999999,-13.7,-13.959999999999999,-24.059999999999988,14.61
5,Duke,4,Tennessee,52,65,Tennessee,region1,2023,0,-0.20000000000000284,-1.1000000000000085,-0.4000000000000057,0.9199999999999999,-2.0600000000000005,0.47000000000000064,-1.6100000000000012,5.049999999999997,5.3799999999999955
6,Kentucky,3,Kansas State,69,75,Kansas State,region1,2023,0,16.799999999999997,8.600000000000009,-3.700000000000003,8.24,-2.5100000000000007,14.59,-8.86,12.36,5.409999999999997
7,Michigan State,2,Marquette,69,60,Michigan State,region1,2023,1,-5.199999999999989,-3.700000000000003,-3.8999999999999915,-1.4100000000000001,-0.129999999999999,-6.68,5.140000000000001,-4.300000000000011,-2.3799999999999955
9,Florida Atlantic,4,Tennessee,62,55,Florida Atlantic,region1,2023,1,3.200000000000003,6,2.5999999999999943,-2.74,-5.81,1.1400000000000006,-9.690000000000001,0.45999999999999375,12.269999999999996
3,Kansas State,7,Michigan State,98,93,Kansas State,region1,2023,1,-0.7000000000000028,5,5.099999999999994,-5.74,-0.9199999999999999,0.15000000000000036,-6.8100000000000005,-5.509999999999991,3.6400000000000006
9,Florida Atlantic,3,Kansas State,79,76,Florida Atlantic,region1,2023,1,9.799999999999997,2.3000000000000114,-2,7.5600000000000005,-5.36,6.5,-4.300000000000001,8.509999999999991,5.489999999999995
1,Houston,16,Northern Kentucky,63,52,Houston,region2,2023,1,-1.2999999999999972,-15.600000000000001,1.2999999999999972,14.25,13.530000000000001,7.99,21.36,19.53,-24.27000000000001
8,Iowa,9,Auburn,75,83,Auburn,region2,2023,0,0,11.100000000000009,0.8999999999999915,-11.06,1.5999999999999996,1.2899999999999991,-10.75,-1.6799999999999926,12.11
5,Miami (FL),12,Drake,63,56,Miami (FL),region2,2023,1,-4.1000000000000085,3.1999999999999886,1.9000000000000057,-7.409999999999999,5.62,-1.6499999999999995,0.16000000000000014,-3.299999999999997,0.21999999999999886
4,Indiana,13,Kent State,71,60,Indiana,region2,2023,1,-2.5,3,-1.2999999999999972,-5.529999999999999,12.280000000000001,4.15,4.35,4.400000000000006,-7.400000000000006
6,Iowa State,11,Pitt,41,59,Pitt,region2,2023,0,-0.29999999999999716,-6.099999999999994,-2.3999999999999915,5.81,1.5899999999999999,1.4399999999999995,5.970000000000001,0.19999999999998863,-10.89
3,Xavier,14,Kennesaw State,72,67,Xavier,region2,2023,1,-6.8999999999999915,-6.200000000000003,2.200000000000003,-0.8500000000000001,16.869999999999997,3.6000000000000005,16.66,10.989999999999995,-17.430000000000007
7,Texas A&M,10,Penn State,59,76,Penn State,region2,2023,0,0.9000000000000057,-1.4000000000000057,2.6999999999999886,2.33,1.8000000000000007,0.29000000000000004,3.8399999999999994,5.730000000000004,-0.7800000000000011
2,Texas,15,Colgate,81,61,Texas,region2,2023,1,4,4.800000000000011,1.8999999999999915,-0.8099999999999996,14.96,11.52,4.6899999999999995,13.560000000000002,-9.709999999999994
1,Houston,9,Auburn,81,64,Houston,region2,2023,1,-9.599999999999994,-10.699999999999996,-3.9000000000000057,1.0899999999999999,2.1400000000000006,-7.29,10.52,-1.1699999999999875,-8.13000000000001
5,Miami (FL),4,Indiana,85,69,Miami (FL),region2,2023,1,3.5,-0.7000000000000028,0.5,4.13,-2.2800000000000002,2.4899999999999998,-0.6399999999999997,1.8900000000000006,0.5100000000000051
11,Pitt,3,Xavier,73,84,Xavier,region2,2023,0,-0.30000000000001137,-7,-3.9000000000000057,6.76,-4.109999999999999,-2.8200000000000003,5.470000000000001,3.990000000000009,0.5100000000000051
10,Penn State,2,Texas,66,71,Texas,region2,2023,0,-0.30000000000001137,4.5,-5.699999999999989,-4.8,-1.8900000000000006,-1.12,-5.559999999999999,-5.219999999999999,4.739999999999995
1,Houston,5,Miami (FL),75,89,Miami (FL),region2,2023,0,-2.299999999999997,-15.999999999999993,-4.1000000000000085,13.760000000000002,2.3400000000000007,-0.27999999999999936,16.38,8.5,-17.440000000000012
3,Xavier,2,Texas,71,83,Texas,region2,2023,0,0.5,5.699999999999989,1.9000000000000057,-5.29,1.6199999999999992,1.1000000000000005,-4.76,-3.719999999999999,1.769999999999996
5,Miami (FL),2,Texas,88,81,Miami (FL),region2,2023,1,0.3999999999999915,4.699999999999989,-1.1999999999999886,-4.37,-1.9500000000000002,-1.1500000000000004,-5.159999999999999,-4.509999999999991,6.040000000000006
1,Alabama,16,Texas A&M-Corpus Christi,96,75,Alabama,region3,2023,1,14.899999999999991,14.5,0.8999999999999915,0.41000000000000014,19.04,26.5,-1.36,29.22999999999999,-4.77000000000001
8,Maryland,9,West Virginia,67,65,Maryland,region3,2023,1,-0.7999999999999972,-10.899999999999991,-5.099999999999994,10.18,-3.3199999999999994,-3.39,10.26,-1.6200000000000045,-10.989999999999995
5,San Diego State,12,College of Charleston,63,57,San Diego State,region3,2023,1,-6.800000000000011,-6.8999999999999915,-4.1000000000000085,0.08999999999999986,10.75,-2.4799999999999995,13.07,1.9099999999999966,-13.219999999999999
4,Virginia,13,Furman,67,68,Furman,region3,2023,0,-16.6,-16.10000000000001,-6.900000000000006,-0.3999999999999999,9.24,-10.92,21.18,-1.490000000000009,-16.570000000000007
6,Creighton,11,NC State,72,63,Creighton,region3,2023,1,4.800000000000011,-1.8999999999999915,-0.5,6.659999999999999,0.5999999999999996,4.88,2.38,8.02000000000001,-2.6599999999999966
3,Baylor,14,UCSB,74,56,Baylor,region3,2023,1,5,-2.4000000000000057,2.299999999999997,7.449999999999999,13.72,13.33,9.35,20.72,-12.189999999999998
7,Missouri,10,Utah State,76,65,Missouri,region3,2023,1,-7.5,4.900000000000006,0.7999999999999972,-12.34,2.01,-7.76,-0.5299999999999998,-6.680000000000007,5.469999999999999
2,Arizona,15,Princeton,55,59,Princeton,region3,2023,0,10,5.5,3.700000000000003,4.630000000000001,11.049999999999999,15.129999999999999,2.8600000000000003,6.219999999999999,-16.22
1,Alabama,8,Maryland,73,51,Alabama,region3,2023,1,21.099999999999994,15.299999999999997,8.099999999999994,5.74,4.36,21.64,-11.549999999999999,19.36,5.319999999999993
5,San Diego State,13,Furman,75,52,San Diego State,region3,2023,1,-5.400000000000006,-9.200000000000003,-2.8000000000000114,3.88,10.299999999999999,0.75,13.73,5.929999999999993,-14.870000000000005
6,Creighton,3,Baylor,85,76,Creighton,region3,2023,1,0,-1.1999999999999886,1.5,1.25,-1.1800000000000015,-0.47000000000000064,1.04,-2.3599999999999994,-2.980000000000004
7,Missouri,15,Princeton,63,78,Princeton,region3,2023,0,-4.8999999999999915,9.600000000000009,1,-14.48,8.9,-2.02,-1.2599999999999998,-7.210000000000008,-1.2399999999999949
1,Alabama,5,San Diego State,64,71,San Diego State,region3,2023,0,16,14.5,6,1.4600000000000009,3.4300000000000015,16.93,-10.92,13.5,5.8999999999999915
6,Creighton,15,Princeton,86,75,Creighton,region3,2023,1,3.3000000000000114,3.3000000000000114,0.29999999999999716,0.08999999999999986,11.129999999999999,8.95,4.57,7.079999999999998,-11.340000000000003
5,San Diego State,6,Creighton,57,56,San Diego State,region3,2023,1,-6.300000000000011,-3.200000000000003,-2.700000000000003,-3.1099999999999994,-1.1600000000000001,-7.63,2.24,-9.570000000000007,-1.8799999999999955
1,Kansas,16,Howard,92,49,Stanford,region4,2023,0,0.6999999999999886,-4.3999999999999915,-1.5999999999999943,5.02,19.34,9.52,15.530000000000001,12.689999999999998,-22.650000000000006
8,Arkansas,9,Illinois,73,63,Arkansas,region4,2023,1,-5.6000000000000085,6.5,0.7000000000000028,-12.059999999999999,-1.3899999999999988,-8.759999999999998,-4.6899999999999995,-14.759999999999991,4.480000000000004
5,Saint Mary's,12,VCU,63,51,Saint Mary's,region4,2023,1,3,-7.5,-4.5,10.5,-0.9500000000000002,0.76,6.859999999999999,5.930000000000007,-6.189999999999998
4,UConn,13,Iona,87,63,UConn,region4,2023,1,10.100000000000009,-7.199999999999996,-0.3999999999999915,17.24,14.649999999999999,15.799999999999999,16.1,26.16000000000001,-19.560000000000002
6,TCU,11,Arizona State,72,70,TCU,region4,2023,1,10,-2.299999999999997,1.9000000000000057,12.26,-2.2300000000000004,10.270000000000001,-0.2400000000000002,11.129999999999995,-2.5700000000000074
3,Gonzaga,14,Grand Canyon,82,70,Gonzaga,region4,2023,1,5.400000000000006,2.0999999999999943,5,3.3100000000000005,4.539999999999999,7.659999999999999,-0.1800000000000006,11.060000000000002,0.9399999999999977
7,Northwestern,10,Boise State,75,67,Northwestern,region4,2023,1,-1.7999999999999972,1.7999999999999972,-1.7999999999999972,-3.5600000000000005,1.1500000000000004,-0.8499999999999996,0.29999999999999893,0.6899999999999977,2.049999999999997
2,UCLA,15,UNC Asheville,86,53,UCLA,region4,2023,1,-12.900000000000006,-7.599999999999994,-2.0999999999999943,-5.27,10.83,-4.52,13.940000000000001,2.480000000000004,-11.129999999999995
1,Kansas,8,Arkansas,71,72,Arkansas,region4,2023,0,-2.200000000000003,-9.899999999999991,0,7.709999999999999,3.17,0.9099999999999993,9.34,5.670000000000002,-9.150000000000006
5,Saint Mary's,4,UConn,55,70,UConn,region4,2023,0,-7.400000000000006,-4.199999999999996,-4.6000000000000085,-3.210000000000001,-5.239999999999999,-10.489999999999998,0.09999999999999964,-12.260000000000005,1.3599999999999994
6,TCU,3,Gonzaga,81,84,Gonzaga,region4,2023,0,-5.5,2.6000000000000085,-1,-8.11,3.3000000000000007,-2.3099999999999987,-1,-7.740000000000009,-2.3100000000000023
7,Northwestern,2,UCLA,63,68,UCLA,region4,2023,0,7.299999999999997,3.5999999999999943,-2.200000000000003,3.7399999999999998,0.6600000000000001,8.47,-3.200000000000001,8.649999999999991,0.8599999999999994
8,Arkansas,4,UConn,65,88,UConn,region4,2023,0,-3.6000000000000085,16.4,1.7999999999999972,-20.03,-0.5499999999999989,-4.579999999999999,-16.02,-17.950000000000003,12.290000000000006
3,Gonzaga,2,UCLA,79,76,Gonzaga,region4,2023,1,18.5,3.5999999999999943,4.700000000000003,14.88,-3.8200000000000003,16.599999999999998,-6.170000000000001,14.89,0.3499999999999943
4,UConn,3,Gonzaga,82,54,UConn,region4,2023,1,-3.0999999999999943,-5.699999999999996,-3.5,2.5999999999999996,4.68,-0.8300000000000001,9.61,5.030000000000001,-8.170000000000002
9,Florida Atlantic,5,San Diego State,71,72,San Diego State,final four,2023,0,7.900000000000006,6.700000000000003,1.9000000000000057,1.2200000000000006,-3.759999999999999,6.29,-7.710000000000001,4.909999999999997,7.189999999999998
5,Miami (FL),4,UConn,59,72,UConn,final four,2023,0,-5.6000000000000085,10.199999999999996,0.5,-15.870000000000001,-1.2399999999999993,-5.569999999999999,-11.55,-15.75,10.350000000000009
5,San Diego State,4,UConn,59,76,UConn,championship,2023,0,-7.300000000000011,3.3000000000000043,-1.8000000000000114,-10.57,-0.33000000000000007,-7.259999999999999,-4.77,-14.240000000000009,3.1200000000000045
1,Baylor,16,Norfolk State,85,49,Baylor,region1,2022,1,5.900000000000006,3.5999999999999943,-2.1000000000000085,2.3199999999999994,18.47,17.630000000000003,7.63,23.950000000000003,-12.260000000000005
8,UNC,9,Marquette,95,63,UNC,region1,2022,1,3.8000000000000114,0.7000000000000028,-1.2999999999999972,3.2200000000000006,-1.1199999999999992,2.9700000000000006,-0.8700000000000001,0.9200000000000017,-2.1200000000000045
5,Saint Mary's,12,Indiana,82,53,Saint Mary's,region1,2022,1,1.7000000000000028,-15.099999999999994,-2.4000000000000057,16.79,-6.28,-2.4299999999999997,11.01,5.3799999999999955,-8.480000000000004
4,UCLA,13,Akron,57,53,UCLA,region1,2022,1,-7.599999999999994,-0.7000000000000028,2.4000000000000057,-6.9399999999999995,9.92,-1.4899999999999998,6.23,2.1300000000000097,-4.670000000000002
6,Texas,11,Virginia Tech,81,73,Texas,region1,2022,1,0.5,-2.0999999999999943,0.8999999999999986,2.56,1.4400000000000004,0.4299999999999997,3.5599999999999996,-0.030000000000001137,-5.219999999999999
3,Purdue,14,Yale,78,56,Purdue,region1,2022,1,7.599999999999994,1.5,-3.5999999999999943,6.09,11.19,14.47,5.839999999999999,18.11,-10.149999999999991
7,Murray State,10,San Francisco,92,87,Murray State,region1,2022,1,-7.900000000000006,3.4000000000000057,-2.6000000000000085,-11.370000000000001,1.36,-6.04,-3.2699999999999996,-5.099999999999994,9.239999999999995
2,Kentucky,15,St. Peter's,79,85,St. Peter's,region1,2022,0,24.200000000000003,15.700000000000003,2.5,8.51,12.79,29.4,-8.04,26.320000000000007,-2.9200000000000017
1,Baylor,8,UNC,86,93,UNC,region1,2022,0,-1.5,0.5999999999999943,-1.7000000000000028,-2.1700000000000017,0.8100000000000005,-1.1899999999999995,-0.6699999999999999,4.799999999999997,6.540000000000006
5,Saint Mary's,4,UCLA,56,72,UCLA,region1,2022,0,8,-6.299999999999997,-1,14.27,-4.38,5.28,3.539999999999999,7.659999999999997,-6.460000000000008
6,Texas,3,Purdue,71,81,Purdue,region1,2022,0,-6.8999999999999915,-0.09999999999999432,-2.200000000000003,-6.83,-2.1899999999999995,-7.03,-2.01,-10.210000000000008,2.049999999999997
7,Murray State,15,St. Peter's,60,70,St. Peter's,region1,2022,0,5,5.900000000000006,1.5999999999999943,-0.98,6.92,7.82,-2.88,11.180000000000007,4.319999999999993
8,UNC,4,UCLA,73,66,UNC,region1,2022,1,15.900000000000006,5,3.799999999999997,10.940000000000001,2.0600000000000005,17.8,-3.9400000000000004,12.810000000000002,-6.38000000000001
3,Purdue,15,St. Peter's,64,67,St. Peter's,region1,2022,0,17.5,5,0,12.51,16.93,24.89,4.619999999999999,30.77000000000001,-10.89
8,UNC,15,St. Peter's,69,49,UNC,region1,2022,1,17.10000000000001,6.5,3.5999999999999943,10.64,15.23,24.310000000000002,1.62,24.690000000000012,-11.710000000000008
1,Kansas,16,Texas Southern,83,56,Kansas,region2,2022,1,5.3999999999999915,-1.1999999999999886,-0.20000000000000284,6.59,18.35,15.329999999999998,10.120000000000001,20.620000000000005,-15.060000000000002
8,San Diego State,9,Creighton,69,72,Creighton,region2,2022,0,-6.300000000000011,-3.200000000000003,-2.799999999999997,-3.1099999999999994,-1.1600000000000001,-7.63,2.24,-9.570000000000007,-1.8799999999999955
5,Iowa,12,Richmond,63,67,Richmond,region2,2022,0,11.199999999999989,13.100000000000009,2.8999999999999915,-1.8399999999999999,7.17,14.309999999999999,-8.97,12.019999999999996,5.299999999999997
4,Providence,13,South Dakota State,66,57,Providence,region2,2022,1,-4,-2.299999999999997,-5.799999999999997,-1.6600000000000001,11.629999999999999,2.1499999999999995,9.89,1.9599999999999937,-14.040000000000006
6,LSU,11,Iowa State,54,59,Iowa State,region2,2022,0,1.1000000000000085,13.5,3.200000000000003,-12.389999999999999,-1.7599999999999998,-0.7699999999999996,-13.39,-5.839999999999989,14.700000000000003
3,Wisconsin,14,Colgate,67,60,Wisconsin,region2,2022,1,3.299999999999997,5.900000000000006,-0.5999999999999943,-2.6399999999999997,16.9,11.87,4.460000000000001,17.30000000000001,-6.72999999999999
7,USC,10,Miami (FL),66,68,Miami (FL),region2,2022,0,-1.7000000000000028,0.7000000000000028,-0.29999999999999716,-2.31,2.079999999999999,-1.0099999999999998,0.7799999999999998,-1.1099999999999994,-1.6400000000000006
2,Auburn,15,Jacksonville State,80,61,Auburn,region2,2022,1,13.099999999999994,1.8999999999999915,4.3999999999999915,11.24,10.8,20.66,5.3500000000000005,21.599999999999994,-14.539999999999992
1,Kansas,9,Creighton,79,72,Kansas,region2,2022,1,-4.800000000000011,0,1.4000000000000057,-4.859999999999999,1.790000000000001,-4.040000000000001,0.33000000000000007,-7.609999999999999,-1.8599999999999994
12,Richmond,4,Providence,51,79,Providence,region2,2022,0,-0.5,-2.5,1.5,1.9500000000000002,-6.84,-3.05,-1.8500000000000005,-1.3799999999999955,5.150000000000006
